5887,RAD23B,5704,PSMC4,Phy
4145,MATK,4803,NGF,Phy
84152,PPP1R1B,5499,PPP1CA,Neg
925,CD8A,3560,IL2RB,Pos
6402,SELL,3725,JUN,Pos
5468,PPARG,3553,IL1B,Neg
80824,DUSP16,6300,MAPK12,Neg
4089,SMAD4,9846,GAB2,Phy
4686,NCBP1,7314,UBB,Phy
817,CAMK2D,1385,CREB1,Pos
3055,HCK,55503,TRPV6,Pos
5777,PTPN6,5618,PRLR,Neg
6688,SPI1,6772,STAT1,Neg
5695,PSMB7,7321,UBE2D1,Pos
8655,DYNLL1,55722,CEP72,Phy
9021,SOCS3,3559,IL2RA,Neg
5595,MAPK3,7343,UBTF,Pos
5048,PAFAH1B1,22994,AZI1,Phy
3556,IL1RAP,3654,IRAK1,Phy
7189,TRAF6,3654,IRAK1,Phy
4661,MYT1,891,CCNB1,Neg
5580,PRKCD,3643,INSR,Pos
3689,ITGB2,6464,SHC1,Phy
143471,PSMA8,9320,TRIP12,Phy
4773,NFATC2,3558,IL2,Neg
6850,SYK,5687,PSMA6,Pos
4342,MOS,55796,MBNL3,Pos
1387,CREBBP,4089,SMAD4,Neg
2534,FYN,5295,PIK3R1,Pos
2932,GSK3B,2268,FGR,Pos
3315,HSPB1,9861,PSMD6,Phy
3458,IFNG,4214,MAP3K1,Pos
920,CD4,25759,SHC2,Pos
4793,NFKBIB,8517,IKBKG,Phy
7175,TPR,81929,SEH1L,Phy
23511,NUP188,9972,NUP153,Phy
7027,TFDP1,7528,YY1,Phy
8520,HAT1,5781,PTPN11,Pos
5534,PPP3R1,8697,CDC23,Pos
5465,PPARA,5360,PLTP,Pos
95681,TSGA14,55755,CDK5RAP2,Phy
6383,SDC2,7040,TGFB1,Phy
5525,PPP2R5A,2931,GSK3A,Pos
4214,MAP3K1,5608,MAP2K6,Pos
4803,NGF,4804,NGFR,Pos
4793,NFKBIB,6500,SKP1,Phy
3910,LAMA4,3690,ITGB3,Pos
841,CASP8,1616,DAXX,Phy
6722,SRF,2626,GATA4,Pos
367,AR,3837,KPNB1,Phy
5478,PPIA,5595,MAPK3,Pos
7329,UBE2I,4193,MDM2,Pos
5590,PRKCZ,2932,GSK3B,Neg
9918,NCAPD2,23397,NCAPH,Phy
5595,MAPK3,156,ADRBK1,Pos
3558,IL2,50943,FOXP3,Pos
5921,RASA1,22808,MRAS,Neg
9212,AURKB,23310,NCAPD3,Pos
653,BMP5,659,BMPR2,Pos
4478,MSN,920,CD4,Pos
2771,GNAI2,9294,S1PR2,Phy
2869,GRK5,7852,CXCR4,Pos
4622,MYH4,22954,TRIM32,Phy
1855,DVL1,408,ARRB1,Phy
3416,IDE,51377,UCHL5,Phy
1438,CSF2RA,3716,JAK1,Pos
10253,SPRY2,2257,FGF12,Phy
4908,NTF3,5290,PIK3CA,Pos
2185,PTK2B,3688,ITGB1,Phy
5584,PRKCI,2113,ETS1,Pos
3688,ITGB1,7791,ZYX,Phy
8454,CUL1,7314,UBB,Pos
1020,CDK5,891,CCNB1,Phy
5781,PTPN11,5747,PTK2,Neg
10456,HAX1,842,CASP9,Neg
8823,FGF16,6696,SPP1,Pos
7855,FZD5,55361,PI4K2A,Pos
30818,KCNIP3,3751,KCND2,Neg
9656,MDC1,672,BRCA1,Pos
1906,EDN1,3611,ILK,Pos
7465,WEE1,5511,PPP1R8,Pos
284217,LAMA1,3678,ITGA5,Pos
7015,TERT,3320,HSP90AA1,Phy
3565,IL4,1437,CSF2,Pos
5338,PLD2,5594,MAPK1,Pos
8550,MAPKAPK5,5702,PSMC3,Pos
3611,ILK,3695,ITGB7,Phy
5687,PSMA6,143471,PSMA8,Phy
9491,PSMF1,246184,CDC26,Pos
5566,PRKACA,7518,XRCC4,Pos
2259,FGF14,5594,MAPK1,Pos
2475,MTOR,57521,RPTOR,Phy
8743,TNFSF10,5595,MAPK3,Pos
7706,TRIM25,1017,CDK2,Pos
8877,SPHK1,7422,VEGFA,Neg
3718,JAK3,6609,SMPD1,Neg
1435,CSF1,5604,MAP2K1,Pos
7040,TGFB1,5617,PRL,Pos
2549,GAB1,5155,PDGFB,Phy
672,BRCA1,580,BARD1,Phy
5695,PSMB7,5708,PSMD2,Phy
284217,LAMA1,3914,LAMB3,Phy
3569,IL6,7409,VAV1,Pos
207,AKT1,6647,SOD1,Neg
1869,E2F1,1958,EGR1,Pos
5519,PPP2R1B,6199,RPS6KB2,Neg
81929,SEH1L,10921,RNPS1,Pos
8312,AXIN1,89780,WNT3A,Phy
2247,FGF2,6464,SHC1,Phy
84254,CAMKK1,814,CAMK4,Pos
8086,AAAS,79760,GEMIN7,Pos
3593,IL12B,5295,PIK3R1,Pos
959,CD40LG,6416,MAP2K4,Pos
6696,SPP1,3665,IRF7,Pos
23198,PSME4,51377,UCHL5,Phy
4609,MYC,4869,NPM1,Pos
3717,JAK2,4616,GADD45B,Pos
8476,CDC42BPA,4635,MYL4,Pos
2099,ESR1,5295,PIK3R1,Phy
2308,FOXO1,7534,YWHAZ,Phy
10093,ARPC4,10097,ACTR2,Phy
659,BMPR2,94,ACVRL1,Phy
3672,ITGA1,811,CALR,Phy
6124,RPL4,7314,UBB,Phy
7040,TGFB1,4088,SMAD3,Pos
1454,CSNK1E,11190,CEP250,Phy
3559,IL2RA,1432,MAPK14,Pos
22798,LAMB4,3695,ITGB7,Pos
801,CALM1,85366,MYLK2,Pos
5728,PTEN,9351,SLC9A3R2,Phy
5296,PIK3R2,867,CBL,Phy
2908,NR3C1,4088,SMAD3,Phy
941,CD80,3105,HLA-A,Neg
5594,MAPK1,2250,FGF5,Neg
7124,TNF,1906,EDN1,Pos
1508,CTSB,8877,SPHK1,Pos
23624,CBLC,149233,IL23R,Neg
4089,SMAD4,56288,PARD3,Phy
8520,HAT1,7490,WT1,Pos
2932,GSK3B,4772,NFATC1,Neg
56034,PDGFC,2263,FGFR2,Pos
1385,CREB1,148327,CREB3L4,Phy
7249,TSC2,6009,RHEB,Neg
3717,JAK2,388585,HES5,Phy
6714,SRC,2257,FGF12,Neg
1499,CTNNB1,5308,PITX2,Pos
4751,NEK2,9702,CEP57,Phy
1499,CTNNB1,6714,SRC,Pos
996,CDC27,10393,ANAPC10,Pos
3932,LCK,5296,PIK3R2,Phy
1432,MAPK14,3880,KRT19,Pos
5698,PSMB9,9320,TRIP12,Phy
57154,SMURF1,5979,RET,Neg
5706,PSMC6,5720,PSME1,Phy
3592,IL12A,4843,NOS2,Pos
80227,PAAF1,6500,SKP1,Pos
5034,P4HB,335,APOA1,Pos
11097,NUPL2,2646,GCKR,Pos
836,CASP3,3691,ITGB4,Pos
7094,TLN1,87,ACTN1,Phy
6714,SRC,5580,PRKCD,Pos
3937,LCP2,6461,SHB,Phy
10095,ARPC1B,71,ACTG1,Phy
4209,MEF2D,144195,SLC2A14,Pos
79959,CEP76,11258,DCTN3,Phy
5336,PLCG2,974,CD79B,Phy
3845,KRAS,5290,PIK3CA,Phy
85366,MYLK2,93408,MYL10,Pos
6198,RPS6KB1,55616,ASAP3,Pos
5610,EIF2AK2,4790,NFKB1,Pos
7048,TGFBR2,23118,MAP3K7IP2,Pos
3320,HSP90AA1,207,AKT1,Pos
3664,IRF6,3576,IL8,Pos
2960,GTF2E1,2971,GTF3A,Phy
5700,PSMC1,80227,PAAF1,Phy
1453,CSNK1D,2697,GJA1,Pos
5698,PSMB9,64682,ANAPC1,Pos
1374,CPT1A,51703,ACSL5,Phy
627,BDNF,3645,INSRR,Pos
51035,UBXN1,8697,CDC23,Pos
8021,NUP214,2645,GCK,Pos
207,AKT1,4691,NCL,Pos
3716,JAK1,6609,SMPD1,Neg
23624,CBLC,3566,IL4R,Neg
5695,PSMB7,5696,PSMB8,Phy
1000,CDH2,1499,CTNNB1,Phy
3553,IL1B,5329,PLAUR,Pos
1398,CRK,5293,PIK3CD,Pos
5783,PTPN13,1947,EFNB1,Pos
5170,PDPK1,7535,ZAP70,Pos
5747,PTK2,660,BMX,Pos
7124,TNF,4638,MYLK,Pos
5689,PSMB1,5887,RAD23B,Phy
658,BMPR1B,4776,NFATC4,Pos
55740,ENAH,10093,ARPC4,Pos
5690,PSMB2,5717,PSMD11,Phy
7145,TNS1,5829,PXN,Phy
9688,NUP93,10921,RNPS1,Pos
11184,MAP4K1,4217,MAP3K5,Pos
2047,EPHB1,5290,PIK3CA,Pos
84254,CAMKK1,8853,ASAP2,Pos
2017,CTTN,6714,SRC,Phy
5335,PLCG1,8877,SPHK1,Phy
8803,SUCLA2,317,APAF1,Pos
6714,SRC,4843,NOS2,Pos
22905,EPN2,652799,LOC652799,Phy
2648,KAT2A,1647,GADD45A,Pos
51776,ZAK,7082,TJP1,Pos
2965,GTF2H1,5887,RAD23B,Pos
4316,MMP7,4803,NGF,Pos
7430,EZR,3082,HGF,Pos
1147,CHUK,4793,NFKBIB,Pos
5468,PPARG,3162,HMOX1,Pos
1069,CETN2,8481,OFD1,Phy
3566,IL4R,5295,PIK3R1,Pos
50508,NOX3,6300,MAPK12,Pos
10197,PSME3,6923,TCEB2,Pos
5696,PSMB8,5702,PSMC3,Phy
11261,CHP,246184,CDC26,Pos
23533,PIK3R5,7410,VAV2,Phy
284217,LAMA1,3685,ITGAV,Pos
7094,TLN1,23209,MLC1,Phy
3910,LAMA4,7531,YWHAE,Phy
9459,ARHGEF6,867,CBL,Neg
11221,DUSP10,5603,MAPK13,Neg
2934,GSN,832,CAPZB,Phy
3040,HBA2,6207,RPS13,Phy
3554,IL1R1,5295,PIK3R1,Phy
8394,PIP5K1A,8976,WASL,Pos
4751,NEK2,10848,PPP1R13L,Pos
55742,PARVA,646821,LOC646821,Phy
1499,CTNNB1,6500,SKP1,Phy
2247,FGF2,2113,ETS1,Pos
6880,TAF9,790,CAD,Pos
5336,PLCG2,10451,VAV3,Pos
186,AGTR2,2792,GNGT1,Phy
2316,FLNA,484,ATP1B3P1,Neg
7531,YWHAE,7840,ALMS1,Phy
8550,MAPKAPK5,5599,MAPK8,Pos
5501,PPP1CC,10627,MYL12A,Neg
8021,NUP214,29894,CPSF1,Pos
983,CDK1,8881,CDC16,Pos
5700,PSMC1,996,CDC27,Pos
5515,PPP2CA,5604,MAP2K1,Neg
5048,PAFAH1B1,8636,SSNA1,Phy
7840,ALMS1,9662,CEP135,Phy
9688,NUP93,6633,SNRPD2,Pos
3815,KIT,4254,KITLG,Phy
3133,HLA-E,57292,KIR2DL5A,Pos
2668,GDNF,5906,RAP1A,Pos
640,BLK,80310,PDGFD,Pos
3172,HNF4A,57167,SALL4,Pos
2735,GLI1,64399,HHIP,Pos
10850,CCL27,729230,CCR2,Pos
5338,PLD2,9846,GAB2,Phy
9253,NUMBL,4855,NOTCH4,Neg
5116,PCNT,9738,CP110,Phy
4803,NGF,6774,STAT3,Pos
3691,ITGB4,7532,YWHAG,Phy
3586,IL10,7037,TFRC,Pos
5899,RALB,5600,MAPK11,Pos
836,CASP3,5062,PAK2,Pos
3169,FOXA1,7031,TFF1,Pos
8945,BTRC,4790,NFKB1,Neg
6714,SRC,5335,PLCG1,Pos
3084,NRG1,5293,PIK3CD,Pos
5617,PRL,4023,LPL,Neg
5884,RAD17,8914,TIMELESS,Phy
6258,RXRG,7124,TNF,Pos
5579,PRKCB,2782,GNB1,Pos
9662,CEP135,22897,CEP164,Phy
867,CBL,3672,ITGA1,Neg
5079,PAX5,5897,RAG2,Pos
824,CAPN2,3691,ITGB4,Neg
8850,KAT2B,4087,SMAD2,Pos
5532,PPP3CB,8871,SYNJ2,Pos
8554,PIAS1,4193,MDM2,Pos
816,CAMK2B,5533,PPP3CC,Pos
51371,POMP,5710,PSMD4,Phy
3594,IL12RB1,4353,MPO,Pos
1211,CLTA,801,CALM1,Phy
5584,PRKCI,4790,NFKB1,Pos
5595,MAPK3,2261,FGFR3,Neg
23198,PSME4,51529,ANAPC11,Pos
5594,MAPK1,1869,E2F1,Pos
9021,SOCS3,3459,IFNGR1,Neg
5175,PECAM1,58,ACTA1,Pos
2042,EPHA3,11178,LZTS1,Pos
5609,MAP2K7,5602,MAPK10,Pos
7161,TP73,27113,BBC3,Pos
5576,PRKAR2A,5594,MAPK1,Neg
2908,NR3C1,2908,NR3C1,Pos
4803,NGF,4790,NFKB1,Pos
5707,PSMD1,51371,POMP,Phy
51434,ANAPC7,25847,ANAPC13,Pos
4920,ROR2,5599,MAPK8,Pos
6464,SHC1,7409,VAV1,Phy
5295,PIK3R1,5777,PTPN6,Phy
6500,SKP1,4791,NFKB2,Pos
9631,NUP155,6636,SNRPF,Pos
27035,NOX1,1432,MAPK14,Pos
5578,PRKCA,2778,GNAS,Pos
5595,MAPK3,84647,PLA2G12B,Pos
7040,TGFB1,729238,SFTPA2,Neg
3458,IFNG,3569,IL6,Pos
3620,IDO1,7409,VAV1,Neg
659,BMPR2,23294,ANKS1A,Pos
4179,CD46,3586,IL10,Pos
367,AR,56924,PAK6,Phy
4928,NUP98,10482,NXF1,Pos
3569,IL6,2247,FGF2,Pos
3123,HLA-DRB1,25759,SHC2,Pos
2059,EPS8,4087,SMAD2,Phy
5715,PSMD9,5694,PSMB6,Phy
3552,IL1A,3569,IL6,Pos
6714,SRC,5062,PAK2,Pos
5879,RAC1,81,ACTN4,Pos
5605,MAP2K2,8649,MAPKSP1,Phy
51561,IL23A,11009,IL24,Pos
6548,SLC9A1,5962,RDX,Pos
840,CASP7,1677,DFFB,Pos
5588,PRKCQ,1114,CHGB,Pos
23198,PSME4,5887,RAD23B,Phy
5696,PSMB8,9491,PSMF1,Phy
4957,ODF2,8636,SSNA1,Phy
56924,PAK6,85366,MYLK2,Neg
207,AKT1,1647,GADD45A,Pos
4352,MPL,3716,JAK1,Pos
1856,DVL2,408,ARRB1,Phy
22808,MRAS,5294,PIK3CG,Pos
5604,MAP2K1,8844,KSR1,Phy
3725,JUN,6775,STAT4,Phy
1843,DUSP1,5595,MAPK3,Neg
5579,PRKCB,5594,MAPK1,Pos
5575,PRKAR1B,3688,ITGB1,Neg
7840,ALMS1,1639,DCTN1,Phy
10383,TUBB2C,22897,CEP164,Phy
3066,HDAC2,7015,TERT,Neg
4602,MYB,9611,NCOR1,Phy
8803,SUCLA2,4790,NFKB1,Pos
2781,GNAZ,5829,PXN,Neg
983,CDK1,51434,ANAPC7,Pos
71,ACTG1,81873,ARPC5L,Phy
3684,ITGAM,4353,MPO,Neg
6385,SDC4,87,ACTN1,Phy
7099,TLR4,3456,IFNB1,Pos
5698,PSMB9,5701,PSMC2,Phy
6778,STAT6,1278,COL1A2,Pos
57154,SMURF1,1956,EGFR,Neg
5468,PPARG,7186,TRAF2,Phy
7124,TNF,3664,IRF6,Pos
2688,GH1,250,ALPP,Pos
5347,PLK1,10735,STAG2,Pos
5718,PSMD12,29882,ANAPC2,Pos
2932,GSK3B,894,CCND2,Neg
9918,NCAPD2,23310,NCAPD3,Phy
9063,PIAS2,6772,STAT1,Neg
6300,MAPK12,3141,HLCS,Pos
1487,CTBP1,23462,HEY1,Neg
5608,MAP2K6,4790,NFKB1,Pos
1454,CSNK1E,9738,CP110,Phy
5777,PTPN6,163702,IL28RA,Neg
25,ABL1,1956,EGFR,Pos
2071,ERCC3,2068,ERCC2,Pos
9320,TRIP12,5705,PSMC5,Phy
317,APAF1,87,ACTN1,Phy
7020,TFAP2A,4582,MUC1,Neg
7534,YWHAZ,5983,RFC3,Neg
1432,MAPK14,466,ATF1,Pos
3725,JUN,959,CD40LG,Pos
5912,RAP2B,51196,PLCE1,Pos
841,CASP8,248,ALPI,Pos
6224,RPS20,7314,UBB,Phy
3146,HMGB1,3148,HMGB2,Phy
5335,PLCG1,123745,PLA2G4E,Pos
7277,TUBA4A,8481,OFD1,Phy
2305,FOXM1,6502,SKP2,Pos
817,CAMK2D,5566,PRKACA,Pos
6957,TRB@,25759,SHC2,Pos
5925,RB1,891,CCNB1,Pos
55755,CDK5RAP2,3320,HSP90AA1,Phy
3559,IL2RA,1399,CRKL,Pos
8516,ITGA8,88,ACTN2,Phy
348995,NUP43,29894,CPSF1,Pos
2775,GNAO1,10000,AKT3,Pos
55742,PARVA,646048,LOC646048,Phy
4023,LPL,345,APOC3,Pos
6654,SOS1,5781,PTPN11,Phy
29924,EPN1,9146,HGS,Pos
728622,LOC728622,9978,RBX1,Phy
9320,TRIP12,23198,PSME4,Phy
25989,ULK3,7791,ZYX,Pos
1437,CSF2,6347,CCL2,Pos
2932,GSK3B,8893,EIF2B5,Neg
9373,PLAA,5320,PLA2G2A,Pos
10252,SPRY1,5921,RASA1,Pos
1027,CDKN1B,9134,CCNE2,Neg
3717,JAK2,3815,KIT,Phy
5328,PLAU,4035,LRP1,Pos
142,PARP1,6935,ZEB1,Pos
1390,CREM,1392,CRH,Neg
6804,STX1A,775,CACNA1C,Neg
5170,PDPK1,6446,SGK1,Pos
2002,ELK1,3399,ID3,Phy
5649,RELN,3691,ITGB4,Pos
23209,MLC1,5747,PTK2,Phy
3932,LCK,2885,GRB2,Pos
890,CCNA2,1021,CDK6,Neg
5580,PRKCD,6385,SDC4,Pos
5700,PSMC1,5702,PSMC3,Phy
5715,PSMD9,9861,PSMD6,Phy
2697,GJA1,57369,GJD2,Phy
862,RUNX1T1,1050,CEBPA,Neg
6503,SLA,3055,HCK,Neg
6955,TRA@,53358,SHC3,Pos
5777,PTPN6,1950,EGF,Pos
824,CAPN2,4082,MARCKS,Neg
5695,PSMB7,23198,PSME4,Phy
6352,CCL5,1237,CCR8,Pos
6622,SNCA,7314,UBB,Phy
2099,ESR1,1278,COL1A2,Neg
23624,CBLC,2057,EPOR,Neg
5599,MAPK8,8031,NCOA4,Pos
5710,PSMD4,5685,PSMA4,Phy
122706,PSMB11,5708,PSMD2,Phy
940,CD28,5294,PIK3CG,Pos
1195,CLK1,5187,PER1,Pos
143471,PSMA8,5690,PSMB2,Phy
5159,PDGFRB,1796,DOK1,Pos
7132,TNFRSF1A,8738,CRADD,Phy
8914,TIMELESS,63967,CLSPN,Phy
6714,SRC,7442,TRPV1,Pos
23636,NUP62,9759,HDAC4,Pos
3680,ITGA9,7408,VASP,Phy
53944,CSNK1G1,7855,FZD5,Neg
51035,UBXN1,51433,ANAPC5,Pos
7015,TERT,595,CCND1,Pos
29760,BLNK,5336,PLCG2,Phy
6778,STAT6,4988,OPRM1,Pos
10733,PLK4,22994,AZI1,Phy
10454,MAP3K7IP1,51701,NLK,Pos
2022,ENG,7043,TGFB3,Phy
940,CD28,959,CD40LG,Pos
5702,PSMC3,5720,PSME1,Phy
5578,PRKCA,4792,NFKBIA,Pos
3480,IGF1R,51100,SH3GLB1,Phy
1387,CREBBP,367,AR,Pos
55755,CDK5RAP2,10142,AKAP9,Phy
2776,GNAQ,5599,MAPK8,Pos
80254,CEP63,5108,PCM1,Phy
6884,TAF13,6882,TAF11,Phy
4301,MLLT4,1495,CTNNA1,Pos
7337,UBE3A,8945,BTRC,Pos
4908,NTF3,5607,MAP2K5,Pos
7124,TNF,8915,BCL10,Pos
5585,PKN1,5606,MAP2K3,Pos
3497,IGHE,8877,SPHK1,Pos
1495,CTNNA1,89,ACTN3,Phy
156,ADRBK1,2826,CCR10,Pos
4957,ODF2,1069,CETN2,Phy
9631,NUP155,23165,NUP205,Phy
11317,RBPJL,388585,HES5,Pos
80184,CEP290,121441,NEDD1,Phy
5573,PRKAR1A,2335,FN1,Neg
10298,PAK4,5894,RAF1,Pos
960,CD44,5879,RAC1,Pos
11116,FGFR1OP,9793,CKAP5,Phy
200576,PIKFYVE,7414,VCL,Phy
5292,PIM1,1975,EIF4B,Pos
2268,FGR,2047,EPHB1,Pos
4878,NPPA,3297,HSF1,Pos
25759,SHC2,3643,INSR,Phy
6714,SRC,382,ARF6,Pos
5371,PML,3728,JUP,Pos
6868,ADAM17,4855,NOTCH4,Pos
6376,CX3CL1,1236,CCR7,Pos
3630,INS,10580,SORBS1,Pos
2534,FYN,5336,PLCG2,Pos
4089,SMAD4,3493,IGHA1,Pos
2206,MS4A2,4773,NFATC2,Pos
3458,IFNG,6361,CCL17,Pos
143471,PSMA8,29882,ANAPC2,Pos
1435,CSF1,6347,CCL2,Pos
4830,NME1,1785,DNM2,Pos
3815,KIT,868,CBLB,Phy
10393,ANAPC10,85417,CCNB3,Neg
5970,RELA,331,XIAP,Pos
3684,ITGAM,1399,CRKL,Pos
6500,SKP1,6502,SKP2,Phy
207,AKT1,4194,MDM4,Pos
5915,RARB,6258,RXRG,Phy
84131,CEP78,7283,TUBG1,Phy
11200,CHEK2,995,CDC25C,Neg
25759,SHC2,5600,MAPK11,Pos
8649,MAPKSP1,5594,MAPK1,Pos
6915,TBXA2R,5295,PIK3R1,Pos
10155,TRIM28,1869,E2F1,Pos
2017,CTTN,7082,TJP1,Phy
6257,RXRB,33,ACADL,Pos
25,ABL1,4170,MCL1,Pos
1440,CSF3,4318,MMP9,Pos
7534,YWHAZ,11073,TOPBP1,Neg
983,CDK1,9702,CEP57,Phy
6198,RPS6KB1,1398,CRK,Pos
3732,CD82,3689,ITGB2,Pos
4928,NUP98,3837,KPNB1,Pos
5579,PRKCB,127933,UHMK1,Pos
4927,NUP88,3837,KPNB1,Pos
7316,UBC,6224,RPS20,Phy
6258,RXRG,8204,NRIP1,Phy
2908,NR3C1,7124,TNF,Pos
1452,CSNK1A1,2931,GSK3A,Pos
2932,GSK3B,6601,SMARCC2,Pos
51588,PIAS4,1030,CDKN2B,Pos
9861,PSMD6,11047,ADRM1,Phy
7037,TFRC,3624,INHBA,Neg
5710,PSMD4,5719,PSMD13,Phy
3606,IL18,3586,IL10,Pos
5330,PLCB2,5582,PRKCG,Phy
197131,UBR1,5714,PSMD8,Phy
2249,FGF4,6383,SDC2,Phy
8021,NUP214,3065,HDAC1,Pos
8881,CDC16,9133,CCNB2,Neg
3416,IDE,5711,PSMD5,Phy
22801,ITGA11,1399,CRKL,Pos
1840,DTX1,2033,EP300,Phy
695,BTK,84307,ZNF397,Pos
6500,SKP1,26271,FBXO5,Neg
4794,NFKBIE,8945,BTRC,Phy
6555,SLC10A2,5713,PSMD7,Phy
3553,IL1B,1435,CSF1,Pos
6777,STAT5B,2168,FABP1,Neg
5595,MAPK3,5322,PLA2G5,Pos
10398,MYL9,4636,MYL5,Phy
3146,HMGB1,7124,TNF,Pos
1437,CSF2,1009,CDH11,Pos
369,ARAF,3661,IRF3,Pos
6934,TCF7L2,595,CCND1,Pos
5599,MAPK8,6927,HNF1A,Pos
1982,EIF4G2,58155,PTBP2,Phy
54386,TERF2IP,5894,RAF1,Neg
2033,EP300,3725,JUN,Phy
367,AR,2308,FOXO1,Pos
1487,CTBP1,595,CCND1,Neg
3725,JUN,1029,CDKN2A,Pos
4067,LYN,5829,PXN,Pos
7124,TNF,1385,CREB1,Pos
2099,ESR1,162,AP1B1,Pos
10125,RASGRP1,773,CACNA1A,Phy
10733,PLK4,9738,CP110,Phy
5599,MAPK8,367,AR,Pos
9656,MDC1,7158,TP53BP1,Phy
6256,RXRA,6257,RXRB,Phy
7479,WNT8B,8321,FZD1,Pos
3315,HSPB1,1017,CDK2,Pos
6502,SKP2,6929,TCF3,Phy
7852,CXCR4,920,CD4,Phy
545,ATR,5983,RFC3,Phy
1499,CTNNB1,3576,IL8,Pos
4486,MST1R,4233,MET,Pos
84254,CAMKK1,5562,PRKAA1,Pos
4775,NFATC3,7124,TNF,Pos
6256,RXRA,9370,ADIPOQ,Pos
3911,LAMA5,3690,ITGB3,Pos
162,AP1B1,1759,DNM1,Pos
427,ASAH1,2588,GALNS,Pos
3659,IRF1,3456,IFNB1,Pos
7133,TNFRSF1B,8737,RIPK1,Phy
197131,UBR1,3416,IDE,Phy
8826,IQGAP1,4893,NRAS,Neg
2965,GTF2H1,7507,XPA,Phy
3676,ITGA4,3688,ITGB1,Phy
6772,STAT1,7132,TNFRSF1A,Phy
1901,S1PR1,387,RHOA,Pos
2100,ESR2,2774,GNAL,Pos
367,AR,10499,NCOA2,Pos
5777,PTPN6,9021,SOCS3,Neg
7337,UBE3A,354,KLK3,Pos
54567,DLL4,4853,NOTCH2,Pos
79902,NUP85,6628,SNRPB,Pos
9611,NCOR1,3280,HES1,Neg
3726,JUNB,2625,GATA3,Pos
1601,DAB2,7046,TGFBR1,Phy
88,ACTN2,5290,PIK3CA,Pos
8717,TRADD,8878,SQSTM1,Phy
6622,SNCA,5711,PSMD5,Neg
8021,NUP214,4928,NUP98,Phy
11065,UBE2C,11065,UBE2C,Pos
5718,PSMD12,9690,UBE3C,Phy
27040,LAT,7454,WAS,Pos
8636,SSNA1,9814,SFI1,Phy
9138,ARHGEF1,9479,MAPK8IP1,Phy
5921,RASA1,3265,HRAS,Neg
2792,GNGT1,5288,PIK3C2G,Pos
6285,S100B,919,CD247,Phy
3558,IL2,9021,SOCS3,Pos
4609,MYC,993,CDC25A,Pos
8881,CDC16,991,CDC20,Phy
3914,LAMB3,22801,ITGA11,Pos
4316,MMP7,1500,CTNND1,Pos
7157,TP53,3146,HMGB1,Pos
5587,PRKD1,6464,SHC1,Phy
5714,PSMD8,5716,PSMD10,Phy
1386,ATF2,43,ACHE,Pos
650621,LOC650621,891,CCNB1,Neg
2444,FRK,2969,GTF2I,Pos
4208,MEF2C,10891,PPARGC1A,Pos
5704,PSMC4,29945,ANAPC4,Pos
1956,EGFR,5604,MAP2K1,Phy
8569,MKNK1,4776,NFATC4,Pos
9861,PSMD6,5698,PSMB9,Phy
8661,EIF3A,1981,EIF4G1,Phy
1385,CREB1,2033,EP300,Phy
3654,IRAK1,3665,IRF7,Pos
4092,SMAD7,7046,TGFBR1,Neg
9146,HGS,9146,HGS,Pos
5686,PSMA5,991,CDC20,Pos
9475,ROCK2,3985,LIMK2,Pos
9020,MAP3K14,4760,NEUROD1,Pos
7097,TLR2,8651,SOCS1,Pos
5691,PSMB3,5720,PSME1,Phy
5058,PAK1,80333,KCNIP4,Pos
1398,CRK,7535,ZAP70,Phy
6714,SRC,2250,FGF5,Neg
780,DDR1,4188,MDFI,Pos
3439,IFNA1,3586,IL10,Pos
5883,RAD9A,54962,TIPIN,Phy
348995,NUP43,79833,GEMIN6,Pos
3672,ITGA1,88,ACTN2,Phy
659,BMPR2,2768,GNA12,Pos
1639,DCTN1,10382,TUBB4,Phy
57154,SMURF1,1021,CDK6,Pos
3560,IL2RB,5600,MAPK11,Pos
5692,PSMB4,1017,CDK2,Pos
3958,LGALS3,4893,NRAS,Neg
6555,SLC10A2,6500,SKP1,Pos
6774,STAT3,9655,SOCS5,Pos
5578,PRKCA,2810,SFN,Pos
2324,FLT4,5590,PRKCZ,Pos
8743,TNFSF10,8503,PIK3R3,Pos
3565,IL4,3620,IDO1,Neg
7803,PTP4A1,5879,RAC1,Neg
3594,IL12RB1,29949,IL19,Pos
23198,PSME4,5690,PSMB2,Phy
660,BMX,5579,PRKCB,Pos
2770,GNAI1,5288,PIK3C2G,Pos
23162,MAPK8IP3,5747,PTK2,Phy
5567,PRKACB,5573,PRKAR1A,Phy
3172,HNF4A,335,APOA1,Pos
2060,EPS15,1956,EGFR,Pos
55835,CENPJ,22919,MAPRE1,Phy
3791,KDR,5296,PIK3R2,Pos
348995,NUP43,10250,SRRM1,Pos
1991,ELANE,3576,IL8,Pos
3558,IL2,940,CD28,Pos
5683,PSMA2,143471,PSMA8,Phy
7422,VEGFA,2887,GRB10,Pos
10524,KAT5,4853,NOTCH2,Pos
599,BCL2L2,638,BIK,Neg
331,XIAP,5599,MAPK8,Pos
2277,FIGF,3480,IGF1R,Pos
3577,CXCR1,3718,JAK3,Pos
5947,RBP1,2885,GRB2,Pos
1195,CLK1,23294,ANKS1A,Pos
9978,RBX1,8945,BTRC,Pos
7040,TGFB1,156,ADRBK1,Pos
56924,PAK6,998,CDC42,Pos
