Time	glucose	fructose-6-phosphate	fructose-1,6-bisphosphate	glyceraldehyde 3-phosphate	1,2-bisphospho-D-glycerate	phosphoenolpyruvate	pyruvate	adenine monophosphate	lactate	glycerol-3-phosphate	dihydrohxyacetone-phosphate	oxaloacetate	aspartate	glutamate	oxoglutarate	malate	acetyl CoA	coenzyme A	isocitrate	citrate	adenine triphosphate	adenine diphosphate	NAD	NADH	NADP	NADPH	ubiquinone	ubiquinol	ferrocytochrome c	ferricytochrome c	pyruvate (mito)	carbon dioxide	coenzyme A (mito)	acetyl CoA (mito)	phosphate	fumarate	succinyl-CoA	succinate	guanosine triphosphate	guanosine diphosphate	slanine	aspartate (mito)	glutamate (mito)	water	electron transfer flavoprotein (reduced form)	electron transfer flavoprotein (oxidised form)	FADH2	FAD	oxoglutarate (mto)	malate (mito)	oxaloacetate (mito)	citrate (mito)	isocitrate (mito)	adenine triphosphate (mito)	adenine diphosphate (mito)	NADP+	NADPH (mito)	NAD+	NADH (mito)
509	0.0199482	0.013402	0.00123567	0.0436452	0.00422175	4.48E-05	0.000199921	6.39E-06	0.044621	0.00769494	0.00769006	7.93E-08	0.00110991	0.00306009	7.88E-07	0.000473623	3.00E-05	0.000272	0.00010017	0.000778725	0.00927976	0.000243315	9.31E-05	0.00414364	0.00313832	0.00109837	0.0264189	0.0275811	9.84E-07	0.00310902	0.00134077	0.00217129	2.70E-10	0.000596099	0.00289845	0.000101861	2.40E-10	0.00291639	0.00479627	0.000153732	0.00344268	0.00065009	0.00351723	0.00183249	0.000385953	0.000244047	7.51E-05	0.00100693	9.71E-07	0.000449566	1.11E-06	0.000285342	3.68E-05	9.17E-06	1.30E-05	0.009188	0.000983996	0.0107903	2.97E-05
509.5	0.0199486	0.0130911	0.00122585	0.0441273	0.00422894	4.43E-05	0.000195715	6.10E-06	0.0447849	0.00769494	0.00769006	7.93E-08	0.00110971	0.00306029	7.87E-07	0.000473751	3.00E-05	0.000272	0.000100156	0.000778601	0.00928532	0.000237836	9.10E-05	0.00414564	0.00313797	0.00109872	0.0264188	0.0275812	9.84E-07	0.00310902	0.00134161	0.00217129	2.70E-10	0.000596099	0.00289809	0.000101842	2.40E-10	0.00291586	0.00479627	0.000153731	0.00344268	0.000649953	0.00351736	0.00183285	0.000385954	0.000244046	7.51E-05	0.00100692	9.70E-07	0.000449481	1.11E-06	0.000285166	3.67E-05	9.19E-06	1.32E-05	0.00918716	0.000984841	0.0107903	2.97E-05
510	0.019949	0.0128023	0.00120316	0.0445972	0.00423762	4.36E-05	0.000190587	5.76E-06	0.0449386	0.00769494	0.00769006	7.93E-08	0.0011095	0.0030605	7.87E-07	0.000473878	3.00E-05	0.000272	0.000100141	0.000778477	0.00929215	0.000231156	8.86E-05	0.00414807	0.00313762	0.00109906	0.0264187	0.0275813	9.84E-07	0.00310902	0.00134245	0.00217129	2.70E-10	0.000596099	0.00289773	0.000101823	2.40E-10	0.00291532	0.00479627	0.000153731	0.00344269	0.000649816	0.0035175	0.00183322	0.000385955	0.000244045	7.51E-05	0.00100692	9.69E-07	0.000449397	1.11E-06	0.00028499	3.67E-05	9.21E-06	1.33E-05	0.00918631	0.000985686	0.0107903	2.97E-05
510.5	0.0199493	0.0125413	0.00116815	0.0450447	0.00424828	4.27E-05	0.000184211	5.34E-06	0.0450798	0.00769494	0.00769006	7.93E-08	0.0011093	0.0030607	7.87E-07	0.000474006	3.00E-05	0.000272	0.000100127	0.000778353	0.00930079	0.000222755	8.56E-05	0.00415106	0.00313728	0.00109941	0.0264187	0.0275813	9.84E-07	0.00310902	0.00134328	0.00217128	2.70E-10	0.000596099	0.00289736	0.000101803	2.40E-10	0.00291478	0.00479627	0.00015373	0.00344269	0.000649678	0.00351763	0.00183359	0.000385955	0.000244045	7.51E-05	0.00100692	9.69E-07	0.000449312	1.11E-06	0.000284814	3.67E-05	9.24E-06	1.35E-05	0.00918547	0.000986531	0.0107903	2.97E-05
511	0.0199497	0.0123168	0.00111852	0.0454599	0.00426197	4.15E-05	0.000175928	4.82E-06	0.0452056	0.00769495	0.00769005	7.93E-08	0.0011091	0.0030609	7.87E-07	0.000474133	3.00E-05	0.000272	0.000100112	0.000778229	0.00931233	0.000211596	8.18E-05	0.00415487	0.00313693	0.00109976	0.0264186	0.0275814	9.84E-07	0.00310902	0.00134412	0.00217128	2.70E-10	0.000596099	0.00289699	0.000101784	2.39E-10	0.00291425	0.00479627	0.00015373	0.00344269	0.000649541	0.00351777	0.00183396	0.000385956	0.000244044	7.51E-05	0.00100691	9.68E-07	0.000449227	1.11E-06	0.000284639	3.67E-05	9.27E-06	1.36E-05	0.00918462	0.000987376	0.0107903	2.97E-05
511.5	0.0199501	0.0121449	0.00104708	0.04583	0.00428092	3.98E-05	0.000164317	4.11E-06	0.0453108	0.00769495	0.00769005	7.92E-08	0.0011089	0.0030611	7.87E-07	0.000474261	3.00E-05	0.000272	0.000100098	0.000778105	0.00932918	0.000195339	7.66E-05	0.00416008	0.00313658	0.00110011	0.0264185	0.0275815	9.84E-07	0.00310902	0.00134496	0.00217128	2.70E-10	0.000596099	0.00289662	0.000101765	2.39E-10	0.00291371	0.00479627	0.00015373	0.00344269	0.000649404	0.0035179	0.00183434	0.000385957	0.000244043	7.51E-05	0.00100691	9.68E-07	0.000449142	1.11E-06	0.000284463	3.66E-05	9.30E-06	1.37E-05	0.00918378	0.000988221	0.0107903	2.97E-05
512	0.0199504	0.0120585	0.000935485	0.0461344	0.00431049	3.69E-05	0.000145974	3.06E-06	0.0453857	0.00769495	0.00769005	7.92E-08	0.00110869	0.00306131	7.87E-07	0.000474388	3.00E-05	0.000272	0.000100083	0.00077798	0.00935714	0.00016836	6.87E-05	0.00416801	0.00313624	0.00110045	0.0264184	0.0275816	9.84E-07	0.00310902	0.0013458	0.00217128	2.70E-10	0.000596099	0.00289624	0.000101745	2.39E-10	0.00291317	0.00479627	0.000153729	0.0034427	0.000649267	0.00351804	0.00183472	0.000385958	0.000244042	7.51E-05	0.00100691	9.67E-07	0.000449057	1.11E-06	0.000284287	3.66E-05	9.33E-06	1.37E-05	0.00918293	0.000989065	0.0107903	2.97E-05
512.5	0.0199508	0.012113	0.000755814	0.0463363	0.00435935	3.22E-05	0.000115454	1.73E-06	0.0454108	0.00769495	0.00769005	7.92E-08	0.00110849	0.00306151	7.86E-07	0.000474516	3.00E-05	0.000272	0.000100069	0.000777856	0.00940022	0.000126613	5.55E-05	0.00418115	0.00313589	0.0011008	0.0264184	0.0275816	9.84E-07	0.00310902	0.00134664	0.00217127	2.70E-10	0.000596099	0.00289586	0.000101726	2.39E-10	0.00291264	0.00479627	0.000153729	0.0034427	0.00064913	0.00351817	0.0018351	0.000385959	0.000244041	7.51E-05	0.00100691	9.66E-07	0.000448973	1.11E-06	0.000284112	3.66E-05	9.36E-06	1.37E-05	0.00918209	0.00098991	0.0107903	2.97E-05
513	0.0199511	0.0122862	0.000556863	0.0464045	0.00440939	2.84E-05	8.47E-05	1.07E-06	0.045368	0.00769496	0.00769004	7.92E-08	0.00110829	0.00306171	7.86E-07	0.000474643	3.00E-05	0.000272	0.000100054	0.000777732	0.0094274	0.000100184	4.04E-05	0.00419629	0.00313554	0.00110115	0.0264183	0.0275817	9.84E-07	0.00310902	0.00134748	0.00217127	2.70E-10	0.000596099	0.00289549	0.000101707	2.39E-10	0.0029121	0.00479627	0.000153729	0.0034427	0.000648992	0.00351831	0.00183548	0.00038596	0.00024404	7.51E-05	0.0010069	9.66E-07	0.000448888	1.11E-06	0.000283936	3.66E-05	9.39E-06	1.36E-05	0.00918125	0.000990754	0.0107903	2.97E-05
513.5	0.0199515	0.0124893	0.000414435	0.0463526	0.00443112	2.75E-05	7.19E-05	9.50E-07	0.0452803	0.00769496	0.00769004	7.91E-08	0.00110809	0.00306191	7.86E-07	0.000474771	3.00E-05	0.000272	0.00010004	0.000777608	0.00943319	9.46E-05	3.28E-05	0.0042039	0.0031352	0.00110149	0.0264182	0.0275818	9.84E-07	0.00310902	0.00134832	0.00217127	2.70E-10	0.000596099	0.00289512	0.000101688	2.39E-10	0.00291157	0.00479627	0.000153728	0.00344271	0.000648855	0.00351844	0.00183585	0.00038596	0.00024404	7.51E-05	0.0010069	9.65E-07	0.000448803	1.11E-06	0.000283761	3.66E-05	9.41E-06	1.34E-05	0.0091804	0.000991598	0.0107903	2.97E-05
514	0.0199518	0.0126953	0.000325908	0.0462077	0.0044365	2.74E-05	6.90E-05	9.40E-07	0.0451787	0.00769496	0.00769004	7.91E-08	0.00110788	0.00306212	7.86E-07	0.000474898	3.00E-05	0.000272	0.000100025	0.000777484	0.00943381	9.42E-05	3.08E-05	0.00420589	0.00313485	0.00110184	0.0264182	0.0275818	9.84E-07	0.00310902	0.00134915	0.00217127	2.70E-10	0.000596099	0.00289476	0.000101668	2.39E-10	0.00291103	0.00479627	0.000153728	0.00344271	0.000648718	0.00351857	0.00183622	0.000385961	0.000244039	7.51E-05	0.0010069	9.65E-07	0.000448718	1.11E-06	0.000283586	3.65E-05	9.42E-06	1.33E-05	0.00917956	0.000992442	0.0107903	2.97E-05
514.5	0.0199521	0.0128998	0.000273043	0.0459997	0.0044373	2.75E-05	6.88E-05	9.48E-07	0.0450752	0.00769496	0.00769004	7.91E-08	0.00110768	0.00306232	7.86E-07	0.000475026	3.00E-05	0.000272	0.000100011	0.00077736	0.0094335	9.46E-05	3.05E-05	0.00420614	0.0031345	0.00110219	0.0264181	0.0275819	9.84E-07	0.00310902	0.00134999	0.00217126	2.70E-10	0.000596099	0.00289439	0.000101649	2.39E-10	0.00291049	0.00479627	0.000153727	0.00344271	0.000648581	0.00351871	0.00183658	0.000385962	0.000244038	7.51E-05	0.00100689	9.64E-07	0.000448633	1.11E-06	0.000283411	3.65E-05	9.44E-06	1.31E-05	0.00917871	0.000993286	0.0107903	2.97E-05
515	0.0199525	0.0131021	0.000242344	0.045753	0.00443705	2.76E-05	6.93E-05	9.61E-07	0.0449727	0.00769497	0.00769003	7.91E-08	0.00110748	0.00306252	7.86E-07	0.000475153	3.00E-05	0.000272	1.00E-04	0.000777236	0.009433	9.52E-05	3.07E-05	0.00420599	0.00313416	0.00110253	0.026418	0.027582	9.84E-07	0.00310902	0.00135083	0.00217126	2.70E-10	0.000596099	0.00289404	0.00010163	2.39E-10	0.00290996	0.00479627	0.000153727	0.00344271	0.000648445	0.00351884	0.00183694	0.000385963	0.000244037	7.51E-05	0.00100689	9.63E-07	0.000448548	1.11E-06	0.000283236	3.65E-05	9.44E-06	1.30E-05	0.00917787	0.000994129	0.0107903	2.97E-05
515.5	0.0199528	0.0133018	0.000225269	0.0454847	0.00443654	2.77E-05	6.98E-05	9.75E-07	0.0448717	0.00769497	0.00769003	7.91E-08	0.00110728	0.00306272	7.85E-07	0.000475281	3.00E-05	0.000272	1.00E-04	0.000777112	0.00943241	9.59E-05	3.10E-05	0.00420573	0.00313381	0.00110288	0.0264179	0.0275821	9.84E-07	0.00310902	0.00135167	0.00217126	2.70E-10	0.000596099	0.00289368	0.00010161	2.39E-10	0.00290942	0.00479627	0.000153727	0.00344272	0.000648308	0.00351898	0.0018373	0.000385964	0.000244036	7.51E-05	0.00100689	9.63E-07	0.000448463	1.11E-06	0.000283061	3.65E-05	9.45E-06	1.29E-05	0.00917703	0.000994973	0.0107903	2.97E-05
516	0.0199531	0.0134988	0.0002166	0.0452053	0.00443591	2.78E-05	7.05E-05	9.91E-07	0.0447726	0.00769497	0.00769003	7.90E-08	0.00110708	0.00306292	7.85E-07	0.000475408	3.00E-05	0.000272	1.00E-04	0.000776987	0.00943177	9.67E-05	3.12E-05	0.00420544	0.00313346	0.00110322	0.0264179	0.0275821	9.84E-07	0.00310902	0.0013525	0.00217126	2.70E-10	0.000596099	0.00289333	0.000101591	2.39E-10	0.00290888	0.00479627	0.000153726	0.00344272	0.000648171	0.00351911	0.00183765	0.000385965	0.000244035	7.51E-05	0.00100689	9.62E-07	0.000448379	1.11E-06	0.000282886	3.64E-05	9.45E-06	1.27E-05	0.00917618	0.000995816	0.0107903	2.97E-05
516.5	0.0199535	0.0136928	0.000213188	0.0449216	0.0044352	2.79E-05	7.12E-05	1.01E-06	0.0446755	0.00769497	0.00769003	7.90E-08	0.00110687	0.00306313	7.85E-07	0.000475536	3.00E-05	0.000272	1.00E-04	0.000776863	0.00943106	9.75E-05	3.16E-05	0.00420513	0.00313312	0.00110357	0.0264178	0.0275822	9.84E-07	0.00310902	0.00135334	0.00217125	2.70E-10	0.000596099	0.00289298	0.000101572	2.39E-10	0.00290835	0.00479627	0.000153726	0.00344272	0.000648034	0.00351924	0.001838	0.000385965	0.000244035	7.51E-05	0.00100688	9.62E-07	0.000448294	1.11E-06	0.000282711	3.64E-05	9.45E-06	1.26E-05	0.00917534	0.000996659	0.0107903	2.97E-05
517	0.0199538	0.0138836	0.000213153	0.0446376	0.00443441	2.81E-05	7.19E-05	1.03E-06	0.0445803	0.00769498	0.00769002	7.90E-08	0.00110667	0.00306333	7.85E-07	0.000475664	3.00E-05	0.000272	9.99E-05	0.000776739	0.00943027	9.84E-05	3.19E-05	0.00420479	0.00313277	0.00110392	0.0264177	0.0275823	9.84E-07	0.00310902	0.00135418	0.00217125	2.70E-10	0.000596099	0.00289264	0.000101553	2.39E-10	0.00290781	0.00479627	0.000153726	0.00344272	0.000647897	0.00351938	0.00183835	0.000385966	0.000244034	7.51E-05	0.00100688	9.61E-07	0.000448209	1.11E-06	0.000282537	3.64E-05	9.44E-06	1.25E-05	0.0091745	0.000997502	0.0107903	2.97E-05
517.5	0.0199541	0.0140709	0.00021539	0.044356	0.0044335	2.82E-05	7.27E-05	1.05E-06	0.0444874	0.00769498	0.00769002	7.90E-08	0.00110647	0.00306353	7.85E-07	0.000475791	3.00E-05	0.000272	9.99E-05	0.000776615	0.00942941	9.94E-05	3.23E-05	0.00420442	0.00313243	0.00110426	0.0264176	0.0275824	9.84E-07	0.00310902	0.00135502	0.00217125	2.70E-10	0.000596099	0.0028923	0.000101533	2.39E-10	0.00290728	0.00479627	0.000153725	0.00344273	0.000647761	0.00351951	0.00183869	0.000385967	0.000244033	7.51E-05	0.00100688	9.60E-07	0.000448124	1.11E-06	0.000282362	3.64E-05	9.43E-06	1.24E-05	0.00917365	0.000998345	0.0107903	2.97E-05
518	0.0199545	0.0142544	0.000219269	0.0440785	0.00443248	2.83E-05	7.36E-05	1.07E-06	0.0443967	0.00769498	0.00769002	7.90E-08	0.00110627	0.00306373	7.84E-07	0.000475919	3.00E-05	0.000272	9.99E-05	0.000776491	0.00942845	0.000100414	3.27E-05	0.00420402	0.00313208	0.00110461	0.0264176	0.0275824	9.84E-07	0.00310902	0.00135585	0.00217125	2.70E-10	0.000596099	0.00289196	0.000101514	2.39E-10	0.00290674	0.00479628	0.000153725	0.00344273	0.000647624	0.00351965	0.00183903	0.000385968	0.000244032	7.51E-05	0.00100687	9.60E-07	0.000448039	1.11E-06	0.000282188	3.64E-05	9.42E-06	1.23E-05	0.00917281	0.000999188	0.0107903	2.97E-05
518.5	0.0199548	0.0144337	0.000224459	0.0438064	0.00443132	2.85E-05	7.46E-05	1.09E-06	0.0443084	0.00769498	0.00769002	7.89E-08	0.00110607	0.00306393	7.84E-07	0.000476046	3.00E-05	0.000272	9.99E-05	0.000776366	0.00942738	0.000101579	3.31E-05	0.00420358	0.00313174	0.00110495	0.0264175	0.0275825	9.84E-07	0.00310902	0.00135669	0.00217124	2.70E-10	0.000596099	0.00289163	0.000101495	2.39E-10	0.00290621	0.00479628	0.000153725	0.00344273	0.000647488	0.00351978	0.00183937	0.000385969	0.000244031	7.51E-05	0.00100687	9.59E-07	0.000447954	1.11E-06	0.000282013	3.63E-05	9.40E-06	1.22E-05	0.00917197	0.00100003	0.0107903	2.97E-05
519	0.0199551	0.0146084	0.000230827	0.0435406	0.00442999	2.87E-05	7.57E-05	1.12E-06	0.0442228	0.00769499	0.00769001	7.89E-08	0.00110586	0.00306414	7.84E-07	0.000476174	3.00E-05	0.000272	9.99E-05	0.000776242	0.00942617	0.000102876	3.36E-05	0.00420309	0.00313139	0.0011053	0.0264174	0.0275826	9.84E-07	0.00310902	0.00135752	0.00217124	2.70E-10	0.000596099	0.0028913	0.000101475	2.39E-10	0.00290567	0.00479628	0.000153724	0.00344274	0.000647351	0.00351991	0.0018397	0.000385969	0.000244031	7.51E-05	0.00100687	9.58E-07	0.000447869	1.11E-06	0.000281839	3.63E-05	9.39E-06	1.21E-05	0.00917113	0.00100087	0.0107903	2.97E-05
519.5	0.0199554	0.0147778	0.00023838	0.0432821	0.00442845	2.89E-05	7.69E-05	1.15E-06	0.04414	0.00769499	0.00769001	7.89E-08	0.00110566	0.00306434	7.84E-07	0.000476302	3.00E-05	0.000272	9.99E-05	0.000776118	0.00942479	0.000104338	3.41E-05	0.00420255	0.00313104	0.00110564	0.0264173	0.0275827	9.84E-07	0.00310902	0.00135836	0.00217124	2.70E-10	0.000596099	0.00289097	0.000101456	2.39E-10	0.00290513	0.00479628	0.000153724	0.00344274	0.000647215	0.00352005	0.00184003	0.00038597	0.00024403	7.51E-05	0.00100687	9.58E-07	0.000447784	1.11E-06	0.000281665	3.63E-05	9.37E-06	1.20E-05	0.00917028	0.00100172	0.0107903	2.97E-05
520	0.0199557	0.0149412	0.000247255	0.0430316	0.00442665	2.91E-05	7.83E-05	1.19E-06	0.0440603	0.00769499	0.00769001	7.89E-08	0.00110546	0.00306454	7.84E-07	0.000476429	3.00E-05	0.000272	9.99E-05	0.000775994	0.00942318	0.000106013	3.48E-05	0.00420193	0.0031307	0.00110599	0.0264173	0.0275827	9.84E-07	0.00310902	0.0013592	0.00217124	2.70E-10	0.000596099	0.00289064	0.000101437	2.39E-10	0.0029046	0.00479628	0.000153723	0.00344274	0.000647078	0.00352018	0.00184036	0.000385971	0.000244029	7.51E-05	0.00100686	9.57E-07	0.0004477	1.11E-06	0.000281491	3.63E-05	9.35E-06	1.19E-05	0.00916944	0.00100256	0.0107903	2.97E-05
520.5	0.0199561	0.0150977	0.000257724	0.0427902	0.0044245	2.94E-05	7.99E-05	1.24E-06	0.0439842	0.00769499	0.00769001	7.89E-08	0.00110526	0.00306474	7.84E-07	0.000476557	3.00E-05	0.000272	9.98E-05	0.000775869	0.00942128	0.000107972	3.55E-05	0.00420122	0.00313035	0.00110633	0.0264172	0.0275828	9.84E-07	0.00310902	0.00136003	0.00217123	2.70E-10	0.000596099	0.00289032	0.000101418	2.39E-10	0.00290406	0.00479628	0.000153723	0.00344274	0.000646942	0.00352031	0.00184069	0.000385972	0.000244028	7.51E-05	0.00100686	9.57E-07	0.000447615	1.11E-06	0.000281317	3.62E-05	9.33E-06	1.18E-05	0.0091686	0.0010034	0.0107903	2.97E-05
521	0.0199564	0.0152459	0.000270258	0.042559	0.00442188	2.97E-05	8.18E-05	1.29E-06	0.0439121	0.007695	0.00769	7.88E-08	0.00110506	0.00306494	7.83E-07	0.000476685	3.00E-05	0.000272	9.98E-05	0.000775745	0.00941896	0.000110329	3.63E-05	0.00420039	0.00313001	0.00110668	0.0264171	0.0275829	9.84E-07	0.00310902	0.00136087	0.00217123	2.70E-10	0.000596099	0.00288999	0.000101398	2.39E-10	0.00290353	0.00479628	0.000153723	0.00344275	0.000646805	0.00352045	0.00184101	0.000385973	0.000244027	7.51E-05	0.00100686	9.56E-07	0.00044753	1.11E-06	0.000281143	3.62E-05	9.30E-06	1.17E-05	0.00916776	0.00100424	0.0107903	2.97E-05
521.5	0.0199567	0.0153838	0.000285665	0.0423398	0.00441857	3.01E-05	8.41E-05	1.36E-06	0.0438447	0.007695	0.00769	7.88E-08	0.00110486	0.00306514	7.83E-07	0.000476812	3.00E-05	0.000272	9.98E-05	0.000775621	0.00941602	0.000113283	3.73E-05	0.00419937	0.00312966	0.00110702	0.0264171	0.0275829	9.84E-07	0.00310902	0.0013617	0.00217123	2.70E-10	0.000596099	0.00288967	0.000101379	2.39E-10	0.00290299	0.00479628	0.000153722	0.00344275	0.000646669	0.00352058	0.00184134	0.000385973	0.000244027	7.51E-05	0.00100685	9.55E-07	0.000447445	1.11E-06	0.00028097	3.62E-05	9.28E-06	1.17E-05	0.00916692	0.00100508	0.0107903	2.97E-05
522	0.019957	0.0155082	0.000305418	0.0421348	0.00441417	3.06E-05	8.71E-05	1.46E-06	0.0437832	0.007695	0.00769	7.88E-08	0.00110466	0.00306534	7.83E-07	0.00047694	3.00E-05	0.000272	9.98E-05	0.000775496	0.00941207	0.000117218	3.86E-05	0.00419806	0.00312932	0.00110737	0.026417	0.027583	9.84E-07	0.00310902	0.00136254	0.00217123	2.70E-10	0.000596099	0.00288936	0.00010136	2.39E-10	0.00290246	0.00479628	0.000153722	0.00344275	0.000646533	0.00352072	0.00184166	0.000385974	0.000244026	7.51E-05	0.00100685	9.55E-07	0.00044736	1.11E-06	0.000280796	3.62E-05	9.25E-06	1.16E-05	0.00916608	0.00100592	0.0107903	2.97E-05
522.5	0.0199573	0.0156133	0.000332538	0.041948	0.00440786	3.13E-05	9.13E-05	1.60E-06	0.0437294	0.007695	0.00769	7.88E-08	0.00110445	0.00306555	7.83E-07	0.000477068	3.00E-05	0.000272	9.98E-05	0.000775372	0.00940623	0.000122985	4.04E-05	0.00419627	0.00312897	0.00110771	0.0264169	0.0275831	9.84E-07	0.00310902	0.00136338	0.00217122	2.70E-10	0.000596099	0.00288904	0.00010134	2.39E-10	0.00290192	0.00479628	0.000153722	0.00344275	0.000646397	0.00352085	0.00184198	0.000385975	0.000244025	7.52E-05	0.00100685	9.54E-07	0.000447275	1.11E-06	0.000280623	3.62E-05	9.23E-06	1.16E-05	0.00916523	0.00100677	0.0107903	2.97E-05
523	0.0199576	0.0156865	0.000374367	0.0417863	0.0043976	3.25E-05	9.80E-05	1.87E-06	0.0436868	0.00769501	0.00768999	7.88E-08	0.00110425	0.00306575	7.83E-07	0.000477195	3.00E-05	0.000272	9.98E-05	0.000775248	0.00939614	0.000132859	4.32E-05	0.00419348	0.00312863	0.00110806	0.0264168	0.0275832	9.84E-07	0.00310902	0.00136421	0.00217122	2.70E-10	0.000596099	0.00288872	0.000101321	2.39E-10	0.00290139	0.00479628	0.000153721	0.00344276	0.00064626	0.00352098	0.0018423	0.000385976	0.000244024	7.52E-05	0.00100685	9.54E-07	0.00044719	1.11E-06	0.000280449	3.61E-05	9.20E-06	1.15E-05	0.00916439	0.00100761	0.0107903	2.97E-05
523.5	0.0199579	0.0156945	0.000452658	0.041666	0.00437721	3.49E-05	0.000111204	2.51E-06	0.043664	0.00769501	0.00768999	7.88E-08	0.00110405	0.00306595	7.83E-07	0.000477323	3.00E-05	0.000272	9.98E-05	0.000775123	0.00937422	0.000154148	4.84E-05	0.00418825	0.00312828	0.0011084	0.0264168	0.0275832	9.84E-07	0.00310902	0.00136505	0.00217122	2.70E-10	0.000596099	0.00288841	0.000101302	2.39E-10	0.00290085	0.00479628	0.000153721	0.00344276	0.000646124	0.00352112	0.00184262	0.000385977	0.000244023	7.52E-05	0.00100684	9.53E-07	0.000447106	1.11E-06	0.000280276	3.61E-05	9.18E-06	1.16E-05	0.00916355	0.00100845	0.0107903	2.97E-05
524	0.0199582	0.0155541	0.000620002	0.041629	0.00433072	4.01E-05	0.000141011	4.26E-06	0.0436835	0.00769501	0.00768999	7.87E-08	0.00110385	0.00306615	7.82E-07	0.000477451	3.00E-05	0.000272	9.97E-05	0.000774999	0.00932606	0.000200502	6.03E-05	0.00417636	0.00312794	0.00110875	0.0264167	0.0275833	9.84E-07	0.00310902	0.00136588	0.00217122	2.70E-10	0.000596099	0.00288809	0.000101283	2.39E-10	0.00290032	0.00479628	0.000153721	0.00344276	0.000645988	0.00352125	0.00184294	0.000385978	0.000244022	7.52E-05	0.00100684	9.52E-07	0.000447021	1.11E-06	0.000280103	3.61E-05	9.16E-06	1.16E-05	0.00916271	0.00100929	0.0107903	2.97E-05
524.5	0.0199586	0.0152494	0.000847771	0.04173	0.00426865	4.47E-05	0.000180211	6.17E-06	0.0437791	0.00769501	0.00768999	7.87E-08	0.00110365	0.00306635	7.82E-07	0.000477579	3.00E-05	0.000272	9.97E-05	0.000774875	0.00928457	0.000239916	7.90E-05	0.00415768	0.0031276	0.00110909	0.0264166	0.0275834	9.84E-07	0.00310902	0.00136672	0.00217121	2.70E-10	0.000596099	0.00288777	0.000101263	2.39E-10	0.00289978	0.00479628	0.00015372	0.00344277	0.000645852	0.00352138	0.00184326	0.000385978	0.000244022	7.52E-05	0.00100684	9.52E-07	0.000446936	1.11E-06	0.000279929	3.61E-05	9.14E-06	1.18E-05	0.00916187	0.00101013	0.0107903	2.97E-05
525	0.0199589	0.0148916	0.00102523	0.0419683	0.00423536	4.59E-05	0.000200455	6.82E-06	0.0439362	0.00769502	0.00768998	7.87E-08	0.00110345	0.00306655	7.82E-07	0.000477706	3.00E-05	0.000272	9.97E-05	0.00077475	0.00927197	0.000251642	9.12E-05	0.00414546	0.00312725	0.00110944	0.0264165	0.0275835	9.84E-07	0.00310902	0.00136755	0.00217121	2.70E-10	0.000596099	0.00288744	0.000101244	2.39E-10	0.00289925	0.00479628	0.00015372	0.00344277	0.000645716	0.00352152	0.00184359	0.000385979	0.000244021	7.52E-05	0.00100683	9.51E-07	0.000446851	1.11E-06	0.000279756	3.60E-05	9.13E-06	1.21E-05	0.00916103	0.00101097	0.0107903	2.97E-05
525.5	0.0199592	0.0145286	0.00113681	0.0423151	0.00422619	4.60E-05	0.000205917	6.90E-06	0.0441163	0.00769502	0.00768998	7.87E-08	0.00110325	0.00306675	7.82E-07	0.000477834	3.00E-05	0.000272	9.97E-05	0.000774626	0.00927048	0.000252829	9.53E-05	0.00414142	0.00312691	0.00110978	0.0264165	0.0275835	9.84E-07	0.00310902	0.00136838	0.00217121	2.70E-10	0.000596099	0.00288711	0.000101225	2.39E-10	0.00289871	0.00479628	0.000153719	0.00344277	0.00064558	0.00352165	0.00184393	0.00038598	0.00024402	7.52E-05	0.00100683	9.51E-07	0.000446766	1.11E-06	0.000279584	3.60E-05	9.12E-06	1.23E-05	0.00916019	0.00101181	0.0107903	2.97E-05
526	0.0199595	0.0141725	0.00119939	0.0427359	0.00422671	4.58E-05	0.000205681	6.78E-06	0.0442995	0.00769502	0.00768998	7.87E-08	0.00110305	0.00306695	7.82E-07	0.000477962	3.00E-05	0.000272	9.97E-05	0.000774502	0.00927251	0.000250683	9.56E-05	0.00414105	0.00312656	0.00111013	0.0264164	0.0275836	9.84E-07	0.00310902	0.00136922	0.00217121	2.70E-10	0.000596099	0.00288677	0.000101206	2.39E-10	0.00289818	0.00479628	0.000153719	0.00344277	0.000645444	0.00352178	0.00184427	0.000385981	0.000244019	7.52E-05	0.00100683	9.50E-07	0.000446681	1.11E-06	0.000279411	3.60E-05	9.12E-06	1.25E-05	0.00915935	0.00101265	0.0107903	2.97E-05
526.5	0.0199599	0.0138282	0.00122875	0.0431988	0.00423081	4.54E-05	0.000203354	6.59E-06	0.0444788	0.00769502	0.00768998	7.87E-08	0.00110285	0.00306715	7.82E-07	0.00047809	3.00E-05	0.000272	9.97E-05	0.000774377	0.00927601	0.000247145	9.47E-05	0.00414203	0.00312622	0.00111047	0.0264163	0.0275837	9.84E-07	0.00310902	0.00137005	0.00217121	2.70E-10	0.000596099	0.00288642	0.000101186	2.39E-10	0.00289764	0.00479628	0.000153719	0.00344278	0.000645308	0.00352191	0.00184462	0.000385982	0.000244018	7.52E-05	0.00100683	9.49E-07	0.000446596	1.11E-06	0.000279238	3.60E-05	9.13E-06	1.27E-05	0.00915851	0.00101349	0.0107903	2.97E-05
