Time	glucose	fructose-6-phosphate	fructose-1,6-bisphosphate	glyceraldehyde 3-phosphate	1,2-bisphospho-D-glycerate	phosphoenolpyruvate	pyruvate	adenine monophosphate	lactate	glycerol-3-phosphate	dihydrohxyacetone-phosphate	oxaloacetate	aspartate	glutamate	oxoglutarate	malate	acetyl CoA	coenzyme A	isocitrate	citrate	adenine triphosphate	adenine diphosphate	NAD	NADH	NADP	NADPH	ubiquinone	ubiquinol	ferrocytochrome c	ferricytochrome c	pyruvate (mito)	carbon dioxide	coenzyme A (mito)	acetyl CoA (mito)	phosphate	fumarate	succinyl-CoA	succinate	guanosine triphosphate	guanosine diphosphate	slanine	aspartate (mito)	glutamate (mito)	water	electron transfer flavoprotein (reduced form)	electron transfer flavoprotein (oxidised form)	FADH2	FAD	oxoglutarate (mto)	malate (mito)	oxaloacetate (mito)	citrate (mito)	isocitrate (mito)	adenine triphosphate (mito)	adenine diphosphate (mito)	NADP+	NADPH (mito)	NAD+	NADH (mito)
194	0.0178102	0.0106395	0.000683713	0.0377464	0.00408136	2.98E-05	0.000109074	1.72E-06	0.0392435	0.0076934	0.0076916	9.30E-08	0.001249	0.002921	9.10E-07	0.000388087	3.00E-05	0.000272	0.000109742	0.000861716	0.00939928	0.00012619	5.30E-05	0.00418367	0.003378	0.000858692	0.0256606	0.0283394	0.0017077	0.0014023	0.00079306	0.00217274	2.77E-10	0.000596099	0.0031213	0.000108481	2.46E-10	0.00328762	0.00479603	0.000153966	0.00344098	0.000746216	0.0034228	0.00160808	0.000394449	0.000235551	7.32E-05	0.00100878	1.42E-06	0.000478557	1.14E-06	0.000410267	5.23E-05	9.97E-06	1.45E-05	0.00973933	0.000432671	0.0107885	3.15E-05
194.5	0.0178225	0.0108258	0.000489134	0.0378385	0.00412767	2.68E-05	8.08E-05	1.13E-06	0.0392233	0.00769341	0.00769159	9.30E-08	0.00124876	0.00292124	9.10E-07	0.00038822	3.00E-05	0.000272	0.000109725	0.000861589	0.00942298	0.000103181	3.85E-05	0.0041982	0.00337758	0.000859108	0.0256621	0.0283379	0.00170447	0.00140553	0.000793953	0.00217274	2.77E-10	0.000596099	0.0031209	0.000108473	2.46E-10	0.00328704	0.00479603	0.000153966	0.00344099	0.000746047	0.00342297	0.00160848	0.000394433	0.000235567	7.32E-05	0.00100878	1.42E-06	0.000478521	1.14E-06	0.000410035	5.23E-05	9.99E-06	1.43E-05	0.00973843	0.000433569	0.0107885	3.15E-05
195	0.0178346	0.0110326	0.000356225	0.0378132	0.00414554	2.62E-05	7.04E-05	1.04E-06	0.0391641	0.00769341	0.00769159	9.29E-08	0.00124852	0.00292148	9.10E-07	0.000388353	3.00E-05	0.000272	0.000109707	0.000861463	0.0094276	9.88E-05	3.21E-05	0.00420457	0.00337716	0.000859524	0.0256635	0.0283365	0.00170124	0.00140876	0.000794845	0.00217274	2.77E-10	0.000596099	0.00312051	0.000108465	2.46E-10	0.00328645	0.00479603	0.000153965	0.00344099	0.000745878	0.00342313	0.00160887	0.000394417	0.000235583	7.32E-05	0.00100878	1.42E-06	0.000478486	1.14E-06	0.000409804	5.23E-05	1.00E-05	1.42E-05	0.00973753	0.000434467	0.0107885	3.15E-05
195.5	0.0178467	0.0112409	0.000274593	0.0376991	0.00414978	2.61E-05	6.83E-05	1.03E-06	0.0390939	0.00769341	0.00769159	9.29E-08	0.00124828	0.00292172	9.10E-07	0.000388486	3.00E-05	0.000272	0.000109689	0.000861337	0.009428	9.86E-05	3.06E-05	0.00420612	0.00337675	0.00085994	0.025665	0.028335	0.001698	0.001412	0.000795738	0.00217273	2.77E-10	0.000596099	0.00312012	0.000108457	2.46E-10	0.00328586	0.00479603	0.000153965	0.00344099	0.000745709	0.0034233	0.00160926	0.000394401	0.000235599	7.32E-05	0.00100878	1.42E-06	0.00047845	1.14E-06	0.000409573	5.22E-05	1.00E-05	1.40E-05	0.00973664	0.000435364	0.0107885	3.15E-05
196	0.0178588	0.0114474	0.000226249	0.0375258	0.00415037	2.62E-05	6.82E-05	1.04E-06	0.0390224	0.00769341	0.00769159	9.29E-08	0.00124804	0.00292196	9.09E-07	0.000388619	3.00E-05	0.000272	0.000109671	0.00086121	0.00942762	9.91E-05	3.04E-05	0.00420626	0.00337633	0.000860356	0.0256664	0.0283336	0.00169477	0.00141523	0.00079663	0.00217273	2.77E-10	0.000596099	0.00311974	0.000108449	2.46E-10	0.00328528	0.00479604	0.000153965	0.00344099	0.00074554	0.00342347	0.00160964	0.000394385	0.000235615	7.32E-05	0.00100877	1.42E-06	0.000478415	1.14E-06	0.000409342	5.22E-05	1.00E-05	1.39E-05	0.00973574	0.000436262	0.0107885	3.15E-05
196.5	0.0178707	0.0116516	0.000198553	0.0373168	0.0041501	2.63E-05	6.87E-05	1.06E-06	0.0389519	0.00769342	0.00769158	9.29E-08	0.0012478	0.0029222	9.09E-07	0.000388752	3.00E-05	0.000272	0.000109654	0.000861084	0.00942704	9.98E-05	3.06E-05	0.00420607	0.00337592	0.000860771	0.0256679	0.0283321	0.00169154	0.00141846	0.000797522	0.00217273	2.77E-10	0.000596099	0.00311936	0.000108441	2.46E-10	0.00328469	0.00479604	0.000153964	0.003441	0.000745371	0.00342363	0.00161002	0.00039437	0.00023563	7.32E-05	0.00100877	1.42E-06	0.000478379	1.14E-06	0.000409111	5.22E-05	1.00E-05	1.37E-05	0.00973484	0.00043716	0.0107885	3.15E-05
197	0.0178826	0.011853	0.000183575	0.037088	0.00414959	2.64E-05	6.93E-05	1.07E-06	0.0388829	0.00769342	0.00769158	9.28E-08	0.00124756	0.00292244	9.09E-07	0.000388885	3.00E-05	0.000272	0.000109636	0.000860957	0.00942637	0.000100577	3.09E-05	0.00420579	0.0033755	0.000861186	0.0256693	0.0283307	0.00168831	0.00142169	0.000798414	0.00217273	2.77E-10	0.000596099	0.00311899	0.000108433	2.46E-10	0.0032841	0.00479604	0.000153964	0.003441	0.000745202	0.0034238	0.0016104	0.000394354	0.000235646	7.32E-05	0.00100877	1.42E-06	0.000478343	1.14E-06	0.00040888	5.21E-05	1.00E-05	1.36E-05	0.00973394	0.000438058	0.0107886	3.14E-05
197.5	0.0178944	0.0120514	0.000176477	0.0368492	0.00414897	2.65E-05	7.00E-05	1.09E-06	0.0388157	0.00769342	0.00769158	9.28E-08	0.00124732	0.00292268	9.09E-07	0.000389018	3.00E-05	0.000272	0.000109619	0.00086083	0.00942562	0.000101442	3.12E-05	0.00420548	0.00337509	0.000861602	0.0256708	0.0283292	0.00168508	0.00142492	0.000799306	0.00217272	2.77E-10	0.000596099	0.00311862	0.000108425	2.46E-10	0.00328352	0.00479604	0.000153964	0.003441	0.000745033	0.00342396	0.00161077	0.000394338	0.000235662	7.32E-05	0.00100876	1.42E-06	0.000478308	1.14E-06	0.00040865	5.21E-05	1.00E-05	1.34E-05	0.00973304	0.000438955	0.0107886	3.14E-05
198	0.0179062	0.0122467	0.000174349	0.0366068	0.00414825	2.66E-05	7.08E-05	1.11E-06	0.0387503	0.00769342	0.00769158	9.28E-08	0.00124708	0.00292292	9.08E-07	0.000389151	3.00E-05	0.000272	0.000109602	0.000860703	0.0094248	0.00010238	3.15E-05	0.00420514	0.00337467	0.000862017	0.0256722	0.0283278	0.00168185	0.00142815	0.000800198	0.00217272	2.77E-10	0.000596099	0.00311825	0.000108417	2.46E-10	0.00328293	0.00479604	0.000153963	0.00344101	0.000744864	0.00342413	0.00161114	0.000394322	0.000235678	7.32E-05	0.00100876	1.42E-06	0.000478272	1.14E-06	0.000408419	5.21E-05	1.00E-05	1.33E-05	0.00973215	0.000439853	0.0107886	3.14E-05
198.5	0.0179179	0.0124385	0.000175459	0.0363646	0.00414743	2.68E-05	7.16E-05	1.13E-06	0.0386869	0.00769343	0.00769157	9.28E-08	0.00124685	0.00292315	9.08E-07	0.000389284	3.00E-05	0.000272	0.000109584	0.000860576	0.0094239	0.000103403	3.19E-05	0.00420477	0.00337426	0.000862432	0.0256737	0.0283263	0.00167861	0.00143139	0.00080109	0.00217272	2.77E-10	0.000596099	0.00311789	0.000108409	2.46E-10	0.00328234	0.00479604	0.000153963	0.00344101	0.000744695	0.0034243	0.00161151	0.000394306	0.000235694	7.32E-05	0.00100876	1.42E-06	0.000478237	1.14E-06	0.000408188	5.21E-05	1.00E-05	1.32E-05	0.00973125	0.00044075	0.0107886	3.14E-05
199	0.0179295	0.0126265	0.000178798	0.0361251	0.00414648	2.69E-05	7.25E-05	1.16E-06	0.0386256	0.00769343	0.00769157	9.27E-08	0.00124661	0.00292339	9.08E-07	0.000389417	3.00E-05	0.000272	0.000109567	0.000860449	0.00942288	0.000104524	3.23E-05	0.00420437	0.00337384	0.000862847	0.0256751	0.0283249	0.00167538	0.00143462	0.000801982	0.00217272	2.77E-10	0.000596099	0.00311753	0.000108401	2.46E-10	0.00328175	0.00479604	0.000153962	0.00344101	0.000744527	0.00342446	0.00161187	0.00039429	0.00023571	7.32E-05	0.00100875	1.41E-06	0.000478201	1.14E-06	0.000407958	5.20E-05	1.00E-05	1.30E-05	0.00973035	0.000441647	0.0107886	3.14E-05
199.5	0.0179411	0.0128103	0.000183807	0.0358901	0.00414539	2.71E-05	7.34E-05	1.19E-06	0.0385666	0.00769343	0.00769157	9.27E-08	0.00124637	0.00292363	9.08E-07	0.00038955	3.00E-05	0.000272	0.00010955	0.000860322	0.00942175	0.000105763	3.28E-05	0.00420393	0.00337343	0.000863261	0.0256766	0.0283234	0.00167215	0.00143785	0.000802874	0.00217272	2.77E-10	0.000596099	0.00311718	0.000108393	2.46E-10	0.00328117	0.00479604	0.000153962	0.00344101	0.000744358	0.00342463	0.00161223	0.000394274	0.000235726	7.32E-05	0.00100875	1.41E-06	0.000478165	1.14E-06	0.000407728	5.20E-05	1.00E-05	1.29E-05	0.00972946	0.000442545	0.0107886	3.14E-05
200	0.0179526	0.0129894	0.000190213	0.0356609	0.00414413	2.72E-05	7.45E-05	1.22E-06	0.03851	0.00769343	0.00769157	9.27E-08	0.00124613	0.00292387	9.07E-07	0.000389683	3.00E-05	0.000272	0.000109533	0.000860195	0.00942046	0.000107145	3.33E-05	0.00420344	0.00337301	0.000863676	0.025678	0.028322	0.00166892	0.00144108	0.000803766	0.00217271	2.77E-10	0.000596099	0.00311682	0.000108385	2.46E-10	0.00328058	0.00479604	0.000153962	0.00344102	0.000744189	0.0034248	0.00161258	0.000394258	0.000235742	7.33E-05	0.00100875	1.41E-06	0.000478129	1.14E-06	0.000407497	5.20E-05	9.98E-06	1.28E-05	0.00972856	0.000443442	0.0107886	3.14E-05
200.5	0.0179641	0.0131632	0.000197945	0.0354384	0.00414266	2.74E-05	7.58E-05	1.25E-06	0.0384562	0.00769344	0.00769156	9.27E-08	0.00124589	0.00292411	9.07E-07	0.000389816	3.00E-05	0.000272	0.000109516	0.000860068	0.00941898	0.000108706	3.38E-05	0.00420289	0.0033726	0.00086409	0.0256795	0.0283205	0.00166569	0.00144431	0.000804657	0.00217271	2.77E-10	0.000596099	0.00311647	0.000108377	2.46E-10	0.00327999	0.00479604	0.000153961	0.00344102	0.000744021	0.00342496	0.00161293	0.000394243	0.000235757	7.33E-05	0.00100874	1.41E-06	0.000478094	1.14E-06	0.000407267	5.19E-05	9.96E-06	1.27E-05	0.00972766	0.000444339	0.0107886	3.14E-05
201	0.0179754	0.013331	0.00020709	0.0352237	0.00414092	2.76E-05	7.71E-05	1.30E-06	0.0384053	0.00769344	0.00769156	9.26E-08	0.00124565	0.00292435	9.07E-07	0.000389949	3.00E-05	0.000272	0.000109499	0.00085994	0.00941727	0.000110496	3.44E-05	0.00420227	0.00337218	0.000864505	0.0256809	0.0283191	0.00166246	0.00144754	0.000805549	0.00217271	2.77E-10	0.000596099	0.00311613	0.000108369	2.46E-10	0.00327941	0.00479604	0.000153961	0.00344102	0.000743853	0.00342513	0.00161328	0.000394227	0.000235773	7.33E-05	0.00100874	1.41E-06	0.000478058	1.14E-06	0.000407037	5.19E-05	9.94E-06	1.26E-05	0.00972676	0.000445236	0.0107886	3.14E-05
201.5	0.0179867	0.0134919	0.000217893	0.0350179	0.00413884	2.79E-05	7.87E-05	1.35E-06	0.0383578	0.00769344	0.00769156	9.26E-08	0.00124541	0.00292459	9.07E-07	0.000390082	3.00E-05	0.000272	0.000109482	0.000859813	0.00941524	0.000112591	3.51E-05	0.00420155	0.00337177	0.000864919	0.0256824	0.0283176	0.00165923	0.00145077	0.00080644	0.00217271	2.77E-10	0.000596099	0.00311578	0.000108361	2.46E-10	0.00327882	0.00479604	0.000153961	0.00344102	0.000743684	0.00342529	0.00161363	0.000394211	0.000235789	7.33E-05	0.00100874	1.41E-06	0.000478022	1.14E-06	0.000406807	5.19E-05	9.92E-06	1.25E-05	0.00972587	0.000446133	0.0107886	3.14E-05
202	0.017998	0.0136443	0.000230811	0.0348221	0.00413627	2.82E-05	8.06E-05	1.41E-06	0.0383142	0.00769344	0.00769156	9.26E-08	0.00124517	0.00292483	9.06E-07	0.000390215	3.00E-05	0.000272	0.000109465	0.000859686	0.00941276	0.000115113	3.60E-05	0.0042007	0.00337135	0.000865333	0.0256838	0.0283162	0.001656	0.001454	0.000807332	0.00217271	2.77E-10	0.000596099	0.00311544	0.000108353	2.46E-10	0.00327823	0.00479604	0.00015396	0.00344103	0.000743516	0.00342546	0.00161397	0.000394195	0.000235805	7.33E-05	0.00100873	1.41E-06	0.000477986	1.14E-06	0.000406578	5.18E-05	9.89E-06	1.24E-05	0.00972497	0.00044703	0.0107886	3.14E-05
202.5	0.0180092	0.0137864	0.000246644	0.0346382	0.00413301	2.86E-05	8.30E-05	1.48E-06	0.0382752	0.00769345	0.00769155	9.25E-08	0.00124493	0.00292507	9.06E-07	0.000390349	3.00E-05	0.000272	0.000109449	0.000859558	0.00940962	0.000118273	3.70E-05	0.00419967	0.00337094	0.000865747	0.0256853	0.0283147	0.00165277	0.00145723	0.000808223	0.0021727	2.77E-10	0.000596099	0.0031151	0.000108345	2.46E-10	0.00327764	0.00479604	0.00015396	0.00344103	0.000743348	0.00342562	0.00161432	0.000394179	0.000235821	7.33E-05	0.00100873	1.41E-06	0.000477951	1.14E-06	0.000406348	5.18E-05	9.87E-06	1.24E-05	0.00972407	0.000447927	0.0107886	3.14E-05
203	0.0180203	0.0139148	0.00026686	0.0344684	0.00412868	2.91E-05	8.60E-05	1.59E-06	0.0382419	0.00769345	0.00769155	9.25E-08	0.00124469	0.00292531	9.06E-07	0.000390482	3.00E-05	0.000272	0.000109432	0.00085943	0.0094054	0.000122475	3.83E-05	0.00419835	0.00337053	0.000866161	0.0256867	0.0283133	0.00164954	0.00146046	0.000809114	0.0021727	2.77E-10	0.000596099	0.00311476	0.000108337	2.46E-10	0.00327706	0.00479604	0.000153959	0.00344103	0.00074318	0.00342579	0.00161466	0.000394163	0.000235837	7.33E-05	0.00100873	1.41E-06	0.000477915	1.14E-06	0.000406118	5.18E-05	9.84E-06	1.23E-05	0.00972318	0.000448824	0.0107886	3.14E-05
203.5	0.0180314	0.0140238	0.000294458	0.0343168	0.00412245	2.98E-05	9.02E-05	1.76E-06	0.0382162	0.00769345	0.00769155	9.25E-08	0.00124445	0.00292555	9.06E-07	0.000390615	3.00E-05	0.000272	0.000109415	0.000859303	0.00939919	0.000128604	4.01E-05	0.00419655	0.00337011	0.000866575	0.0256882	0.0283118	0.00164631	0.00146369	0.000810005	0.0021727	2.77E-10	0.000596099	0.00311443	0.000108329	2.46E-10	0.00327647	0.00479604	0.000153959	0.00344103	0.000743011	0.00342595	0.001615	0.000394147	0.000235853	7.33E-05	0.00100873	1.41E-06	0.000477879	1.14E-06	0.000405889	5.18E-05	9.81E-06	1.23E-05	0.00972228	0.000449721	0.0107886	3.14E-05
204	0.0180424	0.014101	0.000336665	0.0341904	0.00411236	3.09E-05	9.69E-05	2.05E-06	0.0382016	0.00769345	0.00769155	9.25E-08	0.00124422	0.00292578	9.05E-07	0.000390748	3.00E-05	0.000272	0.000109399	0.000859175	0.00938855	0.000139002	4.29E-05	0.00419377	0.0033697	0.000866988	0.0256896	0.0283104	0.00164308	0.00146692	0.000810897	0.0021727	2.77E-10	0.000596099	0.00311409	0.000108321	2.46E-10	0.00327588	0.00479604	0.000153959	0.00344104	0.000742843	0.00342612	0.00161533	0.000394131	0.000235869	7.33E-05	0.00100872	1.41E-06	0.000477843	1.14E-06	0.000405659	5.17E-05	9.79E-06	1.22E-05	0.00972138	0.000450617	0.0107886	3.14E-05
204.5	0.0180533	0.0141136	0.000414683	0.0341053	0.0040925	3.32E-05	0.000109785	2.75E-06	0.0382062	0.00769345	0.00769155	9.25E-08	0.00124398	0.00292602	9.05E-07	0.000390881	3.00E-05	0.000272	0.000109382	0.000859047	0.00936578	0.000161108	4.81E-05	0.0041886	0.00336929	0.000867402	0.0256911	0.0283089	0.00163985	0.00147015	0.000811788	0.00217269	2.77E-10	0.000596099	0.00311376	0.000108313	2.46E-10	0.00327529	0.00479604	0.000153958	0.00344104	0.000742675	0.00342629	0.00161567	0.000394116	0.000235884	7.33E-05	0.00100872	1.40E-06	0.000477807	1.14E-06	0.00040543	5.17E-05	9.76E-06	1.22E-05	0.00972049	0.000451514	0.0107886	3.14E-05
205	0.0180642	0.0139794	0.000580813	0.0341029	0.00404731	3.81E-05	0.000138863	4.67E-06	0.0382521	0.00769346	0.00769154	9.24E-08	0.00124374	0.00292626	9.05E-07	0.000391015	3.00E-05	0.000272	0.000109366	0.000858919	0.00931519	0.000209718	5.97E-05	0.00417697	0.00336887	0.000867815	0.0256925	0.0283075	0.00163662	0.00147338	0.000812679	0.00217269	2.77E-10	0.000596099	0.00311342	0.000108305	2.46E-10	0.0032747	0.00479604	0.000153958	0.00344104	0.000742508	0.00342645	0.00161601	0.0003941	0.0002359	7.33E-05	0.00100872	1.40E-06	0.000477771	1.14E-06	0.000405201	5.17E-05	9.73E-06	1.23E-05	0.00971959	0.000452411	0.0107886	3.14E-05
205.5	0.0180751	0.0136758	0.000812106	0.0342401	0.00398447	4.28E-05	0.000178679	6.93E-06	0.0383733	0.00769346	0.00769154	9.24E-08	0.0012435	0.0029265	9.05E-07	0.000391148	3.00E-05	0.000272	0.000109349	0.000858791	0.00926839	0.000254082	7.86E-05	0.00415813	0.00336846	0.000868228	0.0256939	0.0283061	0.0016334	0.0014766	0.00081357	0.00217269	2.77E-10	0.000596099	0.00311308	0.000108297	2.46E-10	0.00327412	0.00479604	0.000153958	0.00344104	0.00074234	0.00342662	0.00161635	0.000394084	0.000235916	7.33E-05	0.00100871	1.40E-06	0.000477735	1.14E-06	0.000404972	5.16E-05	9.71E-06	1.25E-05	0.00971869	0.000453307	0.0107886	3.14E-05
206	0.0180859	0.013314	0.00099549	0.0345174	0.00394869	4.42E-05	0.000200524	7.79E-06	0.0385587	0.00769346	0.00769154	9.24E-08	0.00124326	0.00292674	9.05E-07	0.000391281	3.00E-05	0.000272	0.000109333	0.000858663	0.00925283	0.000268552	9.16E-05	0.0041451	0.00336805	0.000868641	0.0256954	0.0283046	0.00163017	0.00147983	0.000814461	0.00217269	2.77E-10	0.000596099	0.00311273	0.000108289	2.46E-10	0.00327353	0.00479604	0.000153957	0.00344105	0.000742172	0.00342678	0.0016167	0.000394068	0.000235932	7.33E-05	0.00100871	1.40E-06	0.000477699	1.14E-06	0.000404743	5.16E-05	9.70E-06	1.28E-05	0.0097178	0.000454204	0.0107886	3.14E-05
206.5	0.0180966	0.0129455	0.00111171	0.0349057	0.00393807	4.43E-05	0.000206891	7.91E-06	0.0387694	0.00769346	0.00769154	9.24E-08	0.00124302	0.00292698	9.04E-07	0.000391414	3.00E-05	0.000272	0.000109316	0.000858535	0.00925049	0.00027052	9.62E-05	0.00414049	0.00336763	0.000869054	0.0256968	0.0283032	0.00162694	0.00148306	0.000815352	0.00217269	2.77E-10	0.000596099	0.00311238	0.000108281	2.46E-10	0.00327294	0.00479604	0.000153957	0.00344105	0.000742004	0.00342695	0.00161706	0.000394052	0.000235948	7.33E-05	0.00100871	1.40E-06	0.000477663	1.14E-06	0.000404514	5.16E-05	9.69E-06	1.30E-05	0.0097169	0.0004551	0.0107886	3.14E-05
207	0.0181073	0.012584	0.00117707	0.03537	0.00393815	4.41E-05	0.00020695	7.79E-06	0.0389842	0.00769347	0.00769153	9.24E-08	0.00124278	0.00292722	9.04E-07	0.000391548	3.00E-05	0.000272	0.0001093	0.000858407	0.00925256	0.000268321	9.68E-05	0.00413992	0.00336722	0.000869467	0.0256983	0.0283017	0.00162371	0.00148629	0.000816243	0.00217268	2.77E-10	0.000596099	0.00311202	0.000108273	2.46E-10	0.00327235	0.00479604	0.000153956	0.00344105	0.000741837	0.00342711	0.00161742	0.000394036	0.000235964	7.33E-05	0.0010087	1.40E-06	0.000477627	1.14E-06	0.000404285	5.16E-05	9.69E-06	1.33E-05	0.009716	0.000455996	0.0107886	3.14E-05
207.5	0.0181179	0.0122349	0.00120751	0.0358779	0.00394235	4.37E-05	0.000204594	7.55E-06	0.0391952	0.00769347	0.00769153	9.23E-08	0.00124255	0.00292745	9.04E-07	0.000391681	3.00E-05	0.000272	0.000109283	0.000858279	0.00925654	0.000264334	9.58E-05	0.0041409	0.00336681	0.00086988	0.0256997	0.0283003	0.00162048	0.00148952	0.000817133	0.00217268	2.77E-10	0.000596099	0.00311165	0.000108264	2.46E-10	0.00327176	0.00479604	0.000153956	0.00344105	0.000741669	0.00342728	0.00161779	0.00039402	0.00023598	7.33E-05	0.0010087	1.40E-06	0.000477591	1.14E-06	0.000404056	5.15E-05	9.70E-06	1.35E-05	0.00971511	0.000456893	0.0107886	3.14E-05
208	0.0181284	0.0119019	0.00121394	0.0364041	0.00394859	4.33E-05	0.000201018	7.26E-06	0.0393989	0.00769347	0.00769153	9.23E-08	0.00124231	0.00292769	9.04E-07	0.000391815	3.00E-05	0.000272	0.000109267	0.00085815	0.00926179	0.000259144	9.41E-05	0.00414259	0.0033664	0.000870293	0.0257012	0.0282988	0.00161726	0.00149274	0.000818024	0.00217268	2.77E-10	0.000596099	0.00311128	0.000108256	2.45E-10	0.00327118	0.00479604	0.000153956	0.00344106	0.000741501	0.00342744	0.00161816	0.000394004	0.000235996	7.33E-05	0.0010087	1.40E-06	0.000477555	1.14E-06	0.000403828	5.15E-05	9.72E-06	1.37E-05	0.00971421	0.000457789	0.0107886	3.14E-05
208.5	0.0181389	0.0115887	0.00120282	0.0369306	0.00395642	4.26E-05	0.000196465	6.90E-06	0.0395934	0.00769347	0.00769153	9.23E-08	0.00124207	0.00292793	9.04E-07	0.000391948	3.00E-05	0.000272	0.000109251	0.000858022	0.00926834	0.000252734	9.19E-05	0.00414477	0.00336598	0.000870705	0.0257026	0.0282974	0.00161403	0.00149597	0.000818915	0.00217268	2.77E-10	0.000596099	0.0031109	0.000108248	2.45E-10	0.00327059	0.00479604	0.000153955	0.00344106	0.000741334	0.00342761	0.00161854	0.000393989	0.000236011	7.33E-05	0.00100869	1.40E-06	0.000477519	1.14E-06	0.000403599	5.15E-05	9.73E-06	1.39E-05	0.00971332	0.000458685	0.0107886	3.14E-05
209	0.0181493	0.0113003	0.00117719	0.0374435	0.00396603	4.19E-05	0.000190796	6.47E-06	0.0397765	0.00769348	0.00769152	9.23E-08	0.00124183	0.00292817	9.03E-07	0.000392081	3.00E-05	0.000272	0.000109235	0.000857894	0.00927655	0.000244756	8.92E-05	0.00414747	0.00336557	0.000871117	0.0257041	0.0282959	0.0016108	0.0014992	0.000819806	0.00217268	2.77E-10	0.000596099	0.00311052	0.00010824	2.45E-10	0.00327	0.00479605	0.000153955	0.00344106	0.000741166	0.00342777	0.00161893	0.000393973	0.000236027	7.33E-05	0.00100869	1.40E-06	0.000477483	1.14E-06	0.000403371	5.14E-05	9.76E-06	1.41E-05	0.00971242	0.000459581	0.0107886	3.14E-05
209.5	0.0181597	0.0110436	0.0011371	0.0379314	0.0039781	4.09E-05	0.000183579	5.93E-06	0.0399456	0.00769348	0.00769152	9.22E-08	0.00124159	0.00292841	9.03E-07	0.000392215	3.00E-05	0.000272	0.000109218	0.000857765	0.00928719	0.000234475	8.58E-05	0.00415086	0.00336516	0.00087153	0.0257055	0.0282945	0.00160757	0.00150243	0.000820696	0.00217267	2.77E-10	0.000596099	0.00311013	0.000108232	2.45E-10	0.00326941	0.00479605	0.000153955	0.00344107	0.000740999	0.00342794	0.00161932	0.000393957	0.000236043	7.33E-05	0.00100869	1.40E-06	0.000477447	1.14E-06	0.000403143	5.14E-05	9.78E-06	1.42E-05	0.00971152	0.000460477	0.0107886	3.14E-05
210	0.01817	0.0108303	0.00107888	0.0383821	0.00399404	3.96E-05	0.000173912	5.24E-06	0.040097	0.00769348	0.00769152	9.22E-08	0.00124136	0.00292864	9.03E-07	0.000392348	3.00E-05	0.000272	0.000109202	0.000857637	0.00930185	0.000220351	8.14E-05	0.0041553	0.00336475	0.000871942	0.025707	0.028293	0.00160435	0.00150565	0.000821587	0.00217267	2.77E-10	0.000596099	0.00310974	0.000108224	2.45E-10	0.00326882	0.00479605	0.000153954	0.00344107	0.000740832	0.0034281	0.00161971	0.000393941	0.000236059	7.33E-05	0.00100869	1.39E-06	0.000477411	1.14E-06	0.000402915	5.14E-05	9.81E-06	1.44E-05	0.00971063	0.000461373	0.0107886	3.14E-05
210.5	0.0181803	0.0106823	0.000991858	0.0387795	0.00401706	3.75E-05	0.000159759	4.26E-06	0.0402238	0.00769348	0.00769152	9.22E-08	0.00124112	0.00292888	9.03E-07	0.000392482	3.00E-05	0.000272	0.000109186	0.000857508	0.00932428	0.000198787	7.51E-05	0.00416161	0.00336433	0.000872354	0.0257084	0.0282916	0.00160112	0.00150888	0.000822477	0.00217267	2.77E-10	0.000596099	0.00310934	0.000108216	2.45E-10	0.00326823	0.00479605	0.000153954	0.00344107	0.000740664	0.00342827	0.00162011	0.000393925	0.000236075	7.33E-05	0.00100868	1.39E-06	0.000477375	1.14E-06	0.000402686	5.14E-05	9.84E-06	1.44E-05	0.00970973	0.000462269	0.0107886	3.14E-05
211	0.0181905	0.0106445	0.000850829	0.0390957	0.00405452	3.39E-05	0.000136427	2.85E-06	0.0403127	0.00769349	0.00769151	9.22E-08	0.00124088	0.00292912	9.02E-07	0.000392615	3.00E-05	0.000272	0.00010917	0.00085738	0.00936219	0.000162246	6.50E-05	0.00417165	0.00336392	0.000872766	0.0257099	0.0282901	0.00159789	0.00151211	0.000823368	0.00217267	2.77E-10	0.000596099	0.00310894	0.000108208	2.45E-10	0.00326765	0.00479605	0.000153953	0.00344107	0.000740497	0.00342843	0.00162051	0.000393909	0.000236091	7.33E-05	0.00100868	1.39E-06	0.000477339	1.14E-06	0.000402459	5.13E-05	9.88E-06	1.45E-05	0.00970884	0.000463165	0.0107886	3.14E-05
211.5	0.0182006	0.0107592	0.000645961	0.0392888	0.00410986	2.90E-05	0.000101934	1.51E-06	0.0403405	0.00769349	0.00769151	9.21E-08	0.00124064	0.00292936	9.02E-07	0.000392749	3.00E-05	0.000272	0.000109154	0.000857251	0.00940732	0.000118497	4.96E-05	0.00418713	0.00336351	0.000873177	0.0257113	0.0282887	0.00159466	0.00151534	0.000824258	0.00217267	2.77E-10	0.000596099	0.00310855	0.0001082	2.45E-10	0.00326706	0.00479605	0.000153953	0.00344108	0.00074033	0.00342859	0.00162091	0.000393893	0.000236107	7.33E-05	0.00100868	1.39E-06	0.000477303	1.14E-06	0.000402231	5.13E-05	9.91E-06	1.44E-05	0.00970794	0.00046406	0.0107887	3.13E-05
