Time	BM	ACT	GLC	ACoA	AKG	cAMP	FBP	G6P	GLX	ICT	MAL	OAA	PEP	PG3	PYR	AceA	AceB	AceK	Acoa2act	Acs	Akg2mal	CAMPdegr	Cya	Emp	Eno	Fdp	GltA	Icd	Icd_P	Mdh	Me	PckA	Pdh	PfkA	Ppc	PpsA	PykF	Cra	CraFBP	Crp	CrpcAMP	IclR	PdhR	PdhRPYR	EIIA	EIIA_P	EIICB
34185	0.0393487	4.98298	0	0.877947	0.738995	3.97428	0.158719	0.690626	10.0011	0.854531	6.06654	0.0577815	0.28225	0.735027	0.0310602	0.0636764	0.0191029	0.00191029	0.001	0.00622508	0.00168672	0.001	0.001	0.0104921	0.00852506	0.000361429	0.00244977	0.00154181	0.00606919	0.00770731	0.00236542	0.0118965	0.00294789	0.000112522	0.000588765	0.00790561	0.00329823	0.00719204	9.80E-05	0.00133994	0.00595006	0.00729	0.00612918	0.00116082	0.00420751	0.0957925	0.003
34980	0.0411397	4.97913	0	0.89873	0.771695	3.97921	0.171387	0.729052	8.94888	0.912835	6.13145	0.0597077	0.305244	0.790761	0.0322176	0.0665538	0.0199662	0.00199662	0.001	0.00647712	0.00171919	0.001	0.001	0.010443	0.00837855	0.000371369	0.00251969	0.00159488	0.00616726	0.00791658	0.00243216	0.012362	0.00286903	0.000110999	0.000568811	0.00823915	0.00316801	0.00717604	0.000113962	0.00133859	0.00595141	0.00729	0.00609303	0.00119697	0.00404248	0.0959575	0.003
35775	0.0430123	4.97494	0	0.920893	0.80221	3.98359	0.183659	0.763821	7.98427	0.968826	6.18772	0.0614015	0.327485	0.844187	0.0332645	0.0692423	0.0207727	0.00207727	0.001	0.00671299	0.00174959	0.001	0.001	0.0103972	0.00824179	0.000380656	0.00258515	0.0016446	0.00625873	0.00811246	0.00249459	0.0127963	0.00279566	0.000109575	0.000550146	0.00854981	0.00304634	0.00715944	0.000130564	0.00133739	0.00595261	0.00729	0.00606069	0.00122931	0.00389631	0.0961037	0.003
36570	0.04497	4.97043	0	0.944714	0.830616	3.98742	0.195247	0.79536	7.11052	1.02167	6.23636	0.0628713	0.348632	0.894415	0.0342038	0.0717534	0.021526	0.0021526	0.001	0.00693374	0.00177804	0.001	0.001	0.0103544	0.00811415	0.000389332	0.00264643	0.00169133	0.0063439	0.00829582	0.00255298	0.0132013	0.00272739	0.000108243	0.000532687	0.00883901	0.00293268	0.00714278	0.000147216	0.00133633	0.00595367	0.00729	0.00603197	0.00125803	0.00376833	0.0962317	0.003
37365	0.0470169	4.96556	0	0.970455	0.856975	3.99077	0.205958	0.823994	6.32788	1.07077	6.27819	0.0641251	0.368446	0.940859	0.0350378	0.0740978	0.0222293	0.00222293	0.001	0.00714032	0.00180467	0.001	0.001	0.0103146	0.00799504	0.000397437	0.00270378	0.00173536	0.00642306	0.00846744	0.0026076	0.0135789	0.00266385	0.000106997	0.000516355	0.00910817	0.0028265	0.00712656	0.00016344	0.00133542	0.00595458	0.00729	0.0060067	0.0012833	0.00365685	0.0963431	0.003
38160	0.049157	4.96034	0	0.998324	0.881339	3.99368	0.215677	0.849986	5.63456	1.11574	6.31386	0.0651723	0.386768	0.983169	0.0357687	0.0762851	0.0228855	0.00228855	0.001	0.00733363	0.00182959	0.001	0.001	0.0102774	0.00788391	0.000405008	0.00275745	0.00177695	0.00649654	0.00862807	0.0026587	0.013931	0.0026047	0.000105831	0.000501078	0.00935863	0.00272731	0.00711116	0.000178841	0.00133463	0.00595537	0.00729	0.00598472	0.00130528	0.00355987	0.0964401	0.003
38955	0.0513944	4.95475	0	1.02844	0.903757	3.99621	0.224345	0.873565	5.02709	1.15638	6.34398	0.0660242	0.40351	1.0212	0.0363999	0.0783246	0.0234974	0.00234974	0.001	0.00751453	0.00185291	0.001	0.001	0.0102426	0.00778021	0.00041208	0.00280769	0.0018163	0.00656467	0.0087784	0.00270649	0.0142592	0.0025496	0.000104741	0.000486788	0.00959168	0.00263466	0.00709688	0.000193118	0.00133393	0.00595607	0.00729	0.00596587	0.00132413	0.00347542	0.0965246	0.003
39750	0.0537337	4.94877	0	1.06078	0.924281	3.99841	0.231956	0.894945	4.50048	1.19266	6.3691	0.0666955	0.41865	1.05495	0.0369357	0.0802243	0.0240673	0.00240673	0.001	0.0076838	0.00187474	0.001	0.001	0.0102102	0.00768345	0.000418686	0.0028547	0.00185353	0.00662782	0.00891909	0.0027512	0.0145652	0.00249828	0.000103722	0.000473421	0.00980854	0.00254811	0.00708393	0.000206066	0.00133333	0.00595667	0.00729	0.00594996	0.00134004	0.00340164	0.0965984	0.003
40545	0.0561795	4.9424	0	1.09519	0.94297	4.00035	0.238545	0.91433	4.04836	1.22471	6.38972	0.0672042	0.432223	1.08461	0.0373821	0.0819921	0.0245976	0.00245976	0.001	0.00784219	0.00189516	0.001	0.001	0.01018	0.00759316	0.000424857	0.0028987	0.00188876	0.00668635	0.00905076	0.00279302	0.0148505	0.00245044	0.000102768	0.000460917	0.0100104	0.00246726	0.00707241	0.000217586	0.00133281	0.00595719	0.00729	0.00593677	0.00135323	0.00333688	0.0966631	0.003
41340	0.0587366	4.93562	0	1.13136	0.9599	4.00205	0.244182	0.931919	3.66331	1.25279	6.40639	0.067571	0.444313	1.11045	0.0377467	0.0836348	0.0250905	0.00250905	0.001	0.0079904	0.00191428	0.001	0.001	0.0101518	0.00750889	0.000430623	0.00293988	0.00192206	0.00674065	0.00917397	0.00283214	0.0151166	0.00240584	0.000101876	0.000449221	0.0101983	0.00239173	0.00706233	0.000227666	0.00133234	0.00595766	0.00729	0.00592605	0.00136395	0.00327968	0.0967203	0.003
42135	0.06141	4.92842	0	1.16888	0.975163	4.00357	0.248958	0.947903	3.33731	1.27724	6.4196	0.0678178	0.455038	1.13283	0.0380381	0.0851594	0.0255478	0.00255478	0.001	0.00812908	0.00193217	0.001	0.001	0.0101254	0.00743022	0.00043601	0.00297841	0.00195347	0.00679107	0.00928928	0.00286873	0.0153648	0.00236423	0.000101042	0.00043828	0.0103733	0.00232116	0.00705363	0.000236368	0.00133193	0.00595807	0.00729	0.0059175	0.0013725	0.0032288	0.0967712	0.003
42930	0.0642052	4.92078	0	1.20728	0.988869	4.00492	0.252977	0.962458	3.06226	1.29848	6.42987	0.0679663	0.464537	1.15215	0.0382659	0.0865721	0.0259716	0.00259716	0.001	0.00825883	0.0019489	0.001	0.001	0.0101009	0.00735678	0.000441043	0.00301446	0.00198304	0.00683795	0.00939717	0.00290296	0.0155964	0.0023254	0.000100262	0.000428046	0.0105363	0.00225521	0.0070462	0.000243803	0.00133156	0.00595844	0.00729	0.00591083	0.00137917	0.00318321	0.0968168	0.003
43725	0.0671276	4.91269	0	1.24608	1.00114	4.00614	0.256344	0.975745	2.83046	1.31691	6.43765	0.0680366	0.472953	1.16881	0.0384395	0.0878793	0.0263638	0.00263638	0.001	0.00838023	0.00196456	0.001	0.001	0.0100779	0.00728821	0.000445746	0.0030482	0.00201083	0.00688161	0.00949814	0.00293498	0.0158125	0.00228915	9.95E-05	0.000418473	0.0106882	0.00219359	0.00703989	0.000250111	0.00133123	0.00595877	0.00729	0.00590576	0.00138424	0.00314208	0.0968579	0.003
44520	0.070183	4.90413	0	1.28485	1.0121	4.00725	0.259157	0.987908	2.63494	1.33294	6.44336	0.0680464	0.480424	1.18319	0.0385678	0.0890868	0.026726	0.0026726	0.001	0.00849383	0.00197922	0.001	0.001	0.0100564	0.00722416	0.000450142	0.00307978	0.00203689	0.00692231	0.00959262	0.00296493	0.0160142	0.0022553	9.88E-05	0.000409519	0.0108298	0.00213599	0.00703456	0.000255437	0.00133093	0.00595907	0.00729	0.00590202	0.00138798	0.00310474	0.0968952	0.003
45315	0.0733775	4.89508	0	1.32319	1.02188	4.00826	0.261505	0.999069	2.46962	1.34692	6.44738	0.0680106	0.487075	1.19563	0.0386589	0.0902007	0.0270602	0.00270602	0.001	0.00860011	0.00199293	0.001	0.001	0.0100364	0.00716434	0.000454251	0.00310932	0.00206128	0.00696031	0.00968102	0.00299294	0.0162025	0.00222367	9.82E-05	0.000401142	0.0109618	0.00208216	0.00703008	0.000259921	0.00133066	0.00595934	0.00729	0.00589937	0.00139063	0.00307066	0.0969293	0.003
46110	0.0767174	4.88552	0	1.3608	1.03061	4.00918	0.263465	1.00934	2.32932	1.35916	6.45003	0.0679412	0.493016	1.20642	0.0387198	0.0912267	0.027368	0.0027368	0.001	0.00869955	0.00200576	0.001	0.001	0.0100177	0.00710845	0.000458091	0.00313697	0.0020841	0.00699582	0.00976375	0.00301915	0.0163784	0.00219411	9.76E-05	0.000393307	0.011085	0.00203185	0.00702631	0.00026369	0.00133041	0.00595959	0.00729	0.0058976	0.0013924	0.00303942	0.0969606	0.003
46905	0.0802093	4.87544	0	1.39741	1.03839	4.01003	0.265102	1.0188	2.20973	1.36992	6.45158	0.0678478	0.498343	1.21582	0.0387567	0.0921705	0.0276511	0.00276511	0.001	0.00879259	0.00201777	0.001	0.001	0.0100002	0.00705624	0.000461681	0.00316283	0.00210541	0.00702903	0.00984116	0.00304366	0.0165426	0.00216647	9.71E-05	0.000385978	0.0112	0.00198481	0.00702314	0.000266858	0.00133018	0.00595982	0.00729	0.00589653	0.00139347	0.00301069	0.0969893	0.003
47700	0.0838601	4.86481	0	1.43285	1.04534	4.01081	0.266471	1.02755	2.10733	1.37945	6.45226	0.0677379	0.503137	1.22404	0.0387745	0.0930375	0.0279112	0.00279112	0.001	0.00887964	0.002029	0.001	0.001	0.00998388	0.00700745	0.000465037	0.00318704	0.0021253	0.0070601	0.00991359	0.00306659	0.016696	0.00214063	9.65E-05	0.000379122	0.0113072	0.00194084	0.00702048	0.00026952	0.00132996	0.00596004	0.00729	0.00589601	0.00139399	0.00298419	0.0970158	0.003
48495	0.0876771	4.85362	0	1.46698	1.05154	4.01153	0.267617	1.03564	2.0192	1.38791	6.45225	0.0676172	0.507466	1.23124	0.0387775	0.093833	0.0281499	0.00281499	0.001	0.00896109	0.00203951	0.001	0.001	0.00996861	0.00696185	0.000468175	0.00320969	0.00214386	0.00708918	0.00998136	0.00308804	0.0168393	0.00211647	9.60E-05	0.000372709	0.0114074	0.00189973	0.00701824	0.000271756	0.00132977	0.00596023	0.00729	0.00589592	0.00139408	0.0029597	0.0970403	0.003
49290	0.0916678	4.84183	0	1.49971	1.0571	4.0122	0.268577	1.04314	1.94299	1.39546	6.4517	0.0674901	0.511387	1.23759	0.0387689	0.0945622	0.0283687	0.00283687	0.001	0.0090373	0.00204935	0.001	0.001	0.00995434	0.00691924	0.000471109	0.00323088	0.00216117	0.00711641	0.0100448	0.0031081	0.0169732	0.00209386	9.56E-05	0.00036671	0.0115008	0.00186129	0.00701636	0.000273636	0.00132959	0.00596041	0.00729	0.00589617	0.00139383	0.00293704	0.097063	0.003
50085	0.0958402	4.82943	0	1.53101	1.06207	4.01282	0.269382	1.05009	1.87677	1.40223	6.45074	0.0673598	0.51495	1.2432	0.0387515	0.0952299	0.028569	0.0028569	0.001	0.0091086	0.00205855	0.001	0.001	0.00994101	0.00687941	0.000473852	0.00325071	0.00217731	0.00714192	0.0101041	0.00312687	0.0170983	0.00207271	9.52E-05	0.000361099	0.0115882	0.00182535	0.00701478	0.000275216	0.00132942	0.00596058	0.00729	0.00589668	0.00139332	0.00291604	0.097084	0.003
50880	0.100202	4.81639	0	1.56084	1.06654	4.01339	0.270056	1.05655	1.81898	1.40833	6.44947	0.0672288	0.518196	1.24817	0.0387275	0.0958406	0.0287522	0.00287522	0.001	0.0091753	0.00206716	0.001	0.001	0.00992855	0.00684217	0.000476417	0.00326926	0.00219236	0.0071658	0.0101596	0.00314442	0.0172152	0.00205292	9.48E-05	0.00035585	0.0116697	0.00179175	0.00701346	0.000276543	0.00132926	0.00596074	0.00729	0.00589737	0.00139263	0.00289656	0.0971034	0.003
51675	0.104763	4.80268	0	1.58921	1.07055	4.01392	0.270621	1.06255	1.76833	1.41385	6.44797	0.0670989	0.521159	1.25258	0.0386987	0.0963987	0.0289196	0.00289196	0.001	0.00923772	0.00207522	0.001	0.001	0.0099169	0.00680737	0.000478815	0.00328663	0.0022064	0.00718818	0.0102116	0.00316084	0.0173245	0.00203439	9.44E-05	0.00035094	0.0117459	0.00176032	0.00701234	0.000277656	0.00132912	0.00596088	0.00729	0.00589821	0.00139179	0.00287849	0.0971215	0.003
52470	0.109532	4.78827	0	1.61614	1.07416	4.01442	0.271093	1.06813	1.72375	1.41885	6.4463	0.0669713	0.52387	1.25652	0.0386664	0.0969084	0.0290725	0.00290725	0.001	0.00929611	0.00208276	0.001	0.001	0.00990601	0.00677482	0.000481058	0.00330287	0.00221949	0.00720914	0.0102602	0.0031762	0.0174266	0.00201705	9.40E-05	0.000346348	0.0118171	0.00173094	0.00701141	0.000278589	0.00132899	0.00596101	0.00729	0.00589915	0.00139085	0.0028617	0.0971383	0.003
53265	0.114517	4.77314	0	1.64167	1.07741	4.01488	0.271488	1.07333	1.68439	1.4234	6.44452	0.0668471	0.526355	1.26003	0.0386318	0.0973735	0.029212	0.0029212	0.001	0.00935075	0.00208981	0.001	0.001	0.00989583	0.0067444	0.000483155	0.00331807	0.0022317	0.00722877	0.0103057	0.00319057	0.0175221	0.00200082	9.37E-05	0.000342051	0.0118836	0.00170346	0.00701063	0.00027937	0.00132886	0.00596114	0.00729	0.00590016	0.00138984	0.0028461	0.0971539	0.003
54060	0.11973	4.75725	0	1.66582	1.08035	4.0153	0.271816	1.07817	1.6495	1.42756	6.44266	0.0667268	0.528636	1.26318	0.0385957	0.0977974	0.0293392	0.00293392	0.001	0.00940186	0.00209641	0.001	0.001	0.00988631	0.00671595	0.000485116	0.0033323	0.00224308	0.00724716	0.0103483	0.00320401	0.0176114	0.00198563	9.34E-05	0.000338033	0.0119457	0.00167776	0.00700998	0.00028002	0.00132875	0.00596125	0.00729	0.00590121	0.00138879	0.00283159	0.0971684	0.003
54855	0.125179	4.74058	0	1.68865	1.08301	4.0157	0.272089	1.08267	1.61849	1.43136	6.44077	0.0666109	0.530732	1.266	0.0385589	0.0981837	0.0294551	0.00294551	0.001	0.00944969	0.00210259	0.001	0.001	0.00987741	0.00668935	0.00048695	0.0033456	0.0022537	0.00726438	0.0103881	0.00321658	0.0176948	0.0019714	9.31E-05	0.000334274	0.0120038	0.00165373	0.00700944	0.000280561	0.00132864	0.00596136	0.00729	0.00590228	0.00138772	0.0028181	0.0971819	0.003
55650	0.130877	4.72308	0	1.71021	1.08542	4.01607	0.272315	1.08687	1.59084	1.43484	6.43886	0.0664996	0.532662	1.26854	0.0385218	0.0985354	0.0295606	0.00295606	0.001	0.00949443	0.00210836	0.001	0.001	0.00986909	0.00666448	0.000488666	0.00335806	0.00226361	0.00728051	0.0104253	0.00322834	0.0177729	0.00195808	9.28E-05	0.000330758	0.0120581	0.00163125	0.00700899	0.000281009	0.00132854	0.00596146	0.00729	0.00590336	0.00138664	0.00280556	0.0971944	0.003
56445	0.136834	4.70472	0	1.73056	1.0876	4.01641	0.2725	1.09079	1.56612	1.43805	6.43696	0.0663932	0.53444	1.27082	0.0384849	0.0988554	0.0296566	0.00296566	0.001	0.0095363	0.00211377	0.001	0.001	0.00986131	0.00664122	0.00049027	0.00336971	0.00227286	0.00729562	0.0104602	0.00323934	0.0178458	0.00194561	9.26E-05	0.000327468	0.0121089	0.00161023	0.00700862	0.000281376	0.00132845	0.00596155	0.00729	0.00590444	0.00138556	0.00279388	0.0972061	0.003
57240	0.143062	4.68546	0	1.74974	1.08958	4.01673	0.272651	1.09444	1.54397	1.44099	6.43508	0.0662915	0.53608	1.27288	0.0384485	0.0991463	0.0297439	0.00297439	0.001	0.00957547	0.00211883	0.001	0.001	0.00985404	0.00661947	0.000491771	0.00338061	0.00228149	0.00730976	0.0104928	0.00324962	0.017914	0.00193393	9.24E-05	0.000324392	0.0121563	0.00159057	0.00700832	0.000281676	0.00132836	0.00596164	0.00729	0.0059055	0.0013845	0.00278302	0.097217	0.003
58035	0.149574	4.66528	0	1.76781	1.09138	4.01703	0.272773	1.09784	1.52407	1.44371	6.43324	0.0661947	0.537593	1.27474	0.0384129	0.0994106	0.0298232	0.00298232	0.001	0.00961211	0.00212356	0.001	0.001	0.00984724	0.00659913	0.000493174	0.00339081	0.00228955	0.00732301	0.0105234	0.00325925	0.0179778	0.00192299	9.21E-05	0.000321514	0.0122007	0.00157218	0.00700808	0.000281919	0.00132828	0.00596172	0.00729	0.00590654	0.00138346	0.0027729	0.0972271	0.003
58830	0.156382	4.64411	0	1.78482	1.09302	4.01731	0.27287	1.10102	1.50617	1.44622	6.43144	0.0661026	0.538991	1.27642	0.0383782	0.0996506	0.0298952	0.00298952	0.001	0.0096464	0.00212799	0.001	0.001	0.00984088	0.00658011	0.000494486	0.00340036	0.00229707	0.00733542	0.0105519	0.00326825	0.0180375	0.00191275	9.19E-05	0.000318821	0.0122421	0.00155498	0.00700789	0.000282112	0.0013282	0.0059618	0.00729	0.00590755	0.00138245	0.00276348	0.0972365	0.003
59625	0.163499	4.62193	0	1.80084	1.09451	4.01757	0.272947	1.10398	1.49002	1.44855	6.4297	0.0660152	0.540284	1.27794	0.0383446	0.0998684	0.0299605	0.00299605	0.001	0.00967848	0.00213213	0.001	0.001	0.00983493	0.00656232	0.000495714	0.00340929	0.00230409	0.00734703	0.0105787	0.00327667	0.0180933	0.00190315	9.17E-05	0.000316303	0.0122809	0.0015389	0.00700774	0.000282264	0.00132813	0.00596187	0.00729	0.00590853	0.00138147	0.0027547	0.0972453	0.003
60420	0.170941	4.59868	0	1.81591	1.09588	4.01781	0.273005	1.10675	1.47544	1.45069	6.42801	0.0659323	0.541479	1.27931	0.0383122	0.100066	0.0300198	0.00300198	0.001	0.00970849	0.00213601	0.001	0.001	0.00982937	0.00654568	0.000496862	0.00341764	0.00231064	0.0073579	0.0106037	0.00328455	0.0181454	0.00189417	9.16E-05	0.000313947	0.0123172	0.00152385	0.00700762	0.00028238	0.00132807	0.00596193	0.00729	0.00590948	0.00138052	0.00274652	0.0972535	0.003
61215	0.178722	4.57432	0	1.83008	1.09712	4.01803	0.273049	1.10933	1.46225	1.45269	6.42638	0.0658537	0.542586	1.28056	0.038281	0.100245	0.0300735	0.00300735	0.001	0.00973657	0.00213964	0.001	0.001	0.00982416	0.00653011	0.000497936	0.00342546	0.00231677	0.00736808	0.0106271	0.00329191	0.0181942	0.00188575	9.14E-05	0.000311744	0.0123511	0.00150978	0.00700753	0.000282467	0.00132801	0.00596199	0.00729	0.00591039	0.00137961	0.0027389	0.0972611	0.003
62010	0.186856	4.5488	0	1.8434	1.09826	4.01824	0.273079	1.11174	1.45029	1.45454	6.42482	0.0657794	0.54361	1.28169	0.038251	0.100407	0.0301221	0.00301221	0.001	0.00976284	0.00214303	0.001	0.001	0.0098193	0.00651556	0.000498941	0.00343278	0.00232248	0.00737761	0.0106489	0.00329881	0.0182399	0.00187786	9.12E-05	0.000309683	0.0123828	0.00149661	0.00700747	0.000282528	0.00132795	0.00596205	0.00729	0.00591127	0.00137873	0.0027318	0.0972682	0.003
62805	0.195361	4.52207	0	1.85592	1.0993	4.01843	0.273099	1.11399	1.43945	1.45625	6.42332	0.065709	0.544559	1.28272	0.0382224	0.100554	0.0301661	0.00301661	0.001	0.00978742	0.00214621	0.001	0.001	0.00981475	0.00650194	0.000499881	0.00343962	0.00232782	0.00738654	0.0106694	0.00330525	0.0182825	0.00187048	9.11E-05	0.000307755	0.0124125	0.0014843	0.00700743	0.000282568	0.0013279	0.0059621	0.00729	0.00591211	0.00137789	0.00272518	0.0972748	0.003
63600	0.204253	4.49407	0	1.86768	1.10025	4.01862	0.27311	1.11609	1.4296	1.45785	6.42188	0.0656426	0.545438	1.28366	0.038195	0.100687	0.030206	0.0030206	0.001	0.00981041	0.00214918	0.001	0.001	0.0098105	0.0064892	0.000500759	0.00344603	0.00233281	0.00739489	0.0106886	0.00331128	0.0183225	0.00186356	9.10E-05	0.000305951	0.0124402	0.00147278	0.00700741	0.00028259	0.00132785	0.00596215	0.00729	0.00591291	0.00137709	0.00271901	0.097281	0.003
64395	0.21355	4.46475	0	1.87873	1.10113	4.01878	0.273114	1.11805	1.42064	1.45933	6.42051	0.0655798	0.546254	1.28451	0.0381689	0.100806	0.0302419	0.00302419	0.001	0.00983193	0.00215196	0.001	0.001	0.00980652	0.00647729	0.000501581	0.00345202	0.00233748	0.0074027	0.0107065	0.00331692	0.0183598	0.00185708	9.08E-05	0.000304264	0.0124662	0.00146201	0.0070074	0.000282596	0.00132781	0.00596219	0.00729	0.00591367	0.00137633	0.00271326	0.0972867	0.003
65190	0.22327	4.43405	0	1.88911	1.10193	4.01894	0.273111	1.11988	1.41249	1.46071	6.4192	0.0655205	0.54701	1.28528	0.038144	0.100915	0.0302744	0.00302744	0.001	0.00985205	0.00215456	0.001	0.001	0.00980279	0.00646614	0.00050235	0.00345763	0.00234183	0.00741002	0.0107233	0.00332219	0.0183947	0.001851	9.07E-05	0.000302686	0.0124904	0.00145193	0.00700741	0.000282591	0.00132776	0.00596224	0.00729	0.0059144	0.0013756	0.00270789	0.0972921	0.003
65985	0.233432	4.4019	0	1.89885	1.10267	4.01909	0.273103	1.12159	1.40506	1.46199	6.41795	0.0654645	0.547711	1.28599	0.0381204	0.101013	0.0303038	0.00303038	0.001	0.00987089	0.00215699	0.001	0.001	0.00979931	0.00645572	0.00050307	0.00346288	0.0023459	0.00741687	0.010739	0.00332713	0.0184274	0.00184532	9.06E-05	0.00030121	0.0125131	0.0014425	0.00700743	0.000282575	0.00132772	0.00596228	0.00729	0.00591509	0.00137491	0.00270289	0.0972971	0.003
66780	0.244057	4.36825	0	1.908	1.10334	4.01923	0.273091	1.12319	1.39828	1.46319	6.41676	0.0654117	0.548362	1.28663	0.0380979	0.101101	0.0303302	0.00303302	0.001	0.0098885	0.00215927	0.001	0.001	0.00979606	0.00644597	0.000503743	0.00346778	0.0023497	0.00742328	0.0107537	0.00333174	0.018458	0.00183999	9.05E-05	0.000299829	0.0125344	0.00143369	0.00700745	0.00028255	0.00132769	0.00596231	0.00729	0.00591575	0.00137425	0.00269822	0.0973018	0.003
67575	0.255165	4.33303	0	1.91658	1.10396	4.01935	0.273075	1.12468	1.39209	1.4643	6.41564	0.0653619	0.548966	1.28722	0.0380766	0.10118	0.030354	0.0030354	0.001	0.00990499	0.0021614	0.001	0.001	0.00979301	0.00643684	0.000504372	0.00347238	0.00235326	0.00742928	0.0107674	0.00333606	0.0184866	0.00183499	9.04E-05	0.000298537	0.0125543	0.00142544	0.00700748	0.000282519	0.00132765	0.00596235	0.00729	0.00591637	0.00137363	0.00269387	0.0973061	0.003
68370	0.266779	4.29616	0	1.92464	1.10453	4.01947	0.273056	1.12607	1.38644	1.46534	6.41456	0.0653149	0.549527	1.28775	0.0380564	0.101252	0.0303755	0.00303755	0.001	0.00992041	0.00216339	0.001	0.001	0.00979016	0.00642831	0.000504961	0.00347667	0.00235658	0.00743489	0.0107803	0.0033401	0.0185133	0.00183032	9.03E-05	0.000297328	0.0125728	0.00141772	0.00700752	0.000282482	0.00132762	0.00596238	0.00729	0.00591696	0.00137304	0.0026898	0.0973102	0.003
69165	0.278922	4.25756	0	1.9322	1.10506	4.01959	0.273035	1.12738	1.38127	1.46631	6.41355	0.0652707	0.550047	1.28824	0.0380373	0.101316	0.0303948	0.00303948	0.001	0.00993484	0.00216526	0.001	0.001	0.0097875	0.00642032	0.000505511	0.0034807	0.00235968	0.00744015	0.0107923	0.00334387	0.0185383	0.00182593	9.02E-05	0.000296198	0.0125902	0.0014105	0.00700756	0.000282441	0.00132759	0.00596241	0.00729	0.00591752	0.00137248	0.00268601	0.097314	0.003
69960	0.291617	4.21718	0	1.93928	1.10554	4.01969	0.273013	1.12859	1.37654	1.46722	6.41258	0.0652289	0.550531	1.28869	0.0380192	0.101374	0.0304121	0.00304121	0.001	0.00994833	0.002167	0.001	0.001	0.009785	0.00641286	0.000506027	0.00348446	0.00236259	0.00744506	0.0108036	0.0033474	0.0185617	0.00182183	9.01E-05	0.000295141	0.0126065	0.00140375	0.0070076	0.000282396	0.00132756	0.00596244	0.00729	0.00591805	0.00137195	0.00268247	0.0973175	0.003
70755	0.30489	4.17491	0	1.94593	1.10599	4.01979	0.272989	1.12973	1.37222	1.46806	6.41167	0.0651896	0.55098	1.2891	0.0380021	0.101425	0.0304276	0.00304276	0.001	0.00996096	0.00216863	0.001	0.001	0.00978267	0.00640587	0.000506508	0.00348798	0.0023653	0.00744967	0.0108141	0.00335071	0.0185836	0.00181798	9.01E-05	0.000294152	0.0126217	0.00139743	0.00700765	0.000282349	0.00132753	0.00596247	0.00729	0.00591855	0.00137145	0.00267917	0.0973208	0.003
71550	0.318767	4.13068	0	1.95217	1.1064	4.01988	0.272965	1.13079	1.36825	1.46885	6.41081	0.0651526	0.551398	1.28947	0.037986	0.101472	0.0304416	0.00304416	0.001	0.00997278	0.00217016	0.001	0.001	0.00978049	0.00639933	0.000506959	0.00349127	0.00236783	0.00745397	0.010824	0.00335379	0.0186041	0.00181438	9.00E-05	0.000293226	0.012636	0.00139152	0.0070077	0.0002823	0.00132751	0.00596249	0.00729	0.00591902	0.00137098	0.00267609	0.0973239	0.003
72345	0.333275	4.08441	0	1.95802	1.10678	4.01996	0.272939	1.13178	1.36462	1.46958	6.40999	0.0651177	0.551786	1.28981	0.0379707	0.101514	0.0304541	0.00304541	0.001	0.00998383	0.00217159	0.001	0.001	0.00977844	0.00639321	0.000507381	0.00349435	0.0023702	0.007458	0.0108332	0.00335668	0.0186233	0.001811	8.99E-05	0.000292361	0.0126493	0.00138599	0.00700775	0.00028225	0.00132749	0.00596251	0.00729	0.00591947	0.00137053	0.00267321	0.0973268	0.003
73140	0.348444	4.03599	0	1.9635	1.10713	4.02004	0.272914	1.13271	1.36129	1.47027	6.40921	0.0650848	0.552147	1.29012	0.0379564	0.101551	0.0304652	0.00304652	0.001	0.00999417	0.00217292	0.001	0.001	0.00977653	0.00638749	0.000507775	0.00349723	0.00237242	0.00746177	0.0108418	0.00335939	0.0186412	0.00180783	8.99E-05	0.000291551	0.0126618	0.00138082	0.0070078	0.000282199	0.00132747	0.00596253	0.00729	0.00591989	0.00137011	0.00267053	0.0973295	0.003
73935	0.364303	3.98532	0	1.96864	1.10745	4.02011	0.272888	1.13358	1.35824	1.47091	6.40848	0.0650539	0.552482	1.29041	0.0379428	0.101584	0.0304752	0.00304752	0.001	0.0100038	0.00217417	0.001	0.001	0.00977475	0.00638213	0.000508144	0.00349993	0.00237449	0.0074653	0.0108499	0.00336191	0.018658	0.00180487	8.98E-05	0.000290794	0.0126734	0.00137598	0.00700785	0.000282148	0.00132745	0.00596255	0.00729	0.00592029	0.00136971	0.00266802	0.097332	0.003
74730	0.380884	3.93232	0	1.97345	1.10774	4.02018	0.272863	1.13439	1.35544	1.47151	6.40778	0.0650247	0.552794	1.29067	0.03793	0.101614	0.0304841	0.00304841	0.001	0.0100129	0.00217534	0.001	0.001	0.00977307	0.00637712	0.000508489	0.00350245	0.00237643	0.0074686	0.0108574	0.00336427	0.0186737	0.00180209	8.97E-05	0.000290085	0.0126844	0.00137146	0.0070079	0.000282097	0.00132743	0.00596257	0.00729	0.00592067	0.00136933	0.00266569	0.0973343	0.003
75525	0.39822	3.87688	0	1.97797	1.10802	4.02025	0.272837	1.13515	1.35287	1.47207	6.40713	0.0649973	0.553083	1.29091	0.037918	0.10164	0.030492	0.0030492	0.001	0.0100214	0.00217644	0.001	0.001	0.00977151	0.00637243	0.000508812	0.00350482	0.00237824	0.00747169	0.0108645	0.00336648	0.0186884	0.00179948	8.97E-05	0.000289422	0.0126946	0.00136722	0.00700795	0.000282047	0.00132741	0.00596259	0.00729	0.00592102	0.00136898	0.0026635	0.0973365	0.003
