Time	BM	ACT	GLC	ACoA	AKG	cAMP	FBP	G6P	GLX	ICT	MAL	OAA	PEP	PG3	PYR	AceA	AceB	AceK	Acoa2act	Acs	Akg2mal	CAMPdegr	Cya	Emp	Eno	Fdp	GltA	Icd	Icd_P	Mdh	Me	PckA	Pdh	PfkA	Ppc	PpsA	PykF	Cra	CraFBP	Crp	CrpcAMP	IclR	PdhR	PdhRPYR	EIIA	EIIA_P	EIICB
117660	0.0114502	3.00312	2.97719	0.420175	0.205464	0.202034	6.62817	1.9017	5.27E-09	0.00147261	3.34633	0.046791	0.209905	5.78302	0.868857	0.00714484	0.00214345	0.000214345	0.001	0.0013136	0.00105028	0.001	0.001	0.0114623	0.0114243	0.000159612	0.00108543	0.00431721	0.000216363	0.00362245	0.00106481	0.0026113	0.00462492	0.000144464	0.000980145	0.00124975	0.00589171	0.000294516	0.00699548	0.00594745	0.00134255	0.00729	0.00115753	0.00613247	0.0964906	0.00350934	0.003
118455	0.0132112	3.00371	2.97349	0.419331	0.204723	0.202146	6.61968	1.90237	5.29E-09	0.00146934	3.34928	0.0471134	0.209976	5.77286	0.867537	0.00676992	0.00203098	0.000203098	0.001	0.00127945	0.0010464	0.001	0.001	0.0114702	0.0114443	0.000159019	0.00107646	0.0043086	0.000217113	0.00359583	0.00105504	0.00255783	0.0046292	0.000144429	0.000983082	0.00120771	0.0059062	0.000295241	0.00699476	0.00594684	0.00134316	0.00729	0.00115901	0.00613099	0.0964887	0.00351133	0.003
119250	0.0152431	3.00439	2.96922	0.418589	0.204088	0.202242	6.61252	1.90299	5.30E-09	0.0014664	3.35177	0.0473892	0.210038	5.76435	0.866495	0.00645312	0.00193594	0.000193594	0.001	0.00125065	0.00104315	0.001	0.001	0.0114769	0.0114612	0.00015856	0.00106893	0.00430203	0.000217728	0.00357348	0.00104676	0.00251324	0.00463262	0.00014439	0.000985572	0.0011724	0.00591824	0.000295854	0.00699415	0.00594632	0.00134368	0.00729	0.00116018	0.00612982	0.096487	0.00351302	0.003
120045	0.0175875	3.00517	2.9643	0.417941	0.203545	0.202324	6.60649	1.90355	5.30E-09	0.00146378	3.35388	0.0476248	0.210092	5.7572	0.865671	0.00618543	0.00185563	0.000185563	0.001	0.00122637	0.00104044	0.001	0.001	0.0114826	0.0114755	0.000158206	0.0010626	0.00429708	0.000218235	0.00355472	0.00103973	0.00247607	0.00463537	0.000144347	0.000987683	0.00114275	0.00592826	0.000296373	0.00699363	0.00594587	0.00134413	0.00729	0.00116111	0.00612889	0.0964855	0.00351446	0.003
120840	0.0202924	3.00608	2.95861	0.417376	0.203083	0.202394	6.60139	1.90406	5.31E-09	0.00146145	3.35566	0.0478258	0.210138	5.75122	0.86502	0.00595922	0.00178777	0.000178777	0.001	0.00120591	0.00103818	0.001	0.001	0.0114875	0.0114876	0.000157937	0.00105729	0.00429339	0.000218655	0.00353898	0.00103378	0.00244509	0.00463756	0.000144304	0.000989472	0.00111786	0.00593659	0.000296812	0.00699319	0.00594549	0.00134451	0.00729	0.00116184	0.00612816	0.0964843	0.0035157	0.003
121635	0.0234134	3.00713	2.95204	0.416885	0.20269	0.202454	6.5971	1.90451	5.32E-09	0.0014594	3.35718	0.0479971	0.210179	5.74619	0.864505	0.00576807	0.00173042	0.000173042	0.001	0.00118865	0.00103629	0.001	0.001	0.0114916	0.0114977	0.000157735	0.00105283	0.00429071	0.000219004	0.00352577	0.00102874	0.00241927	0.00463932	0.000144262	0.000990988	0.00109696	0.0059435	0.000297183	0.00699282	0.00594517	0.00134483	0.00729	0.00116242	0.00612758	0.0964832	0.00351676	0.003
122430	0.0270144	3.00835	2.94447	0.416458	0.202357	0.202506	6.59347	1.90493	5.32E-09	0.00145759	3.35847	0.048143	0.210214	5.74197	0.864098	0.00560654	0.00168196	0.000168196	0.001	0.00117411	0.00103471	0.001	0.001	0.0114952	0.0115063	0.000157585	0.00104909	0.00428879	0.000219296	0.00351468	0.00102447	0.00239777	0.00464073	0.00014422	0.000992273	0.00107941	0.00594924	0.000297497	0.0069925	0.00594489	0.00134511	0.00729	0.00116289	0.00612711	0.0964823	0.00351766	0.003
123225	0.0311691	3.00976	2.93573	0.416089	0.202075	0.20255	6.59041	1.90529	5.32E-09	0.001456	3.35956	0.0482672	0.210244	5.73843	0.863776	0.00547003	0.00164101	0.000164101	0.001	0.00116186	0.00103339	0.001	0.001	0.0114982	0.0115136	0.000157477	0.00104595	0.00428748	0.000219542	0.00350539	0.00102084	0.00237986	0.00464187	0.000144181	0.000993362	0.00106468	0.00595401	0.000297762	0.00699224	0.00594465	0.00134535	0.00729	0.00116325	0.00612675	0.0964815	0.00351844	0.003
124020	0.0359629	3.01139	2.92564	0.41577	0.201836	0.202588	6.58783	1.90562	5.32E-09	0.00145461	3.3605	0.0483727	0.210271	5.73546	0.86352	0.00535467	0.0016064	0.00016064	0.001	0.00115153	0.0010323	0.001	0.001	0.0115008	0.0115197	0.000157401	0.00104331	0.00428662	0.00021975	0.00349759	0.00101777	0.00236495	0.00464278	0.000144144	0.000994285	0.00105231	0.00595796	0.000297986	0.00699201	0.00594444	0.00134556	0.00729	0.00116354	0.00612646	0.0964809	0.00351911	0.003
124815	0.041494	3.01328	2.914	0.415495	0.201635	0.20262	6.58565	1.90591	5.33E-09	0.0014534	3.3613	0.0484624	0.210293	5.73297	0.863318	0.00525717	0.00157715	0.000157715	0.001	0.00114282	0.00103138	0.001	0.001	0.0115029	0.0115248	0.00015735	0.0010411	0.00428611	0.000219927	0.00349106	0.00101517	0.00235254	0.00464351	0.000144109	0.000995067	0.00104193	0.00596125	0.000298175	0.00699183	0.00594427	0.00134573	0.00729	0.00116377	0.00612623	0.0964803	0.00351968	0.003
125610	0.0478758	3.01546	2.90057	0.415259	0.201465	0.202648	6.58382	1.90617	5.33E-09	0.00145234	3.36198	0.0485386	0.210313	5.73088	0.863156	0.00517477	0.00155243	0.000155243	0.001	0.00113549	0.00103062	0.001	0.001	0.0115048	0.0115292	0.000157317	0.00103925	0.00428586	0.000220078	0.00348558	0.00101297	0.00234221	0.0046441	0.000144077	0.00099573	0.00103322	0.00596397	0.000298334	0.00699167	0.00594412	0.00134588	0.00729	0.00116395	0.00612605	0.0964798	0.00352018	0.003
126405	0.0552389	3.01797	2.88507	0.415055	0.201322	0.202673	6.58227	1.9064	5.33E-09	0.00145142	3.36257	0.0486034	0.21033	5.72912	0.863027	0.00510513	0.00153154	0.000153154	0.001	0.00112931	0.00102999	0.001	0.001	0.0115064	0.0115329	0.000157299	0.00103769	0.00428581	0.000220208	0.00348099	0.0010111	0.00233362	0.00464457	0.000144048	0.000996292	0.00102591	0.00596622	0.000298469	0.00699153	0.00594399	0.00134601	0.00729	0.0011641	0.0061259	0.0964794	0.0035206	0.003
127200	0.0637346	3.02087	2.86719	0.414881	0.201202	0.202693	6.58096	1.90661	5.33E-09	0.00145063	3.36307	0.0486584	0.210345	5.72765	0.862923	0.00504627	0.00151388	0.000151388	0.001	0.00112411	0.00102946	0.001	0.001	0.0115078	0.011536	0.000157292	0.00103639	0.00428589	0.00022032	0.00347715	0.00100952	0.00232648	0.00464495	0.000144021	0.000996767	0.00101977	0.00596809	0.000298583	0.00699142	0.00594387	0.00134613	0.00729	0.00116422	0.00612578	0.096479	0.00352097	0.003
127995	0.0735369	3.02423	2.84655	0.414732	0.201102	0.202712	6.57986	1.90679	5.33E-09	0.00144994	3.3635	0.048705	0.210358	5.72641	0.862839	0.00499653	0.00149896	0.000149896	0.001	0.00111973	0.00102902	0.001	0.001	0.0115089	0.0115386	0.000157292	0.0010353	0.00428606	0.000220418	0.00347394	0.00100818	0.00232053	0.00464526	0.000143997	0.00099717	0.00101462	0.00596964	0.000298679	0.00699132	0.00594377	0.00134623	0.00729	0.00116431	0.00612569	0.0964787	0.00352129	0.003
128790	0.0848468	3.0281	2.82274	0.414604	0.201017	0.202727	6.57893	1.90694	5.33E-09	0.00144934	3.36388	0.0487446	0.210369	5.72537	0.86277	0.00495448	0.00148634	0.000148634	0.001	0.00111604	0.00102866	0.001	0.001	0.0115099	0.0115408	0.000157298	0.00103438	0.0042863	0.000220505	0.00347124	0.00100704	0.00231559	0.00464551	0.000143975	0.000997511	0.0010103	0.00597091	0.00029876	0.00699124	0.00594369	0.00134631	0.00729	0.00116439	0.00612561	0.0964784	0.00352157	0.003
129585	0.097896	3.03257	2.79526	0.414495	0.200946	0.202741	6.57815	1.90708	5.33E-09	0.00144883	3.3642	0.0487782	0.210378	5.7245	0.862712	0.00491894	0.00147568	0.000147568	0.001	0.00111293	0.00102836	0.001	0.001	0.0115107	0.0115427	0.000157308	0.00103362	0.00428658	0.000220581	0.00346899	0.00100608	0.00231149	0.0046457	0.000143955	0.0009978	0.00100667	0.00597197	0.000298828	0.00699117	0.00594361	0.00134639	0.00729	0.00116445	0.00612555	0.0964782	0.00352181	0.003
130380	0.112952	3.03773	2.76356	0.414403	0.200888	0.202753	6.57749	1.90721	5.33E-09	0.00144838	3.36448	0.0488067	0.210386	5.72378	0.862663	0.0048889	0.00146667	0.000146667	0.001	0.00111032	0.00102811	0.001	0.001	0.0115115	0.0115442	0.00015732	0.00103298	0.00428687	0.000220649	0.00346711	0.00100527	0.00230808	0.00464586	0.000143938	0.000998045	0.00100363	0.00597285	0.000298885	0.00699111	0.00594355	0.00134645	0.00729	0.00116451	0.00612549	0.096478	0.00352203	0.003
131175	0.130324	3.04369	2.72698	0.414325	0.200838	0.202764	6.57693	1.90731	5.33E-09	0.001448	3.36472	0.048831	0.210393	5.72317	0.86262	0.00486351	0.00145905	0.000145905	0.001	0.00110812	0.0010279	0.001	0.001	0.0115121	0.0115455	0.000157334	0.00103244	0.00428718	0.000220711	0.00346554	0.00100458	0.00230525	0.00464599	0.000143922	0.000998251	0.00100107	0.00597357	0.000298933	0.00699107	0.00594349	0.00134651	0.00729	0.00116456	0.00612544	0.0964778	0.00352222	0.003
131970	0.150367	3.05056	2.68478	0.414258	0.200798	0.202774	6.57647	1.90741	5.33E-09	0.00144768	3.36493	0.0488515	0.210399	5.72266	0.86258	0.00484205	0.00145262	0.000145262	0.001	0.00110627	0.00102773	0.001	0.001	0.0115126	0.0115467	0.000157348	0.00103199	0.00428748	0.000220768	0.00346423	0.001004	0.00230289	0.00464609	0.000143908	0.000998425	0.000998929	0.00597417	0.000298974	0.00699103	0.00594343	0.00134657	0.00729	0.0011646	0.0061254	0.0964776	0.0035224	0.003
132765	0.173492	3.0585	2.63608	0.414203	0.200764	0.202784	6.57608	1.90749	5.33E-09	0.0014474	3.36511	0.048869	0.210404	5.72223	0.862542	0.00482391	0.00144717	0.000144717	0.001	0.00110472	0.00102759	0.001	0.001	0.011513	0.0115476	0.000157363	0.00103162	0.00428776	0.000220821	0.00346314	0.00100351	0.00230094	0.00464616	0.000143895	0.000998572	0.000997131	0.00597466	0.000299008	0.00699099	0.00594338	0.00134662	0.00729	0.00116465	0.00612535	0.0964774	0.00352256	0.003
133560	0.200174	3.06765	2.57989	0.414157	0.200737	0.202792	6.57576	1.90756	5.33E-09	0.00144717	3.36528	0.0488839	0.210409	5.72188	0.862504	0.00480858	0.00144257	0.000144257	0.001	0.00110342	0.00102747	0.001	0.001	0.0115134	0.0115484	0.000157377	0.00103131	0.00428803	0.000220872	0.00346223	0.0010031	0.00229932	0.00464622	0.000143884	0.000998696	0.000995622	0.00597507	0.000299036	0.00699096	0.00594334	0.00134666	0.00729	0.00116469	0.00612531	0.0964773	0.00352271	0.003
134355	0.230959	3.07822	2.51506	0.414119	0.200715	0.202801	6.57549	1.90762	5.33E-09	0.00144697	3.36542	0.0488965	0.210413	5.72158	0.862465	0.00479562	0.00143869	0.000143869	0.001	0.00110232	0.00102738	0.001	0.001	0.0115137	0.0115491	0.000157391	0.00103105	0.00428828	0.000220923	0.00346148	0.00100276	0.00229797	0.00464626	0.000143875	0.000998799	0.000994355	0.0059754	0.000299059	0.00699094	0.00594329	0.00134671	0.00729	0.00116474	0.00612526	0.0964771	0.00352286	0.003
135150	0.266478	3.09041	2.44026	0.414088	0.200698	0.202809	6.57527	1.90768	5.33E-09	0.00144681	3.36556	0.0489074	0.210416	5.72134	0.862421	0.00478467	0.0014354	0.00014354	0.001	0.00110141	0.0010273	0.001	0.001	0.011514	0.0115496	0.000157404	0.00103084	0.0042885	0.000220975	0.00346086	0.00100247	0.00229685	0.00464629	0.000143866	0.000998885	0.000993292	0.00597568	0.000299079	0.00699092	0.00594325	0.00134675	0.00729	0.00116478	0.00612522	0.096477	0.00352301	0.003
135945	0.30746	3.10448	2.35395	0.414065	0.200685	0.202818	6.57509	1.90773	5.33E-09	0.00144668	3.36568	0.0489167	0.210419	5.72114	0.862372	0.00477541	0.00143262	0.000143262	0.001	0.00110065	0.00102724	0.001	0.001	0.0115142	0.0115501	0.000157416	0.00103067	0.0042887	0.000221029	0.00346035	0.00100223	0.00229592	0.0046463	0.000143858	0.000998957	0.000992399	0.0059759	0.000299094	0.00699091	0.0059432	0.0013468	0.00729	0.00116484	0.00612516	0.0964768	0.00352316	0.003
136740	0.354743	3.12072	2.25437	0.414047	0.200676	0.202827	6.57494	1.90777	5.33E-09	0.00144657	3.36579	0.0489247	0.210421	5.72098	0.862313	0.00476759	0.00143028	0.000143028	0.001	0.00110002	0.00102719	0.001	0.001	0.0115144	0.0115505	0.000157427	0.00103052	0.00428886	0.000221089	0.00345994	0.00100204	0.00229515	0.0046463	0.000143852	0.000999015	0.000991649	0.00597609	0.000299107	0.00699089	0.00594315	0.00134685	0.00729	0.00116491	0.00612509	0.0964767	0.00352333	0.003
137535	0.409296	3.13945	2.13947	0.414037	0.200671	0.202838	6.57483	1.9078	5.33E-09	0.00144649	3.36591	0.0489318	0.210423	5.72085	0.86224	0.00476098	0.00142829	0.000142829	0.001	0.00109949	0.00102715	0.001	0.001	0.0115146	0.0115508	0.000157437	0.00103041	0.004289	0.000221158	0.00345961	0.00100189	0.00229451	0.00464629	0.000143846	0.000999062	0.000991019	0.00597624	0.000299117	0.00699088	0.00594309	0.00134691	0.00729	0.00116499	0.00612501	0.0964765	0.00352352	0.003
138330	0.472238	3.16107	2.00691	0.414033	0.20067	0.202851	6.57476	1.90784	5.33E-09	0.00144644	3.36603	0.0489381	0.210425	5.72075	0.862147	0.0047554	0.00142662	0.000142662	0.001	0.00109907	0.00102713	0.001	0.001	0.0115147	0.0115511	0.000157446	0.00103032	0.00428909	0.00022124	0.00345935	0.00100177	0.00229397	0.00464626	0.00014384	0.000999098	0.000990487	0.00597636	0.000299123	0.00699088	0.00594302	0.00134698	0.00729	0.0011651	0.0061249	0.0964762	0.00352375	0.003
139125	0.544856	3.186	1.85395	0.414038	0.200673	0.202867	6.57471	1.90786	5.33E-09	0.00144643	3.36616	0.0489439	0.210426	5.72069	0.862024	0.00475069	0.00142521	0.000142521	0.001	0.00109873	0.00102711	0.001	0.001	0.0115149	0.0115513	0.000157454	0.00103025	0.00428914	0.000221344	0.00345916	0.00100168	0.00229352	0.00464622	0.000143836	0.000999123	0.000990039	0.00597646	0.000299127	0.00699087	0.00594293	0.00134707	0.00729	0.00116524	0.00612476	0.096476	0.00352403	0.003
139920	0.628638	3.21477	1.67748	0.414053	0.200683	0.202888	6.57471	1.90789	5.33E-09	0.00144644	3.36632	0.0489495	0.210427	5.72065	0.861854	0.00474672	0.00142402	0.000142402	0.001	0.00109847	0.00102711	0.001	0.001	0.011515	0.0115515	0.000157461	0.00103021	0.00428913	0.000221484	0.00345903	0.00100163	0.00229314	0.00464615	0.000143832	0.000999139	0.00098966	0.00597653	0.000299128	0.00699087	0.00594282	0.00134718	0.00729	0.00116543	0.00612457	0.0964756	0.00352441	0.003
140715	0.725296	3.24795	1.47387	0.414085	0.200701	0.202918	6.57475	1.90791	5.33E-09	0.00144651	3.36653	0.0489555	0.210427	5.72065	0.861604	0.00474338	0.00142301	0.000142301	0.001	0.00109828	0.00102711	0.001	0.001	0.011515	0.0115516	0.000157466	0.00103018	0.00428903	0.000221682	0.00345897	0.00100162	0.00229281	0.00464605	0.000143828	0.000999143	0.000989336	0.00597659	0.000299124	0.00699088	0.00594266	0.00134734	0.00729	0.00116571	0.00612429	0.0964751	0.00352493	0.003
141510	0.836807	3.28623	1.23895	0.414146	0.200734	0.202963	6.57486	1.90793	5.33E-09	0.00144667	3.36683	0.0489627	0.210428	5.7207	0.861208	0.00474058	0.00142217	0.000142217	0.001	0.00109817	0.00102713	0.001	0.001	0.0115151	0.0115517	0.00015747	0.00103018	0.00428879	0.000221992	0.00345899	0.00100165	0.00229252	0.0046459	0.000143825	0.000999133	0.000989057	0.00597663	0.000299114	0.00699089	0.00594241	0.00134759	0.00729	0.00116616	0.00612384	0.0964743	0.00352573	0.003
142305	0.965442	3.33037	0.967911	0.414266	0.200796	0.203042	6.57512	1.90795	5.33E-09	0.00144697	3.36736	0.0489734	0.210426	5.72083	0.860499	0.00473825	0.00142147	0.000142147	0.001	0.00109817	0.00102717	0.001	0.001	0.0115152	0.0115518	0.000157472	0.00103022	0.00428827	0.000222543	0.00345913	0.00100175	0.00229225	0.00464567	0.000143822	0.000999101	0.000988809	0.00597666	0.000299092	0.00699091	0.00594199	0.00134801	0.00729	0.00116697	0.00612303	0.0964729	0.00352712	0.003
143100	1.11381	3.38124	0.655213	0.414553	0.200938	0.203212	6.57572	1.90796	5.33E-09	0.00144769	3.36851	0.0489951	0.210423	5.72117	0.858911	0.00473637	0.00142091	0.000142091	0.001	0.00109833	0.00102725	0.001	0.001	0.0115152	0.0115518	0.00015747	0.00103033	0.004287	0.000223777	0.00345946	0.00100199	0.00229197	0.00464526	0.00014382	0.000999031	0.000988577	0.00597666	0.000299039	0.00699096	0.00594107	0.00134893	0.00729	0.00116878	0.00612122	0.0964699	0.00353012	0.003
143895	1.28483	3.43974	0.294473	0.415736	0.201489	0.203855	6.57803	1.90796	5.33E-09	0.00145046	3.373	0.0490786	0.210403	5.72245	0.852711	0.00473507	0.00142052	0.000142052	0.001	0.00109894	0.00102745	0.001	0.001	0.0115152	0.0115516	0.00015746	0.00103062	0.00428189	0.000228671	0.00346038	0.00100261	0.00229158	0.00464427	0.000143817	0.000998844	0.000988312	0.00597659	0.000298838	0.00699116	0.00593759	0.00135241	0.00729	0.00117591	0.00611409	0.0964585	0.00354147	0.003
144690	1.44027	3.47872	-4.34E-61	0.989287	0.100647	3.49667	0.023298	0.00068479	22.01	0.203448	2.7266	0.00729678	0.0250712	0.0773733	0.00512478	0.00653795	0.00196138	0.000196138	0.001	0.00125569	0.00104801	0.001	0.001	0.0114798	0.0114532	0.000163838	0.00107368	0.00022793	0.00437894	0.00358963	0.00105166	0.00259187	0.00458113	0.000142791	0.000984124	0.00120386	0.00589051	0.00728786	2.14E-06	0.00148566	0.00580434	0.00729	0.0070691	0.000220898	0.00754518	0.0924548	0.003
145485	1.50582	3.44448	-3.49E-71	0.774282	0.17913	3.92319	0.0493119	0.0187062	25.5745	0.248794	3.62521	0.0143032	0.0551968	0.168294	0.00842958	0.013118	0.0039354	0.00039354	0.001	0.00182478	0.00112109	0.001	0.001	0.0113658	0.0111158	0.000186602	0.00123099	0.000490063	0.00446299	0.00406036	0.00120323	0.0036656	0.00438736	0.000139312	0.000938634	0.00197845	0.00559202	0.00728043	9.57E-06	0.00135415	0.00593585	0.00729	0.00693361	0.000356385	0.00574545	0.0942545	0.003
146280	1.57435	3.39554	1.12E-76	0.732874	0.246449	3.93448	0.063801	0.064945	24.2647	0.305912	4.17235	0.020342	0.0766088	0.228872	0.0113582	0.0192725	0.00578176	0.000578176	0.001	0.00235981	0.00118989	0.001	0.001	0.0112596	0.0108003	0.000207892	0.00137916	0.00064428	0.00463253	0.00450378	0.001345	0.00466945	0.00420733	0.000136058	0.000896083	0.00270242	0.00531287	0.00727399	1.60E-05	0.00135098	0.00593902	0.00729	0.00681782	0.000472182	0.00558708	0.0944129	0.003
147075	1.646	3.33164	2.49E-84	0.727931	0.308818	3.93489	0.0731211	0.126169	22.7406	0.355666	4.57149	0.025794	0.0946582	0.276766	0.0140314	0.0250291	0.00750872	0.000750872	0.001	0.00286036	0.00125427	0.001	0.001	0.0111603	0.0105054	0.000227803	0.0015178	0.000777034	0.00480256	0.00491865	0.00147762	0.00560806	0.00404002	0.000133014	0.00085628	0.00337916	0.0050518	0.00726899	2.10E-05	0.00135087	0.00593913	0.00729	0.00671545	0.000574553	0.005586	0.094414	0.003
147870	1.72092	3.25243	-1.06E-97	0.735781	0.367354	3.9354	0.0804588	0.194352	21.1769	0.403471	4.88075	0.0307402	0.111857	0.320413	0.0165019	0.0304133	0.009124	0.0009124	0.001	0.00332859	0.00131448	0.001	0.001	0.0110675	0.0102295	0.000246425	0.00164749	0.000894564	0.0049682	0.00530674	0.00160167	0.00648569	0.00388452	0.000130167	0.000819048	0.00401181	0.00480764	0.00726457	2.54E-05	0.00135073	0.00593927	0.00729	0.00662353	0.000666467	0.0055609	0.0944391	0.003
148665	1.79924	3.15754	7.56E-100	0.748922	0.422472	3.93725	0.0871746	0.265083	19.6395	0.451353	5.12867	0.0352348	0.12916	0.363128	0.0187925	0.0354494	0.0106348	0.00106348	0.001	0.00376661	0.00137082	0.001	0.001	0.0109806	0.00997155	0.000263841	0.00176882	0.00100002	0.00512758	0.00566979	0.00171771	0.00730633	0.00373997	0.000127504	0.00078422	0.00460323	0.00457928	0.00726017	2.98E-05	0.00135021	0.00593979	0.00729	0.00654053	0.000749468	0.00548865	0.0945113	0.003
149460	1.88112	3.04655	7.73E-102	0.764401	0.474396	3.94038	0.0939846	0.335578	18.1543	0.500244	5.33198	0.0393223	0.147004	0.406503	0.0209171	0.0401596	0.0120479	0.00120479	0.001	0.00417639	0.00142352	0.001	0.001	0.0108995	0.00973033	0.000280129	0.00188233	0.00109545	0.00527983	0.00600947	0.00182625	0.00807362	0.00360559	0.000125013	0.000751642	0.00515608	0.0043657	0.00725535	3.46E-05	0.00134933	0.00594067	0.00729	0.00646538	0.000824616	0.00537411	0.0946259	0.003
150255	1.96673	2.91903	8.23E-102	0.780944	0.52329	3.94455	0.101358	0.40389	16.7277	0.550723	5.50151	0.0430406	0.165655	0.451533	0.0228865	0.0445649	0.0133695	0.00133695	0.001	0.00455981	0.00147284	0.001	0.001	0.0108236	0.00950478	0.000295362	0.00198854	0.00118236	0.00542454	0.00632731	0.00192777	0.00879097	0.00348066	0.000122682	0.000721168	0.00567279	0.00416597	0.00724973	4.03E-05	0.00134817	0.00594183	0.00729	0.00639725	0.000892749	0.00522621	0.0947738	0.003
151050	2.05624	2.77451	-1.39E-102	0.798014	0.569294	3.9495	0.109662	0.468562	15.3562	0.603262	5.64466	0.0464216	0.18532	0.498995	0.0247098	0.0486848	0.0146054	0.00146054	0.001	0.00491857	0.00151899	0.001	0.001	0.0107526	0.00929391	0.000309606	0.00208794	0.00126192	0.00556158	0.00662476	0.00202274	0.00946153	0.00336452	0.000120503	0.000692662	0.0061556	0.00397919	0.00724291	4.71E-05	0.00134679	0.00594321	0.00729	0.00633544	0.000954557	0.00505302	0.094947	0.003
151845	2.14981	2.61249	9.79E-104	0.815448	0.612538	3.95502	0.119164	0.528519	14.0341	0.658189	5.76671	0.0494916	0.20614	0.549436	0.0263947	0.0525376	0.0157613	0.00157613	0.001	0.00525428	0.00156218	0.001	0.001	0.0106863	0.00909678	0.000322926	0.00218097	0.00133505	0.00569096	0.00690314	0.00211156	0.0100882	0.00325652	0.000118464	0.000665998	0.0066066	0.00380454	0.00723446	5.55E-05	0.00134526	0.00594474	0.00729	0.00627938	0.00101062	0.00486217	0.0951378	0.003
152640	2.24765	2.43245	-2.42E-104	0.833289	0.653146	3.96084	0.129944	0.583142	12.7595	0.71546	5.87152	0.0522719	0.228102	0.602909	0.0279481	0.0561403	0.0168421	0.00168421	0.001	0.00556846	0.0016026	0.001	0.001	0.0106244	0.00891255	0.000335378	0.00226805	0.00140256	0.00581279	0.00716371	0.00219464	0.0106737	0.00315611	0.000116557	0.000641055	0.00702768	0.00364125	0.00722405	6.60E-05	0.00134365	0.00594635	0.00729	0.00622856	0.00106144	0.00466243	0.0953376	0.003
153435	2.34993	2.23384	1.42E-106	0.851689	0.691233	3.96668	0.141814	0.632359	11.5382	0.774446	5.96198	0.0547796	0.250948	0.658713	0.0293763	0.0595086	0.0178526	0.00178526	0.001	0.00586248	0.00164044	0.001	0.001	0.0105665	0.00874042	0.000347018	0.00234956	0.00146508	0.00592724	0.00740761	0.00227235	0.0112205	0.00306272	0.000114773	0.000617723	0.0074206	0.0034886	0.00721159	7.84E-05	0.00134204	0.00594796	0.00729	0.00618256	0.00110744	0.00446381	0.0955362	0.003
154230	2.45686	2.01608	-2.52E-110	0.870845	0.726905	3.97226	0.154353	0.676567	10.3818	0.833989	6.04029	0.0570289	0.274209	0.715496	0.0306849	0.0626573	0.0187972	0.00187972	0.001	0.00613764	0.00167585	0.001	0.001	0.0105124	0.00857963	0.000357897	0.00242585	0.00152319	0.00603452	0.00763592	0.00234503	0.011731	0.00297587	0.000113104	0.000595897	0.00778703	0.00334593	0.00719729	9.27E-05	0.0013405	0.0059495	0.00729	0.006141	0.001149	0.00427553	0.0957245	0.003
155025	2.56865	1.77857	1.81E-111	0.890976	0.760253	3.97739	0.167059	0.716372	9.30246	0.89275	6.10815	0.0590313	0.29734	0.771704	0.0318787	0.0656001	0.01968	0.001968	0.001	0.00639515	0.001709	0.001	0.001	0.0104619	0.00842949	0.000368063	0.00249727	0.00157737	0.00613486	0.00784961	0.002413	0.0122074	0.00289508	0.000111543	0.000575481	0.00812852	0.00321261	0.00718164	0.000108364	0.00133909	0.00595091	0.00729	0.00610357	0.00118643	0.00410368	0.0958963	0.003
155820	2.68552	1.52069	-1.79E-111	0.912306	0.791349	3.98197	0.179493	0.752361	8.30901	0.949521	6.16687	0.0607961	0.319853	0.82598	0.0329618	0.0683497	0.0205049	0.00205049	0.001	0.00663612	0.00174002	0.001	0.001	0.0104148	0.00828932	0.00037756	0.00256411	0.00162804	0.00622854	0.00804963	0.00247656	0.0126518	0.00281992	0.000110083	0.000556383	0.00844659	0.00308803	0.00716519	0.000124809	0.00133783	0.00595217	0.00729	0.00607001	0.00121999	0.00395074	0.0960493	0.003
156615	2.80769	1.24178	-2.60E-111	0.935034	0.820237	3.986	0.191328	0.785008	7.40608	1.00335	6.21745	0.0623302	0.341369	0.877311	0.0339377	0.0709177	0.0212753	0.00212753	0.001	0.00686161	0.00176904	0.001	0.001	0.0103708	0.00815848	0.000386431	0.00262666	0.00167556	0.00631584	0.00823681	0.00253598	0.0130662	0.00274998	0.000108718	0.000538517	0.00874269	0.00297165	0.00714852	0.000141479	0.00133672	0.00595328	0.00729	0.00604008	0.00124992	0.00381665	0.0961833	0.003
157410	2.93539	0.941199	-1.70E-111	0.959244	0.846902	3.98951	0.202338	0.81469	6.59532	1.05353	6.26051	0.0636373	0.361605	0.924999	0.0348102	0.0733149	0.0219945	0.00219945	0.001	0.00707255	0.0017962	0.001	0.001	0.0103297	0.00803637	0.000394715	0.0026852	0.00172018	0.0063971	0.00841196	0.00259152	0.0134525	0.0026849	0.00010744	0.000521804	0.00901821	0.00286293	0.00713213	0.000157869	0.00133576	0.00595424	0.00729	0.00601358	0.00127642	0.00370016	0.0962998	0.003
