Time	EGF_EC	CAPRI_cyt	RasGTP_pal_cyt	Ca	IP3	CaCAPRI_cyt	RasGTP_depal_cyt	RasGDP_depal_cyt	RasGDP_pal_cyt	Ca_PLCe_cyt	Sos_cyt	Grb2_cyt	PLCe_cyt	buffer_cyt	ca_buffer_cyt	SosGrb2_cyt	RasGRP_cyt	CaRasGRP1_cyt	Ca_ER	PIP_PM	PI_PM	Shc_PM	CaCAPRI_PM_PM	Shc_star_PM	EGFR_PM	PLC_act_PM	PLC_PM	PIP2_PM	Activated_EGFR_PM	DAG_PM	SGS_PM	RasGTP_PM	RasGDP_PM	serca	RactCa	Ract	Rinh	RinhCa	ER_erMembrane	RasGTP_Golgi_GM	RasGDP_Golgi_GM	Ca_RasGRP_GM_GM	DAG_GM_GM	RasGRP_DAG_GM	Ras_CaPLCe_GM	PIP2_GM_GM																										
2016	4.02136	29.9011	4.55619	9.00659	98.3735	0.0894236	8.03554	2.34706	12.8368	0.512738	76.1111	497.511	11.4267	112.02	8.37966	93.7666	15.1835	0.0454543	118930	762.089	33198.9	168.435	0.178042	0.123655	3.06261	0.534297	99.4657	50.0365	1.81769	114775	17.4416	90.4101	254.331	45	0.787863	10.5321	9.96525	1.35475	2	160.245	13.6692	0.000151018	2406.59	302.378	2.04578	250																										
2024	4.02136	29.9009	4.54229	9.01535	98.5239	0.0895095	8.07381	2.34828	12.8448	0.513189	76.1332	497.533	11.4256	112.013	8.38723	93.7972	15.1398	0.0453674	118929	758.365	32949.2	168.521	0.178212	0.123006	3.04442	0.531137	99.4689	50.0848	1.80689	115028	17.3559	90.1306	254.492	45	0.788575	10.5314	9.96409	1.35591	2	161.032	13.6703	0.000150729	2420.58	303.268	2.05765	250																										
2032	4.02136	29.9007	4.52833	9.02419	98.6749	0.0895963	8.112	2.34953	12.8529	0.513645	76.1552	497.555	11.4246	112.005	8.39488	93.8277	15.0963	0.0452812	118927	754.641	32700.6	168.607	0.178383	0.122361	3.02633	0.527994	99.472	50.132	1.79615	115281	17.2705	89.8499	254.655	45	0.789294	10.5307	9.96293	1.35707	2	161.817	13.6716	0.000150443	2434.59	304.154	2.06952	250																										
2040	4.02136	29.9005	4.51432	9.03311	98.8267	0.0896839	8.15012	2.35079	12.861	0.514105	76.1771	497.577	11.4235	111.997	8.40261	93.8581	15.053	0.0451958	118926	750.917	32453.4	168.693	0.178555	0.121718	3.00835	0.52487	99.4751	50.1782	1.78548	115532	17.1855	89.5681	254.818	45	0.790021	10.53	9.96175	1.35825	2	162.601	13.6729	0.000150159	2448.62	305.037	2.08142	250																										
2048	4.02136	29.9004	4.50025	9.04213	98.9792	0.0897724	8.18817	2.35207	12.8692	0.51457	76.1989	497.599	11.4225	111.99	8.41041	93.8884	15.0098	0.0451111	118924	747.194	32207.4	168.778	0.17873	0.121079	2.99047	0.521765	99.4782	50.2233	1.77487	115781	17.1008	89.2853	254.983	45	0.790754	10.5292	9.96056	1.35944	2	163.384	13.6744	0.000149878	2462.67	305.916	2.09334	250																										
2056	4.02136	29.9002	4.48612	9.05124	99.1324	0.0898619	8.22614	2.35336	12.8775	0.515041	76.2206	497.621	11.4214	111.982	8.41829	93.9185	14.9669	0.0450271	118923	743.472	31962.6	168.863	0.178906	0.120442	2.97271	0.518678	99.4813	50.2674	1.76433	116030	17.0164	89.0014	255.149	45	0.791495	10.5285	9.95936	1.36064	2	164.166	13.6759	0.000149599	2476.75	306.791	2.10528	250																										
2064	4.02136	29.9	4.47194	9.06045	99.2863	0.0899522	8.26404	2.35467	12.8858	0.515516	76.2422	497.642	11.4204	111.974	8.42625	93.9485	14.9241	0.0449439	118921	739.751	31719.2	168.948	0.179083	0.119808	2.95504	0.515609	99.4844	50.3103	1.75385	116277	16.9324	88.7164	255.316	45	0.792244	10.5278	9.95815	1.36185	2	164.946	13.6775	0.000149322	2490.86	307.664	2.11725	250																										
2072	4.02136	29.8998	4.45771	9.06976	99.4411	0.0900435	8.30186	2.356	12.8942	0.515996	76.2637	497.664	11.4193	111.966	8.4343	93.9784	14.8814	0.0448613	118920	736.031	31476.9	169.032	0.179263	0.119178	2.93749	0.512558	99.4874	50.3522	1.74343	116523	16.8488	88.4304	255.484	45	0.793001	10.527	9.95693	1.36307	2	165.725	13.6792	0.000149048	2504.99	308.532	2.12923	250																										
2080	4.02136	29.8995	4.44342	9.07916	99.5967	0.0901358	8.33962	2.35734	12.9026	0.516482	76.2852	497.685	11.4182	111.958	8.44243	94.0082	14.8389	0.0447795	118918	732.312	31235.9	169.116	0.179445	0.11855	2.92003	0.509525	99.4905	50.3931	1.73307	116767	16.7655	88.1434	255.654	45	0.793766	10.5262	9.95569	1.36431	2	166.502	13.681	0.000148776	2519.15	309.398	2.14124	250																										
2088	4.02136	29.8993	4.42909	9.08868	99.7532	0.0902291	8.3773	2.3587	12.9111	0.516973	76.3065	497.707	11.4171	111.949	8.45066	94.0378	14.7966	0.0446985	118917	728.593	30996.2	169.2	0.179628	0.117926	2.90268	0.50651	99.4935	50.4328	1.72277	117011	16.6825	87.8555	255.825	45	0.794539	10.5255	9.95444	1.36556	2	167.279	13.6828	0.000148507	2533.34	310.26	2.15328	250																										
2096	4.02136	29.8991	4.4147	9.0983	99.9105	0.0903234	8.41491	2.36007	12.9197	0.517471	76.3278	497.728	11.416	111.941	8.45897	94.0674	14.7544	0.0446181	118915	724.877	30757.7	169.283	0.179814	0.117304	2.88544	0.503513	99.4965	50.4714	1.71253	117253	16.5998	87.5665	255.997	45	0.795321	10.5247	9.95317	1.36683	2	168.054	13.6848	0.00014824	2547.55	311.119	2.16534	250																										
2104	4.02136	29.8989	4.40027	9.10803	100.069	0.0904189	8.45244	2.36146	12.9283	0.517973	76.349	497.749	11.4149	111.933	8.46738	94.0968	14.7124	0.0445385	118914	721.161	30520.5	169.366	0.180001	0.116685	2.86829	0.500534	99.4995	50.509	1.70236	117494	16.5175	87.2767	256.17	45	0.796112	10.5239	9.95189	1.36811	2	168.827	13.6868	0.000147975	2561.8	311.975	2.17743	250																										
2112	4.02136	29.8987	4.38579	9.11787	100.228	0.0905154	8.4899	2.36286	12.937	0.518482	76.3701	497.77	11.4138	111.924	8.47589	94.1261	14.6706	0.0444596	118912	717.447	30284.6	169.448	0.180191	0.11607	2.85125	0.497572	99.5024	50.5454	1.69224	117733	16.4356	86.9859	256.344	45	0.796912	10.5231	9.9506	1.3694	2	169.6	13.6888	0.000147713	2576.08	312.828	2.18954	250																										
2120	4.02136	29.8985	4.37127	9.12784	100.388	0.0906131	8.52729	2.36428	12.9457	0.518998	76.3911	497.791	11.4127	111.915	8.4845	94.1552	14.6288	0.0443815	118910	713.735	30049.8	169.531	0.180383	0.115457	2.83431	0.494627	99.5054	50.5807	1.68219	117972	16.3539	86.6943	256.519	45	0.797721	10.5223	9.94929	1.37071	2	170.371	13.6909	0.000147453	2590.4	313.678	2.20169	250																										
2128	4.02136	29.8983	4.3567	9.13793	100.55	0.090712	8.56461	2.3657	12.9545	0.519519	76.412	497.812	11.4116	111.907	8.49321	94.1843	14.5872	0.0443041	118909	710.025	29816.4	169.613	0.180577	0.114847	2.81747	0.4917	99.5083	50.6148	1.67219	118209	16.2727	86.4017	256.695	45	0.798541	10.5215	9.94797	1.37203	2	171.141	13.6931	0.000147196	2604.75	314.525	2.21386	250																										
2136	4.02136	29.8981	4.34209	9.14814	100.712	0.0908121	8.60186	2.36714	12.9634	0.520048	76.4329	497.833	11.4105	111.898	8.50204	94.2132	14.5458	0.0442274	118907	706.316	29584.1	169.694	0.180774	0.11424	2.80073	0.48879	99.5112	50.6479	1.66226	118445	16.1917	86.1083	256.872	45	0.79937	10.5206	9.94663	1.37337	2	171.909	13.6954	0.000146941	2619.14	315.37	2.22607	250																										
2144	4.02136	29.8978	4.32743	9.15849	100.876	0.0909135	8.63904	2.3686	12.9723	0.520583	76.4536	497.854	11.4093	111.889	8.51097	94.242	14.5045	0.0441514	118905	702.609	29353.1	169.775	0.180973	0.113636	2.78409	0.485897	99.5141	50.6798	1.65238	118680	16.1111	85.8141	257.05	45	0.80021	10.5198	9.94527	1.37473	2	172.676	13.6977	0.000146689	2633.56	316.212	2.23831	250																										
2152	4.02136	29.8976	4.31273	9.16897	101.04	0.0910162	8.67614	2.37006	12.9812	0.521125	76.4743	497.874	11.4082	111.88	8.52002	94.2707	14.4632	0.0440762	118904	698.904	29123.4	169.856	0.181174	0.113034	2.76755	0.483022	99.517	50.7105	1.64256	118913	16.0308	85.5191	257.23	45	0.801061	10.5189	9.94389	1.37611	2	173.442	13.7	0.000146439	2648.03	317.051	2.25058	250																										
2160	4.02136	29.8974	4.29799	9.17958	101.206	0.0911202	8.71317	2.37154	12.9902	0.521675	76.4949	497.895	11.407	111.871	8.52919	94.2993	14.4222	0.0440017	118902	695.202	28894.9	169.937	0.181378	0.112436	2.7511	0.480163	99.5198	50.7401	1.63281	119145	15.9509	85.2232	257.41	45	0.801923	10.5181	9.9425	1.3775	2	174.207	13.7024	0.000146191	2662.53	317.888	2.26289	250																										
2168	4.02136	29.8971	4.28321	9.19035	101.373	0.0912256	8.75014	2.37303	12.9992	0.522232	76.5153	497.915	11.4059	111.862	8.53848	94.3277	14.3812	0.043928	118900	691.501	28667.6	170.017	0.181585	0.111841	2.73476	0.477321	99.5227	50.7686	1.6231	119376	15.8712	84.9266	257.591	45	0.802797	10.5172	9.94109	1.37891	2	174.97	13.7049	0.000145946	2677.08	318.723	2.27524	250																										
2176	4.02136	29.8969	4.26839	9.20126	101.542	0.0913325	8.78703	2.37453	13.0083	0.522798	76.5358	497.936	11.4047	111.852	8.54789	94.3561	14.3403	0.0438551	118898	687.804	28441.6	170.097	0.181795	0.111248	2.71851	0.474496	99.5255	50.7958	1.61346	119606	15.792	84.6292	257.773	45	0.803682	10.5163	9.93966	1.38034	2	175.732	13.7074	0.000145704	2691.68	319.555	2.28763	250																										
2184	4.02136	29.8967	4.25353	9.21233	101.712	0.0914409	8.82385	2.37604	13.0175	0.523371	76.5561	497.956	11.4035	111.843	8.55744	94.3843	14.2996	0.0437828	118897	684.108	28216.8	170.176	0.182007	0.110658	2.70236	0.471687	99.5283	50.822	1.60387	119834	15.713	84.331	257.956	45	0.80458	10.5154	9.93821	1.38179	2	176.493	13.7099	0.000145464	2706.32	320.385	2.30005	250																										
2192	4.02136	29.8964	4.23864	9.22356	101.883	0.0915508	8.8606	2.37757	13.0266	0.523953	76.5763	497.976	11.4023	111.833	8.56713	94.4124	14.2589	0.0437114	118895	680.415	27993.3	170.256	0.182222	0.110071	2.6863	0.468895	99.5311	50.8469	1.59434	120061	15.6344	84.0321	258.14	45	0.805491	10.5145	9.93675	1.38325	2	177.252	13.7124	0.000145227	2721.01	321.213	2.31252	250																										
2200	4.02136	29.8962	4.22371	9.23495	102.056	0.0916623	8.89727	2.3791	13.0359	0.524543	76.5964	497.996	11.4011	111.823	8.57696	94.4404	14.2183	0.0436407	118893	676.725	27771	170.334	0.182441	0.109487	2.67034	0.46612	99.5339	50.8707	1.58487	120287	15.5561	83.7325	258.325	45	0.806415	10.5136	9.93525	1.38475	2	178.011	13.715	0.000144992	2735.75	322.04	2.32503	250																										
2208	4.02136	29.8959	4.20874	9.24652	102.23	0.0917755	8.93388	2.38064	13.0451	0.525143	76.6165	498.017	11.3999	111.813	8.58693	94.4682	14.1779	0.0435708	118891	673.038	27549.9	170.413	0.182662	0.108906	2.65447	0.463361	99.5366	50.8933	1.57546	120512	15.4782	83.4321	258.511	45	0.807353	10.5126	9.93374	1.38626	2	178.768	13.7177	0.000144759	2750.54	322.864	2.33759	250																										
2216	4.02136	29.8957	4.19373	9.25826	102.406	0.0918904	8.97042	2.38219	13.0545	0.525752	76.6365	498.036	11.3987	111.803	8.59706	94.496	14.1375	0.0435017	118889	669.354	27330.1	170.491	0.182887	0.108327	2.6387	0.460618	99.5394	50.9147	1.56609	120736	15.4005	83.1311	258.697	45	0.808305	10.5117	9.93221	1.38779	2	179.523	13.7203	0.00014453	2765.39	323.687	2.3502	250																										
2224	4.02136	29.8954	4.17869	9.27019	102.583	0.0920071	9.00689	2.38376	13.0638	0.52637	76.6564	498.056	11.3974	111.793	8.60734	94.5236	14.0972	0.0434334	118887	665.673	27111.5	170.569	0.183115	0.107751	2.62302	0.457891	99.5421	50.9349	1.55679	120958	15.3232	82.8294	258.885	45	0.809272	10.5107	9.93065	1.38935	2	180.278	13.723	0.000144303	2780.29	324.508	2.36285	250																										
2232	4.02136	29.8952	4.16361	9.28231	102.762	0.0921256	9.04329	2.38533	13.0732	0.526999	76.6762	498.076	11.3962	111.782	8.61779	94.5511	14.0569	0.0433658	118885	661.995	26894.1	170.647	0.183347	0.107178	2.60744	0.455181	99.5448	50.9539	1.54754	121179	15.2463	82.527	259.073	45	0.810255	10.5097	9.92907	1.39093	2	181.031	13.7256	0.000144078	2795.25	325.327	2.37556	250																										
2240	4.02136	29.8949	4.14851	9.29463	102.944	0.0922461	9.07962	2.38691	13.0827	0.527639	76.6959	498.096	11.3949	111.772	8.6284	94.5785	14.0167	0.0432991	118883	658.321	26677.9	170.724	0.183583	0.106608	2.59195	0.452486	99.5475	50.9717	1.53834	121399	15.1696	82.2239	259.262	45	0.811253	10.5087	9.92746	1.39254	2	181.783	13.7283	0.000143856	2810.28	326.146	2.38832	250																										
2248	4.02136	29.8946	4.13336	9.30716	103.126	0.0923686	9.11588	2.3885	13.0922	0.528289	76.7155	498.116	11.3936	111.761	8.6392	94.6058	13.9766	0.0432332	118881	654.65	26463	170.801	0.183822	0.106041	2.57655	0.449807	99.5502	50.9883	1.5292	121617	15.0933	81.9202	259.453	45	0.812268	10.5077	9.92583	1.39417	2	182.533	13.731	0.000143637	2825.38	326.963	2.40114	250																										
2256	4.02136	29.8944	4.11819	9.3199	103.311	0.0924932	9.15208	2.39009	13.1017	0.52895	76.7351	498.135	11.3923	111.75	8.65017	94.6329	13.9366	0.0431681	118879	650.982	26249.3	170.877	0.184065	0.105476	2.56124	0.447145	99.5529	51.0037	1.52012	121835	15.0173	81.6159	259.643	45	0.8133	10.5067	9.92416	1.39584	2	183.283	13.7337	0.000143421	2840.54	327.779	2.41402	250																										
2264	4.02136	29.8941	4.10298	9.33287	103.498	0.0926199	9.1882	2.3917	13.1113	0.529624	76.7546	498.155	11.391	111.739	8.66134	94.66	13.8965	0.0431039	118877	647.318	26036.8	170.953	0.184313	0.104914	2.54602	0.444497	99.5555	51.0178	1.51109	122051	14.9416	81.3109	259.835	45	0.814351	10.5056	9.92247	1.39753	2	184.031	13.7365	0.000143208	2855.77	328.594	2.42696	250																										
2272	4.02136	29.8938	4.08774	9.34608	103.687	0.0927489	9.22426	2.39331	13.1209	0.53031	76.774	498.174	11.3897	111.727	8.67271	94.6869	13.8565	0.0430405	118875	643.658	25825.5	171.029	0.184564	0.104355	2.53089	0.441866	99.5581	51.0307	1.50211	122266	14.8663	81.0053	260.027	45	0.81542	10.5046	9.92075	1.39925	2	184.778	13.7392	0.000142997	2871.08	329.408	2.43997	250																										
2280	4.02136	29.8935	4.07248	9.35953	103.879	0.0928803	9.26024	2.39493	13.1306	0.531009	76.7933	498.193	11.3883	111.716	8.68429	94.7137	13.8166	0.0429779	118873	640.002	25615.5	171.105	0.184821	0.103798	2.51586	0.43925	99.5608	51.0425	1.49318	122479	14.7913	80.6992	260.221	45	0.816509	10.5035	9.919	1.401	2	185.523	13.7419	0.000142789	2886.47	330.222	2.45304	250																										
2288	4.02136	29.8932	4.05717	9.37323	104.072	0.0930142	9.29616	2.39656	13.1403	0.531721	76.8125	498.212	11.387	111.704	8.69609	94.7404	13.7767	0.0429162	118871	636.35	25406.6	171.18	0.185081	0.103244	2.50091	0.436649	99.5634	51.0529	1.48431	122692	14.7166	80.3924	260.415	45	0.817618	10.5024	9.91722	1.40278	2	186.268	13.7446	0.000142584	2901.94	331.035	2.46619	250																										
2296	4.02136	29.8929	4.04184	9.3872	104.268	0.0931506	9.33201	2.3982	13.15	0.532447	76.8316	498.232	11.3856	111.692	8.70811	94.767	13.7367	0.0428555	118868	632.703	25199	171.255	0.185347	0.102693	2.48605	0.434064	99.5659	51.0622	1.47549	122903	14.6422	80.085	260.609	45	0.818749	10.5013	9.91541	1.40459	2	187.011	13.7473	0.000142382	2917.5	331.848	2.47941	250																										
2304	4.02136	29.8926	4.02648	9.40145	104.467	0.0932896	9.3678	2.39984	13.1598	0.533188	76.8507	498.251	11.3842	111.68	8.72037	94.7935	13.6968	0.0427956	118866	629.059	24992.6	171.33	0.185618	0.102145	2.47128	0.431494	99.5685	51.0702	1.46673	123113	14.5681	79.777	260.805	45	0.819901	10.5001	9.91355	1.40645	2	187.753	13.7499	0.000142183	2933.14	332.661	2.49271	250																										
2312	4.02136	29.8923	4.01109	9.416	104.668	0.0934315	9.40352	2.40148	13.1696	0.533944	76.8696	498.27	11.3828	111.667	8.73288	94.8199	13.6569	0.0427366	118864	625.42	24787.4	171.404	0.185894	0.101599	2.45659	0.428939	99.5711	51.0769	1.45801	123322	14.4944	79.4684	261.001	45	0.821078	10.4989	9.91167	1.40833	2	188.494	13.7526	0.000141987	2948.89	333.474	2.50609	250																										
2320	4.02136	29.892	3.99567	9.43084	104.872	0.0935764	9.43917	2.40314	13.1794	0.534716	76.8885	498.289	11.3814	111.654	8.74564	94.8461	13.617	0.0426786	118861	621.786	24583.4	171.478	0.186175	0.101056	2.442	0.426399	99.5736	51.0824	1.44935	123530	14.421	79.1592	261.198	45	0.822278	10.4977	9.90974	1.41026	2	189.233	13.7552	0.000141794	2964.73	334.287	2.51956	250																										
2328	4.02136	29.8916	3.98023	9.44601	105.079	0.0937243	9.47475	2.4048	13.1893	0.535505	76.9073	498.307	11.3799	111.641	8.75868	94.8722	13.577	0.0426216	118859	618.156	24380.6	171.552	0.186463	0.100515	2.42749	0.423874	99.5761	51.0867	1.44074	123736	14.3479	78.8495	261.396	45	0.823504	10.4965	9.90777	1.41223	2	189.972	13.7578	0.000141605	2980.68	335.101	2.53312	250																										
2336	4.02136	29.8913	3.96475	9.46151	105.289	0.0938754	9.51027	2.40646	13.1993	0.536311	76.9261	498.326	11.3784	111.628	8.772	94.8983	13.537	0.0425656	118856	614.531	24179.1	171.625	0.186756	0.0999777	2.41307	0.421365	99.5786	51.0897	1.43218	123941	14.2751	78.5392	261.595	45	0.824757	10.4952	9.90576	1.41424	2	190.709	13.7603	0.000141418	2996.73	335.915	2.54678	250																										
2344	4.02136	29.891	3.94924	9.47736	105.503	0.0940298	9.54572	2.40814	13.2092	0.537136	76.9447	498.345	11.3769	111.614	8.78562	94.9242	13.497	0.0425105	118854	610.91	23978.7	171.698	0.187056	0.0994425	2.39873	0.418869	99.5811	51.0915	1.42367	124145	14.2026	78.2283	261.794	45	0.826038	10.494	9.90371	1.41629	2	191.445	13.7628	0.000141236	3012.91	336.73	2.56053	250																										
2352	4.02136	29.8906	3.93371	9.49358	105.719	0.0941879	9.58111	2.40981	13.2192	0.537981	76.9633	498.363	11.3754	111.6	8.79956	94.95	13.4569	0.0424565	118851	607.295	23779.5	171.771	0.187363	0.0989099	2.38448	0.416389	99.5836	51.0919	1.41521	124348	14.1304	77.9169	261.994	45	0.827348	10.4927	9.90161	1.41839	2	192.18	13.7653	0.000141056	3029.2	337.547	2.5744	250																										
2360	4.02136	29.8903	3.91814	9.51019	105.939	0.0943496	9.61643	2.41149	13.2293	0.538845	76.9818	498.382	11.3739	111.586	8.81382	94.9757	13.4167	0.0424036	118848	603.685	23581.5	171.843	0.187676	0.0983799	2.37031	0.413923	99.5861	51.0912	1.4068	124550	14.0586	77.6049	262.195	45	0.82869	10.4913	9.89946	1.42054	2	192.914	13.7677	0.00014088	3045.63	338.365	2.58837	250																										
2368	4.02136	29.8899	3.90255	9.5272	106.163	0.0945153	9.65168	2.41318	13.2393	0.539731	77.0002	498.4	11.3723	111.572	8.82843	95.0012	13.3765	0.0423518	118846	600.081	23384.8	171.915	0.187997	0.0978525	2.35623	0.411472	99.5885	51.0891	1.39844	124750	13.9871	77.2923	262.397	45	0.830064	10.4899	9.89726	1.42274	2	193.646	13.7701	0.000140708	3062.19	339.184	2.60247	250																										
2376	4.02136	29.8895	3.88693	9.54465	106.391	0.0946851	9.68688	2.41487	13.2495	0.54064	77.0185	498.418	11.3707	111.557	8.8434	95.0267	13.3361	0.0423011	118843	596.481	23189.2	171.987	0.188325	0.0973277	2.34223	0.409036	99.591	51.0858	1.39013	124949	13.9158	76.9791	262.599	45	0.831472	10.4885	9.89501	1.42499	2	194.377	13.7724	0.000140539	3078.89	340.006	2.61669	250																										
2384	4.02136	29.8892	3.87127	9.56255	106.623	0.0948592	9.722	2.41656	13.2596	0.541572	77.0367	498.437	11.369	111.541	8.85877	95.052	13.2956	0.0422515	118840	592.888	22994.8	172.058	0.188662	0.0968055	2.32831	0.406613	99.5934	51.0812	1.38187	125147	13.8449	76.6653	262.802	45	0.832917	10.4871	9.8927	1.4273	2	195.108	13.7746	0.000140375	3095.75	340.829	2.63104	250																										
2392	4.02136	29.8888	3.85559	9.58093	106.859	0.0950379	9.75707	2.41826	13.2698	0.54253	77.0549	498.455	11.3674	111.525	8.87453	95.0773	13.2551	0.0422032	118837	589.3	22801.6	172.129	0.189007	0.0962859	2.31448	0.404205	99.5958	51.0753	1.37366	125344	13.7743	76.351	263.006	45	0.8344	10.4856	9.89033	1.42967	2	195.837	13.7768	0.000140214	3112.77	341.656	2.64554	250																										
2400	4.02136	29.8884	3.83988	9.59982	107.1	0.0952215	9.79206	2.41996	13.28	0.543514	77.073	498.473	11.3657	111.509	8.89073	95.1024	13.2143	0.0421561	118834	585.717	22609.5	172.2	0.189362	0.0957688	2.30072	0.401811	99.5982	51.0682	1.3655	125540	13.704	76.036	263.21	45	0.835923	10.4841	9.8879	1.4321	2	196.565	13.7788	0.000140058	3129.96	342.485	2.66018	250																										
2408	4.02136	29.888	3.82414	9.61925	107.346	0.0954103	9.827	2.42166	13.2903	0.544526	77.091	498.491	11.3639	111.493	8.90739	95.1274	13.1734	0.0421104	118831	582.141	22418.7	172.271	0.189726	0.0952543	2.28705	0.399432	99.6006	51.0598	1.35739	125734	13.6341	75.7205	263.416	45	0.83749	10.4825	9.8854	1.4346	2	197.292	13.7808	0.000139905	3147.33	343.318	2.67498	250																										
2416	4.02136	29.8875	3.80837	9.63924	107.597	0.0956045	9.86187	2.42337	13.3006	0.545568	77.1089	498.509	11.3621	111.475	8.92453	95.1523	13.1323	0.042066	118828	578.571	22229	172.341	0.1901	0.0947423	2.27347	0.397066	99.6029	51.05	1.34932	125927	13.5644	75.4043	263.622	45	0.839102	10.4809	9.88283	1.43717	2	198.017	13.7827	0.000139758	3164.89	344.154	2.68994	250																										
2424	4.02136	29.8871	3.79257	9.65984	107.853	0.0958045	9.89668	2.42508	13.3109	0.546642	77.1267	498.527	11.3603	111.458	8.94218	95.1771	13.091	0.042023	118824	575.006	22040.5	172.411	0.190484	0.0942328	2.25996	0.394714	99.6053	51.039	1.34131	126119	13.495	75.0875	263.829	45	0.840762	10.4792	9.88018	1.43982	2	198.742	13.7845	0.000139615	3182.65	344.995	2.70509	250																										
2432	4.02136	29.8866	3.77674	9.68109	108.115	0.0960106	9.93143	2.42679	13.3213	0.547749	77.1445	498.545	11.3585	111.44	8.96038	95.2018	13.0495	0.0419814	118821	571.449	21853.2	172.48	0.190881	0.0937258	2.24653	0.392377	99.6076	51.0268	1.33334	126310	13.426	74.7701	264.037	45	0.842473	10.4775	9.87745	1.44255	2	199.466	13.7861	0.000139477	3200.63	345.84	2.72043	250																										
2440	4.02136	29.8862	3.76087	9.70302	108.384	0.0962232	9.96611	2.42851	13.3317	0.548893	77.1622	498.562	11.3566	111.421	8.97916	95.2264	13.0077	0.0419415	118817	567.897	21667.1	172.55	0.191289	0.0932214	2.23318	0.390053	99.6099	51.0132	1.32541	126500	13.3572	74.452	264.245	45	0.84424	10.4758	9.87464	1.44536	2	200.188	13.7877	0.000139344	3218.84	346.69	2.73596	250																										
2448	4.02136	29.8857	3.74497	9.72569	108.659	0.0964429	10.0007	2.43022	13.3422	0.550074	77.1798	498.58	11.3546	111.401	8.99856	95.2509	12.9657	0.0419031	118814	564.352	21482.1	172.619	0.19171	0.0927194	2.21991	0.387742	99.6123	50.9983	1.31754	126689	13.2888	74.1332	264.455	45	0.846064	10.4739	9.87174	1.44826	2	200.91	13.7891	0.000139216	3237.3	347.546	2.75172	250																										
2456	4.02136	29.8852	3.72904	9.74914	108.941	0.0966701	10.0353	2.43194	13.3527	0.551297	77.1973	498.597	11.3526	111.381	9.01863	95.2752	12.9233	0.0418665	118810	560.814	21298.4	172.687	0.192145	0.0922199	2.20672	0.385446	99.6146	50.9822	1.30971	126876	13.2206	73.8138	264.665	45	0.847952	10.472	9.86874	1.45126	2	201.63	13.7903	0.000139094	3256.03	348.408	2.76771	250																										
2464	4.02136	29.8847	3.71307	9.77344	109.23	0.0969052	10.0698	2.43366	13.3632	0.552564	77.2148	498.615	11.3505	111.361	9.0394	95.2995	12.8806	0.0418316	118806	557.282	21115.7	172.755	0.192595	0.0917229	2.19361	0.383163	99.6168	50.9647	1.30193	127062	13.1528	73.4936	264.876	45	0.849906	10.4701	9.86564	1.45436	2	202.349	13.7914	0.000138978	3275.04	349.277	2.78394	250																										
2472	4.02136	29.8842	3.69707	9.79864	109.527	0.0971489	10.1042	2.43538	13.3738	0.553877	77.2321	498.632	11.3484	111.339	9.06095	95.3237	12.8375	0.0417987	118802	553.757	20934.3	172.824	0.19306	0.0912284	2.18058	0.380893	99.6191	50.946	1.29419	127247	13.0852	73.1726	265.088	45	0.851932	10.4681	9.86242	1.45758	2	203.068	13.7923	0.000138869	3294.35	350.154	2.80045	250																										
2480	4.02136	29.8836	3.68103	9.82481	109.833	0.0974019	10.1386	2.4371	13.3844	0.555242	77.2494	498.649	11.3462	111.317	9.08331	95.3477	12.794	0.0417677	118798	550.24	20754	172.891	0.193543	0.0907363	2.16762	0.378637	99.6214	50.9259	1.2865	127431	13.018	72.8509	265.301	45	0.854036	10.466	9.85908	1.46092	2	203.785	13.7931	0.000138766	3313.99	351.04	2.81724	250																										
2488	4.02136	29.883	3.66495	9.85203	110.149	0.0976648	10.1729	2.43882	13.3951	0.556661	77.2667	498.667	11.3439	111.293	9.10657	95.3716	12.75	0.041739	118794	546.729	20574.8	172.959	0.194043	0.0902467	2.15474	0.376394	99.6236	50.9046	1.27886	127614	12.9511	72.5283	265.515	45	0.856224	10.4638	9.85562	1.46438	2	204.502	13.7936	0.00013867	3333.98	351.934	2.83434	250																										
2496	4.02136	29.8825	3.64882	9.88039	110.474	0.0979385	10.2072	2.44054	13.4058	0.558139	77.2838	498.684	11.3416	111.269	9.13078	95.3955	12.7055	0.0417125	118789	543.226	20396.8	173.026	0.194563	0.0897595	2.14194	0.374165	99.6258	50.882	1.27126	127795	12.8844	72.2049	265.73	45	0.858501	10.4615	9.85201	1.46799	2	205.217	13.7939	0.000138582	3354.36	352.839	2.85178	250																										
2504	4.02136	29.8818	3.63266	9.90998	110.81	0.0982238	10.2414	2.44226	13.4166	0.559682	77.3009	498.701	11.3392	111.244	9.15604	95.4192	12.6605	0.0416885	118784	539.73	20220	173.093	0.195105	0.0892747	2.12922	0.371948	99.6281	50.858	1.26371	127975	12.8181	71.8806	265.946	45	0.860877	10.4591	9.84826	1.47174	2	205.932	13.794	0.000138502	3375.15	353.756	2.86958	250																										
