Time	ERKPP	AktPIPP	Akt	AktPIP3	AktPIP	ERK	ERKP	GS	HRG	MEK	MEKP	MEKPP	PI3K	PI3Kstar	PIP3	R	RP	RHRG	RHRG2	RPI3K	RPI3Kstar	RShGS	RShP	RShc	Raf	Rafstar	RasGDP	RasGTP	ShGS	ShP	Shc	P_I	internalization	E	MKP3	PP2A
693	182.493	1.02141	7.77306	0.563615	0.641907	318.391	499.117	9.98709	250.021	36.331	83.4907	0.178294	5.73327	3.90051	0.0334654	0.0205725	5.82173	8.11627	6.57969	0.28237	0.083851	0.0126289	0.0115264	0.00345583	99.9975	0.00251484	120	1.23E-05	0.000281742	999.946	0.0256616	797.74	23.1363	7	2.4	11.4
696	179.848	1.01858	7.77833	0.562634	0.640457	321.499	498.653	9.98714	250.021	36.5206	83.3017	0.177797	5.74364	3.89112	0.0333846	0.0205336	5.79724	8.10095	6.55486	0.28169	0.0835515	0.0125757	0.0114778	0.0034437	99.9975	0.00251571	120	1.23E-05	0.00028174	999.946	0.025749	797.745	23.1944	7	2.4	11.4
699	177.225	1.01574	7.7836	0.561654	0.639007	324.625	498.15	9.9872	250.02	36.7097	83.113	0.177303	5.75399	3.88174	0.0333038	0.0204949	5.77287	8.08566	6.53013	0.28101	0.0832532	0.0125228	0.0114295	0.00343162	99.9975	0.00251659	120	1.23E-05	0.000281738	999.946	0.0258368	797.75	23.2523	7	2.4	11.4
702	174.624	1.01292	7.78885	0.560672	0.63756	327.768	497.608	9.98725	250.02	36.8984	82.9248	0.176811	5.76434	3.87238	0.0332232	0.0204562	5.74862	8.07041	6.50551	0.280332	0.0829561	0.0124701	0.0113815	0.00341961	99.9975	0.00251746	120	1.23E-05	0.000281736	999.947	0.0259248	797.756	23.3099	7	2.4	11.4
705	172.044	1.01009	7.7941	0.55969	0.636113	330.929	497.027	9.9873	250.02	37.0868	82.7369	0.176323	5.77466	3.86302	0.0331427	0.0204177	5.72449	8.05519	6.48098	0.279655	0.0826602	0.0124177	0.0113337	0.00340765	99.9975	0.00251833	120	1.23E-05	0.000281733	999.947	0.0260131	797.761	23.3672	7	2.4	11.4
708	169.486	1.00727	7.79935	0.558708	0.634667	334.107	496.407	9.98735	250.02	37.2748	82.5494	0.175837	5.78497	3.85369	0.0330623	0.0203792	5.70048	8.04	6.45656	0.278978	0.0823656	0.0123656	0.0112861	0.00339576	99.9975	0.00251921	120	1.23E-05	0.000281731	999.947	0.0261017	797.766	23.4244	7	2.4	11.4
711	166.95	1.00446	7.80459	0.557726	0.633223	337.303	495.748	9.9874	250.02	37.4623	82.3623	0.175354	5.79527	3.84436	0.032982	0.0203408	5.6766	8.02485	6.43224	0.278303	0.0820721	0.0123137	0.0112388	0.00338392	99.9975	0.00252008	120	1.23E-05	0.000281729	999.947	0.0261907	797.772	23.4813	7	2.4	11.4
714	164.435	1.00165	7.80982	0.556743	0.63178	340.515	495.05	9.98746	250.02	37.6496	82.1756	0.174873	5.80555	3.83505	0.0329018	0.0203024	5.65283	8.00973	6.40802	0.277628	0.0817799	0.0122621	0.0111917	0.00337215	99.9975	0.00252095	120	1.23E-05	0.000281727	999.947	0.0262799	797.777	23.5379	7	2.4	11.4
717	161.942	0.998849	7.81505	0.55576	0.630338	343.744	494.314	9.98751	250.02	37.8364	81.9892	0.174395	5.81581	3.82575	0.0328217	0.0202642	5.62917	7.99465	6.38389	0.276955	0.0814888	0.0122107	0.0111448	0.00336043	99.9975	0.00252182	120	1.23E-05	0.000281725	999.947	0.0263695	797.782	23.5943	7	2.4	11.4
720	159.47	0.996051	7.82027	0.554777	0.628897	346.991	493.539	9.98756	250.02	38.0228	81.8032	0.173918	5.82606	3.81646	0.0327418	0.0202261	5.60564	7.9796	6.35987	0.276282	0.081199	0.0121596	0.0110982	0.00334877	99.9975	0.0025227	120	1.23E-05	0.000281723	999.947	0.0264593	797.788	23.6505	7	2.4	11.4
723	157.02	0.993258	7.82549	0.553793	0.627458	350.254	492.726	9.98761	250.02	38.2089	81.6177	0.173444	5.83629	3.80719	0.032662	0.020188	5.58222	7.96459	6.33595	0.27561	0.0809103	0.0121087	0.0110518	0.00333717	99.9975	0.00252357	120	1.23E-05	0.000281721	999.947	0.0265495	797.793	23.7064	7	2.4	11.4
726	154.591	0.99047	7.8307	0.552809	0.62602	353.534	491.874	9.98766	250.02	38.3946	81.4324	0.172972	5.84651	3.79792	0.0325822	0.02015	5.55892	7.9496	6.31212	0.27494	0.0806228	0.0120581	0.0110056	0.00332562	99.9975	0.00252444	120	1.23E-05	0.000281719	999.947	0.02664	797.798	23.7621	7	2.4	11.4
729	152.185	0.987687	7.8359	0.551825	0.624583	356.831	490.984	9.98771	250.02	38.5799	81.2476	0.172503	5.85672	3.78868	0.0325026	0.0201121	5.53573	7.93466	6.28839	0.27427	0.0803365	0.0120077	0.0109596	0.00331413	99.9975	0.00252531	120	1.23E-05	0.000281717	999.947	0.0267308	797.803	23.8176	7	2.4	11.4
732	149.799	0.98491	7.8411	0.55084	0.623147	360.145	490.056	9.98776	250.02	38.7648	81.0631	0.172035	5.8669	3.77944	0.0324231	0.0200743	5.51266	7.91974	6.26476	0.273601	0.0800513	0.0119576	0.0109139	0.0033027	99.9975	0.00252618	120	1.23E-05	0.000281715	999.947	0.0268218	797.809	23.8728	7	2.4	11.4
735	147.435	0.982137	7.84629	0.549856	0.621713	363.475	489.09	9.98781	250.02	38.9494	80.879	0.171569	5.87708	3.77022	0.0323437	0.0200366	5.4897	7.90486	6.24123	0.272933	0.0797673	0.0119077	0.0108684	0.00329133	99.9975	0.00252704	120	1.23E-05	0.000281713	999.947	0.0269133	797.814	23.9279	7	2.4	11.4
738	145.093	0.979369	7.85148	0.548871	0.62028	366.821	488.085	9.98786	250.02	39.1336	80.6953	0.171104	5.88724	3.76101	0.0322645	0.019999	5.46685	7.89001	6.21779	0.272267	0.0794844	0.0118581	0.0108232	0.00328001	99.9975	0.00252791	120	1.23E-05	0.000281711	999.947	0.027005	797.819	23.9826	7	2.4	11.4
741	142.773	0.976607	7.85666	0.547885	0.618849	370.184	487.043	9.98791	250.02	39.3174	80.512	0.170642	5.89738	3.75182	0.0321853	0.0199614	5.44411	7.87519	6.19445	0.271601	0.0792027	0.0118087	0.0107781	0.00326875	99.9975	0.00252878	120	1.23E-05	0.000281708	999.947	0.027097	797.824	24.0372	7	2.4	11.4
744	140.473	0.97385	7.86183	0.5469	0.617419	373.564	485.963	9.98796	250.02	39.5008	80.329	0.170181	5.9075	3.74264	0.0321063	0.0199239	5.42149	7.86041	6.17121	0.270936	0.0789221	0.0117596	0.0107333	0.00325754	99.9975	0.00252965	120	1.23E-05	0.000281706	999.947	0.0271893	797.83	24.0915	7	2.4	11.4
747	138.196	0.971098	7.867	0.545914	0.61599	376.959	484.845	9.98801	250.02	39.6838	80.1465	0.169722	5.91761	3.73347	0.0320274	0.0198865	5.39898	7.84566	6.14806	0.270272	0.0786427	0.0117107	0.0106887	0.00324639	99.9975	0.00253051	120	1.23E-05	0.000281704	999.947	0.027282	797.835	24.1456	7	2.4	11.4
750	135.94	0.968351	7.87216	0.544928	0.614562	380.37	483.69	9.98806	250.02	39.8665	79.9642	0.169265	5.92771	3.72432	0.0319486	0.0198492	5.37658	7.83095	6.125	0.269609	0.0783644	0.0116621	0.0106443	0.0032353	99.9975	0.00253138	120	1.23E-05	0.000281702	999.947	0.027375	797.84	24.1995	7	2.4	11.4
753	133.705	0.965609	7.87731	0.543942	0.613136	383.798	482.497	9.9881	250.02	40.0488	79.7824	0.16881	5.93779	3.71518	0.0318699	0.019812	5.35429	7.81626	6.10204	0.268947	0.0780872	0.0116137	0.0106002	0.00322425	99.9975	0.00253224	120	1.23E-05	0.0002817	999.947	0.0274683	797.845	24.2532	7	2.4	11.4
756	131.492	0.962873	7.88246	0.542956	0.611711	387.241	481.267	9.98815	250.02	40.2307	79.601	0.168356	5.94785	3.70605	0.0317914	0.0197749	5.3321	7.80161	6.07918	0.268286	0.0778111	0.0115655	0.0105562	0.00321327	99.9975	0.0025331	120	1.23E-05	0.000281698	999.947	0.0275619	797.851	24.3066	7	2.4	11.4
759	129.3	0.960142	7.8876	0.54197	0.610288	390.7	480	9.9882	250.02	40.4122	79.4199	0.167903	5.9579	3.69694	0.0317129	0.0197378	5.31003	7.78699	6.05641	0.267626	0.0775361	0.0115176	0.0105125	0.00320233	99.9975	0.00253397	120	1.23E-05	0.000281696	999.947	0.0276558	797.856	24.3598	7	2.4	11.4
762	127.13	0.957416	7.89274	0.540983	0.608866	394.175	478.695	9.98825	250.02	40.5934	79.2391	0.167452	5.96793	3.68784	0.0316346	0.0197009	5.28806	7.77241	6.03373	0.266967	0.0772623	0.0114698	0.010469	0.00319145	99.9975	0.00253483	120	1.23E-05	0.000281694	999.947	0.02775	797.861	24.4128	7	2.4	11.4
765	124.981	0.954695	7.89786	0.539996	0.607446	397.665	477.354	9.9883	250.02	40.7742	79.0588	0.167003	5.97795	3.67875	0.0315564	0.019664	5.26621	7.75785	6.01114	0.266309	0.0769895	0.0114224	0.0104257	0.00318063	99.9975	0.00253569	120	1.23E-05	0.000281692	999.947	0.0278446	797.866	24.4656	7	2.4	11.4
768	122.854	0.951979	7.90298	0.539009	0.606026	401.171	475.976	9.98834	250.02	40.9546	78.8788	0.166555	5.98795	3.66968	0.0314783	0.0196272	5.24445	7.74333	5.98865	0.265652	0.0767179	0.0113751	0.0103826	0.00316985	99.9975	0.00253655	120	1.23E-05	0.00028169	999.947	0.0279395	797.872	24.5181	7	2.4	11.4
771	120.747	0.949269	7.9081	0.538022	0.604609	404.692	474.561	9.98839	250.02	41.1347	78.6992	0.166108	5.99794	3.66062	0.0314003	0.0195904	5.22281	7.72885	5.96625	0.264996	0.0764473	0.0113281	0.0103398	0.00315913	99.9975	0.00253741	120	1.23E-05	0.000281688	999.947	0.0280347	797.877	24.5705	7	2.4	11.4
774	118.663	0.946564	7.91321	0.537035	0.603193	408.228	473.109	9.98844	250.02	41.3143	78.52	0.165663	6.00791	3.65158	0.0313225	0.0195538	5.20127	7.71439	5.94394	0.264341	0.0761778	0.0112814	0.0102971	0.00314847	99.9975	0.00253827	120	1.23E-05	0.000281686	999.947	0.0281302	797.882	24.6226	7	2.4	11.4
777	116.599	0.943865	7.91831	0.536048	0.601778	411.779	471.622	9.98848	250.02	41.4936	78.3411	0.165219	6.01786	3.64254	0.0312448	0.0195172	5.17983	7.69997	5.92173	0.263687	0.0759094	0.0112348	0.0102546	0.00313785	99.9975	0.00253913	120	1.23E-05	0.000281684	999.947	0.0282261	797.887	24.6745	7	2.4	11.4
780	114.557	0.94117	7.9234	0.535061	0.600365	415.345	470.098	9.98853	250.019	41.6726	78.1627	0.164777	6.0278	3.63353	0.0311672	0.0194808	5.1585	7.68557	5.8996	0.263034	0.0756421	0.0111885	0.0102124	0.00312728	99.9975	0.00253998	120	1.23E-05	0.000281682	999.947	0.0283223	797.892	24.7262	7	2.4	11.4
783	112.536	0.938481	7.92849	0.534074	0.598953	418.926	468.538	9.98858	250.019	41.8511	77.9845	0.164336	6.03772	3.62453	0.0310897	0.0194444	5.13727	7.67121	5.87756	0.262382	0.0753758	0.0111424	0.0101703	0.00311677	99.9975	0.00254084	120	1.23E-05	0.00028168	999.947	0.0284188	797.897	24.7776	7	2.4	11.4
786	110.537	0.935797	7.93357	0.533086	0.597543	422.521	466.942	9.98862	250.019	42.0293	77.8068	0.163896	6.04762	3.61554	0.0310123	0.019408	5.11614	7.65689	5.85562	0.261731	0.0751106	0.0110965	0.0101285	0.00310631	99.9975	0.0025417	120	1.23E-05	0.000281678	999.947	0.0285156	797.903	24.8289	7	2.4	11.4
789	108.558	0.933119	7.93865	0.532099	0.596134	426.131	465.31	9.98867	250.019	42.2071	77.6294	0.163458	6.05751	3.60656	0.0309351	0.0193718	5.09512	7.64259	5.83376	0.261081	0.0748465	0.0110509	0.0100869	0.0030959	99.9975	0.00254255	120	1.23E-05	0.000281676	999.947	0.0286128	797.908	24.88	7	2.4	11.4
792	106.601	0.930446	7.94372	0.531111	0.594727	429.756	463.643	9.98871	250.019	42.3846	77.4524	0.163021	6.06738	3.5976	0.030858	0.0193356	5.0742	7.62833	5.812	0.260432	0.0745834	0.0110054	0.0100454	0.00308554	99.9975	0.0025434	120	1.23E-05	0.000281674	999.947	0.0287102	797.913	24.9308	7	2.4	11.4
795	104.665	0.927778	7.94878	0.530123	0.593321	433.394	461.94	9.98876	250.019	42.5616	77.2758	0.162585	6.07724	3.58865	0.030781	0.0192996	5.05338	7.6141	5.79032	0.259784	0.0743214	0.0109602	0.0100042	0.00307523	99.9975	0.00254426	120	1.23E-05	0.000281672	999.947	0.0288081	797.918	24.9815	7	2.4	11.4
798	102.75	0.925115	7.95383	0.529136	0.591917	437.047	460.203	9.9888	250.019	42.7384	77.0995	0.162151	6.08708	3.57972	0.0307041	0.0192636	5.03266	7.5999	5.76873	0.259138	0.0740604	0.0109152	0.00996316	0.00306497	99.9975	0.00254511	120	1.23E-05	0.00028167	999.947	0.0289062	797.923	25.0319	7	2.4	11.4
801	100.857	0.922458	7.95888	0.528148	0.590515	440.714	458.43	9.98885	250.019	42.9147	76.9236	0.161717	6.0969	3.5708	0.0306274	0.0192277	5.01204	7.58573	5.74723	0.258492	0.0738004	0.0108705	0.00992232	0.00305476	99.9975	0.00254596	120	1.23E-05	0.000281669	999.947	0.0290047	797.928	25.0821	7	2.4	11.4
804	98.9839	0.919807	7.96392	0.52716	0.589114	444.394	456.622	9.98889	250.019	43.0907	76.748	0.161286	6.10671	3.5619	0.0305508	0.0191918	4.99152	7.57159	5.72582	0.257847	0.0735415	0.0108259	0.00988169	0.0030446	99.9975	0.00254681	120	1.23E-05	0.000281667	999.947	0.0291035	797.933	25.1321	7	2.4	11.4
807	97.1322	0.91716	7.96895	0.526173	0.587714	448.088	454.78	9.98894	250.019	43.2663	76.5729	0.160855	6.1165	3.55301	0.0304743	0.0191561	4.9711	7.55748	5.70449	0.257203	0.0732836	0.0107816	0.00984125	0.00303448	99.9975	0.00254766	120	1.23E-05	0.000281665	999.947	0.0292027	797.938	25.1819	7	2.4	11.4
810	95.3015	0.91452	7.97398	0.525185	0.586316	451.795	452.903	9.98898	250.019	43.4415	76.3981	0.160425	6.12628	3.54413	0.0303979	0.0191204	4.95078	7.54341	5.68326	0.256561	0.0730268	0.0107374	0.009801	0.00302442	99.9975	0.0025485	120	1.23E-05	0.000281663	999.947	0.0293021	797.944	25.2316	7	2.4	11.4
813	93.4918	0.911884	7.979	0.524198	0.58492	455.516	450.992	9.98902	250.019	43.6164	76.2236	0.159997	6.13604	3.53527	0.0303216	0.0190848	4.93055	7.52937	5.6621	0.255919	0.0727709	0.0106935	0.00976095	0.00301441	99.9975	0.00254935	120	1.23E-05	0.000281661	999.947	0.029402	797.949	25.281	7	2.4	11.4
816	91.7029	0.909254	7.98401	0.52321	0.583525	459.25	449.047	9.98907	250.019	43.7909	76.0495	0.15957	6.14578	3.52642	0.0302455	0.0190493	4.91043	7.51535	5.64104	0.255278	0.0725161	0.0106498	0.0097211	0.00300444	99.9974	0.0025502	120	1.23E-05	0.000281659	999.947	0.0295021	797.954	25.3302	7	2.4	11.4
819	89.935	0.906629	7.98902	0.522222	0.582132	462.997	447.068	9.98911	250.019	43.965	75.8758	0.159145	6.15551	3.51759	0.0301695	0.0190138	4.8904	7.50137	5.62006	0.254639	0.0722623	0.0106063	0.00968143	0.00299452	99.9974	0.00255104	120	1.23E-05	0.000281657	999.947	0.0296026	797.959	25.3792	7	2.4	11.4
822	88.1878	0.90401	7.99401	0.521235	0.580741	466.756	445.056	9.98916	250.019	44.1388	75.7025	0.15872	6.16522	3.50877	0.0300936	0.0189785	4.87046	7.48742	5.59917	0.254	0.0720094	0.010563	0.00964196	0.00298465	99.9974	0.00255189	120	1.23E-05	0.000281655	999.947	0.0297034	797.964	25.428	7	2.4	11.4
825	86.4615	0.901396	7.999	0.520247	0.579351	470.528	443.01	9.9892	250.019	44.3122	75.5295	0.158297	6.17491	3.49997	0.0300179	0.0189432	4.85062	7.47351	5.57836	0.253363	0.0717576	0.01052	0.00960268	0.00297483	99.9974	0.00255273	120	1.23E-05	0.000281653	999.947	0.0298046	797.969	25.4766	7	2.4	11.4
828	84.7559	0.898788	8.00399	0.51926	0.577963	474.313	440.931	9.98924	250.019	44.4853	75.3569	0.157874	6.18459	3.49118	0.0299423	0.018908	4.83088	7.45962	5.55764	0.252726	0.0715068	0.0104771	0.00956358	0.00296506	99.9974	0.00255357	120	1.23E-05	0.000281651	999.947	0.0299061	797.974	25.525	7	2.4	11.4
831	83.0709	0.896185	8.00897	0.518273	0.576577	478.11	438.82	9.98928	250.019	44.6579	75.1846	0.157453	6.19425	3.4824	0.0298668	0.0188729	4.81123	7.44576	5.537	0.252091	0.071257	0.0104344	0.00952468	0.00295533	99.9974	0.00255441	120	1.23E-05	0.000281649	999.947	0.0300079	797.979	25.5732	7	2.4	11.4
834	81.4067	0.893588	8.01393	0.517286	0.575192	481.918	436.675	9.98933	250.019	44.8303	75.0127	0.157034	6.20389	3.47364	0.0297914	0.0188378	4.79167	7.43194	5.51645	0.251456	0.0710081	0.010392	0.00948596	0.00294564	99.9974	0.00255525	120	1.23E-05	0.000281647	999.947	0.0301101	797.984	25.6212	7	2.4	11.4
837	79.763	0.890996	8.0189	0.516299	0.573809	485.739	434.498	9.98937	250.019	45.0022	74.8412	0.156615	6.21352	3.4649	0.0297161	0.0188029	4.77221	7.41814	5.49597	0.250823	0.0707602	0.0103497	0.00944742	0.00293601	99.9974	0.00255609	120	1.23E-05	0.000281645	999.947	0.0302127	797.989	25.669	7	2.4	11.4
840	78.1398	0.888409	8.02385	0.515312	0.572427	489.571	432.289	9.98941	250.019	45.1738	74.67	0.156197	6.22313	3.45617	0.029641	0.018768	4.75284	7.40438	5.47559	0.250191	0.0705133	0.0103077	0.00940907	0.00292642	99.9974	0.00255693	120	1.23E-05	0.000281644	999.947	0.0303156	797.994	25.7167	7	2.4	11.4
843	76.5372	0.885828	8.0288	0.514325	0.571048	493.415	430.048	9.98945	250.019	45.345	74.4992	0.155781	6.23272	3.44745	0.029566	0.0187331	4.73356	7.39064	5.45528	0.24956	0.0702674	0.0102658	0.00937091	0.00291688	99.9974	0.00255776	120	1.23E-05	0.000281642	999.947	0.0304188	797.999	25.7641	7	2.4	11.4
846	74.9549	0.883253	8.03374	0.513338	0.56967	497.269	427.776	9.98949	250.019	45.5159	74.3287	0.155366	6.2423	3.43875	0.0294912	0.0186984	4.71438	7.37694	5.43506	0.24893	0.0700224	0.0102241	0.00933292	0.00290738	99.9974	0.0025586	120	1.23E-05	0.00028164	999.947	0.0305223	798.004	25.8113	7	2.4	11.4
849	73.3931	0.880683	8.03867	0.512352	0.568293	501.135	425.472	9.98954	250.019	45.6864	74.1586	0.154952	6.25186	3.43006	0.0294164	0.0186638	4.69528	7.36327	5.41492	0.248301	0.0697784	0.0101827	0.00929512	0.00289793	99.9974	0.00255943	120	1.23E-05	0.000281638	999.947	0.0306263	798.009	25.8584	7	2.4	11.4
852	71.8516	0.878119	8.0436	0.511365	0.566919	505.012	423.137	9.98958	250.019	45.8566	73.9889	0.154539	6.2614	3.42139	0.0293418	0.0186292	4.67628	7.34962	5.39487	0.247673	0.0695354	0.0101414	0.0092575	0.00288852	99.9974	0.00256026	120	1.23E-05	0.000281636	999.947	0.0307305	798.014	25.9052	7	2.4	11.4
855	70.3303	0.87556	8.04852	0.510379	0.565546	508.899	420.771	9.98962	250.019	46.0263	73.8195	0.154127	6.27093	3.41273	0.0292673	0.0185947	4.65737	7.33601	5.37489	0.247046	0.0692933	0.0101004	0.00922006	0.00287916	99.9974	0.0025611	120	1.23E-05	0.000281634	999.947	0.0308351	798.019	25.9519	7	2.4	11.4
858	68.8292	0.873006	8.05343	0.509393	0.564175	512.796	418.374	9.98966	250.019	46.1958	73.6505	0.153716	6.28044	3.40409	0.029193	0.0185602	4.63855	7.32243	5.355	0.24642	0.0690522	0.0100595	0.0091828	0.00286984	99.9974	0.00256193	120	1.23E-05	0.000281632	999.947	0.0309401	798.024	25.9984	7	2.4	11.4
861	67.3483	0.870458	8.05833	0.508407	0.562805	516.704	415.948	9.9897	250.019	46.3648	73.4819	0.153307	6.28993	3.39546	0.0291188	0.0185259	4.61981	7.30888	5.33518	0.245795	0.068812	0.0100188	0.00914571	0.00286057	99.9974	0.00256276	120	1.23E-05	0.00028163	999.947	0.0310454	798.029	26.0447	7	2.4	11.4
864	65.8874	0.867916	8.06322	0.507421	0.561438	520.622	413.491	9.98974	250.018	46.5335	73.3136	0.152898	6.29941	3.38684	0.0290447	0.0184916	4.60117	7.29536	5.31545	0.245171	0.0685727	0.00997836	0.0091088	0.00285134	99.9974	0.00256359	120	1.23E-05	0.000281628	999.947	0.0311511	798.034	26.0908	7	2.4	11.4
867	64.4466	0.865379	8.06811	0.506436	0.560072	524.549	411.005	9.98978	250.018	46.7019	73.1456	0.152491	6.30887	3.37825	0.0289707	0.0184574	4.58261	7.28186	5.2958	0.244549	0.0683344	0.00993808	0.00907206	0.00284215	99.9974	0.00256441	120	1.23E-05	0.000281627	999.947	0.0312571	798.039	26.1367	7	2.4	11.4
870	63.0257	0.862848	8.07299	0.505451	0.558708	528.485	408.489	9.98982	250.018	46.8699	72.978	0.152085	6.31831	3.36966	0.0288968	0.0184233	4.56414	7.2684	5.27623	0.243927	0.068097	0.00989798	0.0090355	0.00283301	99.9974	0.00256524	120	1.23E-05	0.000281625	999.947	0.0313635	798.044	26.1824	7	2.4	11.4
873	61.6246	0.860322	8.07787	0.504466	0.557346	532.431	405.945	9.98986	250.018	47.0375	72.8108	0.15168	6.32774	3.36109	0.0288231	0.0183892	4.54576	7.25497	5.25673	0.243307	0.0678605	0.00985808	0.00899912	0.00282391	99.9974	0.00256606	120	1.23E-05	0.000281623	999.947	0.0314702	798.049	26.228	7	2.4	11.4
876	60.2434	0.857802	8.08273	0.503481	0.555985	536.385	403.371	9.9899	250.018	47.2048	72.6439	0.151276	6.33715	3.35254	0.0287495	0.0183553	4.52747	7.24157	5.23732	0.242688	0.067625	0.00981836	0.0089629	0.00281485	99.9974	0.00256689	120	1.23E-05	0.000281621	999.947	0.0315773	798.054	26.2733	7	2.4	11.4
879	58.8818	0.855288	8.08759	0.502496	0.554627	540.348	400.77	9.98994	250.018	47.3717	72.4774	0.150873	6.34654	3.344	0.0286761	0.0183214	4.50926	7.22819	5.21798	0.242069	0.0673904	0.00977883	0.00892686	0.00280584	99.9974	0.00256771	120	1.23E-05	0.000281619	999.947	0.0316847	798.059	26.3185	7	2.4	11.4
882	57.54	0.852779	8.09244	0.501512	0.55327	544.32	398.14	9.98998	250.018	47.5383	72.3112	0.150471	6.35592	3.33548	0.0286028	0.0182875	4.49114	7.21485	5.19873	0.241452	0.0671567	0.00973949	0.00889099	0.00279687	99.9974	0.00256853	120	1.23E-05	0.000281617	999.946	0.0317925	798.064	26.3635	7	2.4	11.4
885	56.2177	0.850275	8.09728	0.500528	0.551915	548.299	395.483	9.99002	250.018	47.7045	72.1454	0.150071	6.36527	3.32697	0.0285296	0.0182538	4.4731	7.20154	5.17955	0.240836	0.0669239	0.00970034	0.00885529	0.00278794	99.9974	0.00256935	120	1.23E-05	0.000281615	999.946	0.0319007	798.069	26.4083	7	2.4	11.4
888	54.9149	0.847778	8.10212	0.499544	0.550562	552.287	392.798	9.99006	250.018	47.8703	71.98	0.149671	6.37462	3.31847	0.0284565	0.0182201	4.45515	7.18825	5.16045	0.240221	0.066692	0.00966137	0.00881976	0.00277906	99.9974	0.00257017	120	1.23E-05	0.000281613	999.946	0.0320092	798.074	26.453	7	2.4	11.4
891	53.6315	0.845285	8.10694	0.498561	0.54921	556.282	390.087	9.9901	250.018	48.0358	71.8149	0.149273	6.38394	3.30999	0.0283836	0.0181865	4.43728	7.175	5.14143	0.239607	0.066461	0.00962258	0.00878439	0.00277022	99.9974	0.00257099	120	1.23E-05	0.000281612	999.946	0.0321181	798.079	26.4975	7	2.4	11.4
894	52.3675	0.842799	8.11176	0.497578	0.547861	560.284	387.349	9.99013	250.018	48.201	71.6501	0.148875	6.39325	3.30153	0.0283108	0.018153	4.4195	7.16177	5.12248	0.238994	0.0662309	0.00958398	0.00874919	0.00276141	99.9974	0.00257181	120	1.23E-05	0.00028161	999.946	0.0322273	798.083	26.5417	7	2.4	11.4
897	51.1227	0.840318	8.11657	0.496595	0.546513	564.293	384.585	9.99017	250.018	48.3658	71.4857	0.148479	6.40254	3.29308	0.0282381	0.0181196	4.4018	7.14858	5.10361	0.238382	0.0660017	0.00954555	0.00871416	0.00275265	99.9974	0.00257262	120	1.23E-05	0.000281608	999.946	0.0323369	798.088	26.5858	7	2.4	11.4
900	49.897	0.837842	8.12138	0.495612	0.545168	568.309	381.794	9.99021	250.018	48.5302	71.3217	0.148084	6.41181	3.28464	0.0281656	0.0180862	4.38418	7.13541	5.08482	0.237772	0.0657733	0.00950731	0.00867929	0.00274393	99.9974	0.00257344	120	1.23E-05	0.000281606	999.946	0.0324469	798.093	26.6298	7	2.4	11.4
903	48.6905	0.835373	8.12617	0.49463	0.543824	572.331	378.979	9.99025	250.018	48.6943	71.158	0.14769	6.42107	3.27623	0.0280932	0.0180529	4.36665	7.12227	5.0661	0.237162	0.0655459	0.00946925	0.00864459	0.00273526	99.9974	0.00257425	120	1.23E-05	0.000281604	999.946	0.0325572	798.098	26.6735	7	2.4	11.4
906	47.5029	0.832908	8.13096	0.493648	0.542482	576.359	376.138	9.99029	250.018	48.858	70.9947	0.147297	6.4303	3.26782	0.0280209	0.0180197	4.3492	7.10917	5.04746	0.236554	0.0653194	0.00943136	0.00861005	0.00272662	99.9974	0.00257506	120	1.23E-05	0.000281602	999.946	0.0326679	798.103	26.7171	7	2.4	11.4
909	46.3342	0.83045	8.13574	0.492667	0.541142	580.393	373.273	9.99032	250.018	49.0214	70.8317	0.146905	6.43953	3.25943	0.0279487	0.0179865	4.33183	7.09609	5.0289	0.235946	0.0650937	0.00939366	0.00857567	0.00271802	99.9974	0.00257587	120	1.23E-05	0.000281601	999.946	0.0327789	798.108	26.7605	7	2.4	11.4
